pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,telemetry_sent,telemetry_skip,debug_skip,network_slow,raw_message
2026-07-09 11:25:35.808,192.168.0.50:61880,boot,,,,,,,,,,,,,,,,0.240,0.420,,,,,,,,HIGH_SPEED_LATE_SAFE,10,,,,,,,,,,,"type=boot,telemetry_ok=True,mode=HIGH_SPEED_LATE_SAFE,control_ms=10,base_speed=850,max_speed=1000,kp=0.240,kd=0.420,late_after=36000,late_base=540,late_max=620"
2026-07-09 11:25:41.230,192.168.0.50:61880,start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type=start
2026-07-09 11:25:41.471,192.168.0.50:61880,status,51,,,1000,975,3,3,0,81,63.4,15.4,0.55,2,,,0.240,0.420,,,3,,978,972,,FAST,,,,,,,,,,,,"type=status,loop=51,target=1000,current=975,compute_ms=3,max_ms=3,overrun=0,error=81,filtered_error=63.4,filtered_rate=15.4,confidence=0.55,active=2,kp=0.240,kd=0.420,steering=3,left=978,right=972,on_line=1,mode=FAST"
2026-07-09 11:25:41.965,192.168.0.50:61880,status,100,,,460,460,3,20,1,-2338,-2562.6,88.2,0.72,3,,,0.240,0.420,,,-563,,80,1000,,HARD,,,,,,,,,,,,"type=status,loop=100,target=460,current=460,compute_ms=3,max_ms=20,overrun=1,error=-2338,filtered_error=-2562.6,filtered_rate=88.2,confidence=0.72,active=3,kp=0.240,kd=0.420,steering=-563,left=80,right=1000,on_line=1,mode=HARD"
2026-07-09 11:25:42.534,192.168.0.50:61880,status,150,,,1000,875,3,20,1,-23,96.0,13.3,0.73,3,,,0.240,0.420,,,7,,882,868,,FAST,,,,,,,,,,,,"type=status,loop=150,target=1000,current=875,compute_ms=3,max_ms=20,overrun=1,error=-23,filtered_error=96.0,filtered_rate=13.3,confidence=0.73,active=3,kp=0.240,kd=0.420,steering=7,left=882,right=868,on_line=1,mode=FAST"
2026-07-09 11:25:42.991,192.168.0.50:61880,status,199,,,460,460,3,20,2,1694,1578.4,120.6,0.81,3,,,0.240,0.420,,,415,,875,80,,HARD,,,,,,,,,,,,"type=status,loop=199,target=460,current=460,compute_ms=3,max_ms=20,overrun=2,error=1694,filtered_error=1578.4,filtered_rate=120.6,confidence=0.81,active=3,kp=0.240,kd=0.420,steering=415,left=875,right=80,on_line=1,mode=HARD"
2026-07-09 11:25:43.512,192.168.0.50:61880,status,250,,,700,700,3,20,2,1541,1454.6,80.7,0.73,3,,,0.240,0.420,,,368,,1000,332,,FAST,,,,,,,,,,,,"type=status,loop=250,target=700,current=700,compute_ms=3,max_ms=20,overrun=2,error=1541,filtered_error=1454.6,filtered_rate=80.7,confidence=0.73,active=3,kp=0.240,kd=0.420,steering=368,left=1000,right=332,on_line=1,mode=FAST"
2026-07-09 11:25:44.101,192.168.0.50:61880,status,299,,,460,460,2,20,3,1107,831.3,80.2,0.72,3,,,0.240,0.420,,,218,,850,242,,HARD,,,,,,,,,,,,"type=status,loop=299,target=460,current=460,compute_ms=2,max_ms=20,overrun=3,error=1107,filtered_error=831.3,filtered_rate=80.2,confidence=0.72,active=3,kp=0.240,kd=0.420,steering=218,left=850,right=242,on_line=1,mode=HARD"
2026-07-09 11:25:44.475,192.168.0.50:61880,status,349,,,460,460,2,20,3,329,167.0,40.2,0.72,3,,,0.240,0.420,,,42,,850,418,,HARD,,,,,,,,,,,,"type=status,loop=349,target=460,current=460,compute_ms=2,max_ms=20,overrun=3,error=329,filtered_error=167.0,filtered_rate=40.2,confidence=0.72,active=3,kp=0.240,kd=0.420,steering=42,left=850,right=418,on_line=1,mode=HARD"
2026-07-09 11:25:45.027,192.168.0.50:61880,status,398,,,1000,900,3,20,4,-17,32.2,-34.3,0.64,3,,,0.240,0.420,,,-7,,893,907,,FAST,,,,,,,,,,,,"type=status,loop=398,target=1000,current=900,compute_ms=3,max_ms=20,overrun=4,error=-17,filtered_error=32.2,filtered_rate=-34.3,confidence=0.64,active=3,kp=0.240,kd=0.420,steering=-7,left=893,right=907,on_line=1,mode=FAST"
