pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,telemetry_sent,telemetry_skip,debug_skip,network_slow,raw_message
2026-07-09 10:49:31.347,192.168.0.50:55676,boot,,,,,,,,,,,,,,,,0.240,0.420,,,,,,,,HIGH_SPEED_HARD_UTURN,10,,,,,,,,,,,"type=boot,telemetry_ok=True,mode=HIGH_SPEED_HARD_UTURN,control_ms=10,base_speed=850,max_speed=1000,kp=0.240,kd=0.420,slow_error=750,hard_error=1500,hard_speed=460,uturn_after=32000,uturn_speed=380"
2026-07-09 10:49:37.154,192.168.0.50:55676,start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type=start
2026-07-09 10:49:37.721,192.168.0.50:55676,status,51,,,1000,1000,2,3,0,-200,-101.7,-13.7,0.64,2,,,0.240,0.420,,,-8,,992,1000,,,,,,,,,,,,,,"type=status,loop=51,target=1000,current=1000,compute_ms=2,max_ms=3,overrun=0,error=-200,filtered_error=-101.7,filtered_rate=-13.7,confidence=0.64,active=2,kp=0.240,kd=0.420,steering=-8,left=992,right=1000,on_line=1,hard=0,uturn=0,uturn_enabled=0"
2026-07-09 10:49:38.134,192.168.0.50:55676,status,100,,,460,460,3,20,1,-1937,-2227.4,91.7,0.62,2,,,0.240,0.420,,,-481,,60,941,,,,,,,,,,,,,,"type=status,loop=100,target=460,current=460,compute_ms=3,max_ms=20,overrun=1,error=-1937,filtered_error=-2227.4,filtered_rate=91.7,confidence=0.62,active=2,kp=0.240,kd=0.420,steering=-481,left=60,right=941,on_line=1,hard=1,uturn=0,uturn_enabled=0"
2026-07-09 10:49:38.667,192.168.0.50:55676,status,150,,,1000,1000,3,20,1,-18,42.2,-19.6,0.77,3,,,0.240,0.420,,,-4,,996,1000,,,,,,,,,,,,,,"type=status,loop=150,target=1000,current=1000,compute_ms=3,max_ms=20,overrun=1,error=-18,filtered_error=42.2,filtered_rate=-19.6,confidence=0.77,active=3,kp=0.240,kd=0.420,steering=-4,left=996,right=1000,on_line=1,hard=0,uturn=0,uturn_enabled=0"
2026-07-09 10:49:39.309,192.168.0.50:55676,status,199,,,460,460,3,21,2,1446,1347.1,111.6,0.81,3,,,0.240,0.420,,,355,,900,105,,,,,,,,,,,,,,"type=status,loop=199,target=460,current=460,compute_ms=3,max_ms=21,overrun=2,error=1446,filtered_error=1347.1,filtered_rate=111.6,confidence=0.81,active=3,kp=0.240,kd=0.420,steering=355,left=900,right=105,on_line=1,hard=1,uturn=0,uturn_enabled=0"
2026-07-09 10:49:39.685,192.168.0.50:55676,status,250,,,460,460,2,21,2,1200,960.5,102.8,0.74,3,,,0.240,0.420,,,259,,900,201,,,,,,,,,,,,,,"type=status,loop=250,target=460,current=460,compute_ms=2,max_ms=21,overrun=2,error=1200,filtered_error=960.5,filtered_rate=102.8,confidence=0.74,active=3,kp=0.240,kd=0.420,steering=259,left=900,right=201,on_line=1,hard=1,uturn=0,uturn_enabled=0"
2026-07-09 10:49:40.205,192.168.0.50:55676,status,299,,,700,510,2,21,3,1371,1384.0,71.1,0.75,3,,,0.240,0.420,,,347,,857,163,,,,,,,,,,,,,,"type=status,loop=299,target=700,current=510,compute_ms=2,max_ms=21,overrun=3,error=1371,filtered_error=1384.0,filtered_rate=71.1,confidence=0.75,active=3,kp=0.240,kd=0.420,steering=347,left=857,right=163,on_line=1,hard=0,uturn=0,uturn_enabled=0"
2026-07-09 10:49:40.752,192.168.0.50:55676,status,349,,,850,850,2,21,3,436,475.9,0.1,0.71,3,,,0.240,0.420,,,74,,924,776,,,,,,,,,,,,,,"type=status,loop=349,target=850,current=850,compute_ms=2,max_ms=21,overrun=3,error=436,filtered_error=475.9,filtered_rate=0.1,confidence=0.71,active=3,kp=0.240,kd=0.420,steering=74,left=924,right=776,on_line=1,hard=0,uturn=0,uturn_enabled=0"
2026-07-09 10:49:41.179,192.168.0.50:55676,status,398,,,1000,1000,2,21,4,159,166.6,34.2,0.76,3,,,0.240,0.420,,,21,,1000,979,,,,,,,,,,,,,,"type=status,loop=398,target=1000,current=1000,compute_ms=2,max_ms=21,overrun=4,error=159,filtered_error=166.6,filtered_rate=34.2,confidence=0.76,active=3,kp=0.240,kd=0.420,steering=21,left=1000,right=979,on_line=1,hard=0,uturn=0,uturn_enabled=0"
