seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
22,508,5,20,1000,71,28,92,987,986,162,60,97,3613,113,0,1000,967,1,0
23,528,5,20,1000,51,43,135,971,1000,162,35,71,3524,24,-143,976,1000,1,0
24,553,5,20,1000,126,125,312,1000,1000,207,125,175,3504,4,-80,984,1000,1,0
25,573,5,20,1000,12,46,338,982,872,84,35,68,3243,-257,-259,866,1000,1,0
26,598,5,20,1000,6,59,585,1000,810,57,45,110,3265,-235,-3,929,1000,1,0
27,623,5,20,1000,0,59,721,926,651,69,65,78,2969,-531,-46,831,1000,1,0
28,643,5,20,1000,0,0,704,897,582,24,30,0,2944,-556,-17,830,1000,1,0
29,663,5,20,1000,0,9,681,954,613,6,70,35,2969,-531,16,845,1000,1,0
30,683,5,20,1000,12,15,523,979,744,39,60,35,3098,-402,42,889,1000,1,0
31,708,5,20,1000,35,34,166,956,889,66,10,9,3359,-141,73,974,1000,1,0
32,728,5,20,1000,16,71,118,913,913,105,50,52,3490,-10,76,1000,987,1,0
33,753,5,20,1000,25,53,56,913,906,84,70,71,3498,-2,-12,997,1000,1,0
34,778,5,20,1000,19,93,16,943,941,108,50,32,3580,80,67,1000,962,1,0
35,803,5,20,1000,0,28,8,908,944,60,55,0,3509,9,-190,961,1000,1,0
36,828,5,20,1000,0,18,25,872,893,69,10,0,3505,5,2,1000,999,1,0
37,848,5,20,1000,0,0,36,936,965,111,90,52,3589,89,75,1000,957,1,0
38,873,5,20,1000,61,84,95,987,965,120,50,84,3581,81,-93,1000,997,1,0
39,898,5,20,1000,68,71,298,1000,962,129,130,123,3682,182,-58,1000,959,1,0
40,918,5,20,1000,22,31,428,989,872,81,55,94,3193,-307,-41,899,1000,1,0
41,943,5,20,1000,84,65,501,984,851,99,85,94,3149,-351,-183,855,1000,1,0
42,968,5,20,1000,152,109,597,987,831,135,90,120,3105,-395,-258,825,1000,1,0
43,1002,5,20,1000,0,50,335,926,872,99,70,58,3251,-249,-207,880,1000,1,0
44,1026,5,20,1000,0,0,225,872,865,0,25,58,3326,-174,44,958,1000,1,0
45,1047,5,20,1000,0,28,202,920,868,27,40,26,3334,-166,4,952,1000,1,0
