seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,distance_ticks,left_speed,right_speed,dl,dr,heading_ticks,udp_loop_ms,udp_send_cost_ms,udp_overrun
27,583,10,20,1000,132,98,146,943,947,124,130,121,3600,100,98,1000,928,1,0,0,0,0,0,0,0,3,1,0
28,603,10,20,1000,113,114,105,941,919,144,85,96,3229,-271,-44,850,1000,1,0,0,0,0,0,0,0,3,1,0
29,632,10,20,1000,66,95,889,964,725,103,80,105,3165,-335,5,827,1000,1,0,0,0,0,0,0,0,3,1,0
30,653,10,20,1000,78,290,939,923,172,73,40,59,2420,-1080,-362,363,1000,1,0,0,0,0,0,0,0,2,1,0
31,673,10,20,830,748,919,941,818,80,41,80,121,1720,-1780,-266,-151,1000,1,0,0,0,0,0,0,0,3,1,0
32,693,10,20,680,930,938,950,196,0,32,40,84,1136,-2364,-322,-420,1000,1,0,0,0,0,0,0,0,3,1,0
33,723,10,20,680,946,953,947,142,35,35,60,71,1095,-2405,71,-420,1000,1,0,0,0,0,0,0,0,3,1,0
34,743,10,20,680,955,966,966,528,63,82,95,102,1477,-2023,136,-250,1000,1,0,0,0,0,0,0,0,3,1,0
35,763,10,20,830,915,925,939,946,95,88,35,77,1514,-1986,-190,-242,1000,1,0,0,0,0,0,0,0,3,1,0
36,786,10,20,830,503,996,997,936,369,103,40,109,2131,-1369,509,226,1000,1,0,0,0,0,0,0,0,3,1,0
37,813,10,20,1000,144,268,963,915,982,127,90,121,2940,-560,245,761,1000,1,0,0,0,0,0,0,0,6,1,0
38,833,10,20,1000,185,222,1000,979,915,210,165,205,3167,-333,30,834,1000,1,0,0,0,0,0,0,0,3,1,0
39,853,10,20,1000,144,219,1000,974,436,198,135,161,3003,-497,-71,727,1000,1,0,0,0,0,0,0,0,3,1,0
40,873,10,20,830,50,509,916,913,98,71,20,59,2172,-1328,-463,43,1000,1,0,0,0,0,0,0,0,3,1,0
41,894,10,20,830,84,830,955,897,80,97,70,56,2024,-1476,-259,9,1000,1,0,0,0,0,0,0,0,3,1,0
42,914,10,20,830,50,620,947,905,95,79,40,74,2115,-1385,-41,102,1000,1,0,0,0,0,0,0,0,3,1,0
43,934,10,20,1000,53,108,947,910,98,41,40,56,2408,-1092,253,486,1000,1,0,0,0,0,0,0,0,3,1,0
44,954,10,20,1000,122,74,822,938,883,121,80,146,3171,-329,299,892,1000,1,0,0,0,0,0,0,0,3,1,0
45,974,10,20,1000,163,151,260,964,1000,215,125,193,3496,-4,81,1000,986,1,0,0,0,0,0,0,0,3,1,0
46,1004,10,20,1000,113,141,188,966,940,177,140,186,3578,78,-16,1000,963,1,0,0,0,0,0,0,0,3,1,0
47,1024,10,20,1000,47,9,41,903,933,103,85,133,3806,306,-29,1000,847,1,0,0,0,0,0,0,0,4,1,0
48,1044,10,20,1000,223,182,229,997,1000,251,150,258,3523,23,-264,957,1000,1,0,0,0,0,0,0,0,3,1,0
49,1064,10,20,1000,113,92,168,918,947,124,125,174,3684,184,182,1000,867,1,0,0,0,0,0,0,0,3,1,0
50,1084,10,20,1000,72,70,501,923,922,133,65,124,3454,-46,-164,942,1000,1,0,0,0,0,0,0,0,3,1,0
51,1104,10,20,1000,141,92,808,954,640,130,130,133,3201,-299,-67,831,1000,1,0,0,0,0,0,0,0,3,1,0
52,1124,10,20,1000,31,46,933,928,235,100,130,133,3172,-328,-73,815,1000,1,0,0,0,0,0,0,0,3,1,0
53,1144,10,20,1000,25,12,933,913,161,82,80,127,2876,-624,-11,674,1000,1,0,0,0,0,0,0,0,3,1,0
54,1164,10,20,1000,122,52,950,948,88,124,65,149,2794,-706,-337,563,1000,1,0,0,0,0,0,0,0,3,1,0
55,1184,10,20,1000,172,172,983,1000,211,201,135,214,3010,-490,31,752,1000,1,0,0,0,0,0,0,0,3,1,0
56,1204,10,20,1000,141,101,941,923,200,121,115,158,2945,-555,-119,687,1000,1,0,0,0,0,0,0,0,3,1,0
57,1224,10,20,1000,69,40,900,913,330,124,90,121,3067,-433,398,859,1000,1,0,0,0,0,0,0,0,3,1,0
58,1244,10,20,1000,62,61,592,928,778,106,130,133,3494,-6,99,1000,983,1,0,0,0,0,0,0,0,3,1,0
59,1264,10,20,1000,125,95,279,941,964,189,130,221,3688,188,226,1000,855,1,0,0,0,0,0,0,0,3,1,0
60,1284,10,20,1000,53,37,77,900,933,115,145,112,3927,427,233,1000,730,1,0,0,0,0,0,0,0,3,1,0
61,1304,10,20,1000,34,83,94,951,957,150,160,149,3985,485,68,1000,734,1,0,0,0,0,0,0,0,3,1,0
62,1324,10,20,1000,37,0,47,852,940,62,65,115,3734,234,-177,1000,916,1,0,0,0,0,0,0,0,3,1,0
63,1344,10,20,1000,9,21,41,885,929,62,80,112,3714,214,-72,1000,904,1,0,0,0,0,0,0,0,3,1,0
64,1364,10,20,1000,22,3,213,857,894,112,110,99,3564,64,-227,986,1000,1,0,0,0,0,0,0,0,3,2,0
65,1384,10,20,1000,69,70,573,905,757,168,115,168,3572,72,-108,1000,986,1,0,0,0,0,0,0,0,3,1,0
66,1404,10,20,1000,15,9,817,892,394,62,90,102,2993,-507,-184,698,1000,1,0,0,0,0,0,0,0,3,1,0
67,1424,10,20,1000,59,49,933,915,172,91,105,71,2790,-710,-245,580,1000,1,0,0,0,0,0,0,0,3,1,0
68,1444,10,20,1000,72,92,944,923,144,65,115,112,2996,-504,200,780,1000,1,0,0,0,0,0,0,0,3,1,0
69,1464,10,20,1000,78,46,847,915,436,68,65,102,2998,-502,-175,703,1000,1,0,0,0,0,0,0,0,3,1,0
70,1484,10,20,1000,75,46,457,913,876,124,95,112,3449,-51,177,1000,990,1,0,0,0,0,0,0,0,3,1,0
71,1504,10,20,1000,135,67,246,961,985,192,115,149,3596,96,94,1000,931,1,0,0,0,0,0,0,0,3,1,0
72,1524,10,20,1000,113,61,185,951,964,115,80,137,3494,-6,89,1000,985,1,0,0,0,0,0,0,0,3,1,0
73,1544,10,20,1000,157,92,155,928,957,156,125,165,3634,134,143,1000,901,1,0,0,0,0,0,0,0,3,1,0
74,1564,10,20,1000,128,95,174,951,1000,236,95,174,3604,104,-9,1000,948,1,0,0,0,0,0,0,0,3,1,0
75,1584,10,20,1000,34,55,80,887,940,139,40,105,3790,290,78,1000,833,1,0,0,0,0,0,0,0,3,1,0
76,1604,10,20,1000,28,15,47,900,947,118,55,80,3602,102,-168,1000,983,1,0,0,0,0,0,0,0,3,1,0
77,1624,10,20,1000,18,0,30,869,936,94,65,96,3518,18,-281,951,1000,1,0,0,0,0,0,0,0,3,1,0
78,1644,10,20,1000,0,0,0,857,834,88,80,77,3493,-7,-20,993,1000,1,0,0,0,0,0,0,0,3,1,0
79,1664,10,20,1000,66,43,52,897,929,198,85,140,3871,371,-22,1000,812,1,0,0,0,0,0,0,0,3,1,0
80,1684,10,20,1000,0,0,0,859,936,346,100,99,3860,360,178,1000,776,1,0,0,0,0,0,0,0,3,2,0
81,1704,10,20,1000,37,9,0,635,883,807,55,124,4222,722,112,1000,602,1,0,0,0,0,0,0,0,3,1,0
82,1724,10,20,1000,22,0,0,278,890,937,115,137,4551,1051,72,1000,439,1,0,0,0,0,0,0,0,3,1,0
83,1744,10,20,1000,40,24,19,247,926,908,135,177,4610,1110,30,1000,417,1,0,0,0,0,0,0,0,3,1,0
84,1764,10,20,1000,15,18,2,410,901,890,100,127,4436,936,-17,1000,517,1,0,0,0,0,0,0,0,3,1,0
85,1784,10,20,1000,0,0,0,709,866,795,100,109,4237,737,-113,1000,641,1,0,0,0,0,0,0,0,3,1,0
86,1804,10,20,1000,0,55,47,844,908,653,125,186,4227,727,-46,1000,632,1,0,0,0,0,0,0,0,3,1,0
87,1824,10,20,1000,18,0,13,841,890,511,60,155,4056,556,-132,1000,739,1,0,0,0,0,0,0,0,3,1,0
88,1844,10,20,1000,0,0,27,841,890,603,90,105,4031,531,-82,1000,742,1,0,0,0,0,0,0,0,3,1,0
89,1864,10,20,1000,59,46,63,816,926,736,115,146,4214,714,30,1000,623,1,0,0,0,0,0,0,0,3,1,0
90,1884,10,20,1000,3,46,88,757,929,931,115,127,4274,774,60,1000,585,1,0,0,0,0,0,0,0,3,1,0
91,1904,10,20,1000,44,15,83,505,989,952,140,155,4434,934,222,1000,468,1,0,0,0,0,0,0,0,3,1,0
92,1924,10,20,1000,37,0,69,186,947,979,206,171,4690,1190,131,1000,354,1,0,0,0,0,0,0,0,3,1,0
93,1944,10,20,830,59,49,36,147,940,970,216,149,4702,1202,15,1000,202,1,0,0,0,0,0,0,0,3,1,0
94,1964,10,20,1000,47,40,60,153,922,982,195,143,4688,1188,-58,1000,395,1,0,0,0,0,0,0,0,3,1,0
95,1984,10,20,1000,78,27,72,400,940,952,165,121,4482,982,-107,1000,512,1,0,0,0,0,0,0,0,3,1,0
96,2005,10,20,1000,72,49,119,785,943,967,150,112,4188,688,-294,1000,704,1,0,0,0,0,0,0,0,3,1,0
97,2034,10,20,1000,78,58,144,862,975,881,100,130,4103,603,-16,1000,690,1,0,0,0,0,0,0,0,3,1,0
98,2055,10,20,1000,44,74,94,691,933,926,180,118,4333,833,112,1000,544,1,0,0,0,0,0,0,0,3,1,0
99,2075,10,20,1000,135,77,166,364,992,970,185,152,4188,688,62,1000,630,1,0,0,0,0,0,0,0,3,1,0
100,2095,10,20,830,75,24,99,68,887,872,336,140,4878,1378,373,1000,36,1,0,0,0,0,0,0,0,3,1,0
101,2115,10,20,830,47,46,63,63,933,934,773,105,5018,1518,179,1000,4,1,0,0,0,0,0,0,0,3,1,0
102,2135,10,20,830,25,27,0,17,911,937,819,124,5055,1555,-20,1000,26,1,0,0,0,0,0,0,0,3,1,0
103,2155,10,20,830,0,0,2,96,887,905,226,137,4820,1320,-145,1000,175,1,0,0,0,0,0,0,0,3,1,0
104,2175,10,20,1000,12,49,33,747,954,937,120,127,4281,781,-134,1000,623,1,0,0,0,0,0,0,0,3,1,0
105,2195,10,20,1000,56,86,138,969,1000,541,160,202,4073,573,-31,1000,709,1,0,0,0,0,0,0,0,3,1,0
106,2215,10,20,1000,169,135,185,1000,1000,526,165,233,3737,237,-54,1000,889,1,0,0,0,0,0,0,0,3,2,0
107,2235,10,20,1000,169,89,196,987,1000,804,180,261,3969,469,160,1000,723,1,0,0,0,0,0,0,0,3,1,0
108,2255,10,20,1000,81,74,99,818,964,1000,145,205,4347,847,163,1000,526,1,0,0,0,0,0,0,0,3,1,0
109,2275,10,20,1000,40,21,77,272,957,991,241,143,4625,1125,522,1000,306,1,0,0,0,0,0,0,0,3,1,0
110,2308,10,20,830,66,52,60,94,908,905,819,133,5064,1564,253,1000,-36,1,0,0,0,0,0,0,0,3,1,0
111,2328,10,20,830,12,0,11,0,894,872,869,74,4990,1490,-123,1000,82,1,0,0,0,0,0,0,0,6,1,0
112,2355,10,20,1000,0,0,0,321,866,899,115,68,4367,867,-500,1000,655,1,0,0,0,0,0,0,0,6,1,0
113,2375,10,20,1000,34,9,41,872,890,772,90,112,4089,589,-97,1000,715,1,0,0,0,0,0,0,0,3,1,0
114,2395,10,20,1000,97,58,96,926,936,547,105,183,4140,640,-22,1000,672,1,0,0,0,0,0,0,0,3,1,0
115,2415,10,20,1000,0,0,8,859,922,520,100,118,4085,585,21,1000,692,1,0,0,0,0,0,0,0,3,1,0
116,2435,10,20,1000,59,92,108,920,954,786,115,165,4123,623,233,1000,628,1,0,0,0,0,0,0,0,3,1,0
117,2455,10,20,1000,15,64,121,795,919,928,110,155,4190,690,279,1000,583,1,0,0,0,0,0,0,0,3,1,0
119,2498,10,20,830,59,6,33,73,919,958,798,155,5066,1566,145,1000,-14,1,0,0,0,0,0,0,0,3,1,0
120,2525,10,20,830,15,21,38,61,887,917,894,161,5115,1615,3,1000,-10,1,0,0,0,0,0,0,0,6,1,0
121,2545,10,20,830,22,49,58,71,904,914,412,121,4893,1393,-140,1000,136,1,0,0,0,0,0,0,0,3,1,0
122,2565,10,20,1000,15,27,60,627,904,893,130,149,4359,859,-184,1000,592,1,0,0,0,0,0,0,0,3,1,0
123,2585,10,20,1000,100,114,138,910,982,612,130,193,3849,349,-379,1000,899,1,0,0,0,0,0,0,0,3,1,0
124,2605,10,20,1000,242,194,268,997,1000,624,195,267,3665,165,-73,1000,930,1,0,0,0,0,0,0,0,3,1,0
125,2625,10,20,1000,283,209,263,1000,1000,834,251,330,3770,270,91,1000,841,1,0,0,0,0,0,0,0,3,1,0
126,2645,10,20,1000,116,77,132,750,964,997,165,190,4126,626,290,1000,614,1,0,0,0,0,0,0,0,3,1,0
127,2665,10,20,1000,9,70,77,130,926,985,135,112,4638,1138,130,1000,381,1,0,0,0,0,0,0,0,3,1,0
128,2685,10,20,830,56,64,99,107,961,946,241,118,4705,1205,179,1000,166,1,0,0,0,0,0,0,0,3,1,0
129,2705,10,20,1000,22,6,5,89,929,940,155,96,4617,1117,-69,1000,434,1,0,0,0,0,0,0,0,3,1,0
130,2725,10,20,1000,50,58,66,122,964,967,100,77,4485,985,-182,1000,527,1,0,0,0,0,0,0,0,3,1,0
131,2745,10,20,1000,47,40,108,573,971,896,150,112,4264,764,-170,1000,639,1,0,0,0,0,0,0,0,3,1,0
132,2765,10,20,1000,40,52,83,926,978,245,55,74,3683,183,-211,1000,950,1,0,0,0,0,0,0,0,3,1,0
133,2785,10,20,1000,141,117,121,969,975,195,120,143,3546,46,-87,1000,995,1,0,0,0,0,0,0,0,3,1,0
134,2805,10,20,1000,81,111,121,941,989,156,45,112,3578,78,-117,1000,985,1,0,0,0,0,0,0,0,3,1,0
135,2825,10,20,1000,88,83,91,956,947,156,90,109,3781,281,63,1000,841,1,0,0,0,0,0,0,0,3,1,0
136,2845,10,20,1000,116,129,124,954,957,136,75,118,3383,-117,-201,897,1000,1,0,0,0,0,0,0,0,3,1,0
137,2865,10,20,1000,207,151,224,989,971,266,140,230,3533,33,-160,984,1000,1,0,0,0,0,0,0,0,3,1,0
138,2885,10,20,1000,204,138,257,1000,996,269,140,239,3544,44,95,1000,958,1,0,0,0,0,0,0,0,3,1,0
139,2905,10,20,1000,110,67,77,915,968,115,60,99,3411,-89,-110,931,1000,1,0,0,0,0,0,0,0,3,1,0
140,2925,10,20,1000,100,30,141,943,961,156,100,130,3652,152,-219,1000,967,1,0,0,0,0,0,0,0,3,1,0
141,2945,10,20,1000,34,30,60,928,947,91,75,109,3697,197,194,1000,857,1,0,0,0,0,0,0,0,3,1,0
142,2965,10,20,1000,66,40,47,923,940,82,55,62,3504,4,-208,959,1000,1,0,0,0,0,0,0,0,3,1,0
143,2985,10,20,1000,97,70,72,913,968,76,40,102,3693,193,-95,1000,920,1,0,0,0,0,0,0,0,3,1,0
144,3006,10,20,1000,106,80,105,977,1000,150,50,133,3570,70,-123,1000,990,1,0,0,0,0,0,0,0,3,1,0
145,3026,10,20,1000,100,120,146,987,985,109,50,124,3394,-106,-48,935,1000,1,0,0,0,0,0,0,0,3,1,0
146,3046,10,20,1000,103,86,160,974,975,159,110,146,3661,161,133,1000,889,1,0,0,0,0,0,0,0,3,1,0
147,3066,10,20,1000,103,98,193,961,964,59,50,96,3208,-292,-34,842,1000,1,0,0,0,0,0,0,0,3,1,0
148,3086,10,20,1000,106,108,216,961,968,85,100,96,3210,-290,-364,773,1000,1,0,0,0,0,0,0,0,3,1,0
149,3106,10,20,1000,72,37,130,895,866,76,10,31,3389,-111,-158,910,1000,1,0,0,0,0,0,0,0,3,1,0
150,3126,10,20,1000,97,21,94,933,926,44,55,124,3717,217,316,1000,821,1,0,0,0,0,0,0,0,3,1,0
151,3146,10,20,1000,53,46,155,931,957,136,75,112,3664,164,267,1000,859,1,0,0,0,0,0,0,0,3,1,0
152,3166,10,20,1000,59,15,108,948,1000,71,25,74,3433,-67,75,981,1000,1,0,0,0,0,0,0,0,3,1,0
153,3186,10,20,1000,122,30,124,928,968,71,65,56,3223,-277,-43,847,1000,1,0,0,0,0,0,0,0,3,1,0
154,3216,10,20,1000,132,129,168,931,968,159,135,130,3504,4,193,1000,958,1,0,0,0,0,0,0,0,3,1,0
155,3236,10,20,1000,116,108,168,928,975,127,90,149,3425,-75,41,970,1000,1,0,0,0,0,0,0,0,3,1,0
156,3256,10,20,1000,100,52,110,892,940,82,40,87,3259,-241,-259,821,1000,1,0,0,0,0,0,0,0,3,1,0
157,3276,10,20,1000,216,129,191,941,1000,198,155,174,3486,-14,72,1000,993,1,0,0,0,0,0,0,0,3,1,0
158,3296,10,20,1000,31,21,36,869,922,41,95,9,3514,14,286,1000,933,1,0,0,0,0,0,0,0,3,1,0
159,3316,10,20,1000,188,179,135,977,1000,213,125,161,3466,-34,-64,969,1000,1,0,0,0,0,0,0,0,3,1,0
160,3336,10,20,1000,97,129,135,946,950,162,145,84,3533,33,24,1000,978,1,0,0,0,0,0,0,0,3,1,0
161,3356,10,20,1000,97,80,105,933,968,186,100,124,3840,340,233,1000,775,1,0,0,0,0,0,0,0,3,1,0
162,3376,10,20,1000,66,27,66,882,950,144,85,56,3626,126,54,1000,924,1,0,0,0,0,0,0,0,3,1,0
163,3396,10,20,1000,132,92,113,915,975,260,115,115,3682,182,115,1000,882,1,0,0,0,0,0,0,0,3,1,0
164,3416,10,20,1000,91,86,110,915,968,192,65,133,3765,265,104,1000,841,1,0,0,0,0,0,0,0,3,1,0
165,3437,10,20,1000,135,55,105,938,961,174,110,161,3686,186,-90,1000,923,1,0,0,0,0,0,0,0,2,1,0
166,3457,10,20,1000,103,89,166,961,964,213,120,140,3688,188,-122,1000,928,1,0,0,0,0,0,0,0,3,1,0
167,3477,10,20,1000,37,37,828,951,848,127,130,87,3230,-270,-506,754,1000,1,0,0,0,0,0,0,0,3,1,0
168,3497,10,20,1000,166,901,986,969,130,133,80,143,2323,-1177,-584,266,1000,1,0,0,0,0,0,0,0,3,1,0
169,3517,10,20,680,959,996,977,158,42,94,105,102,1446,-2054,-192,-250,1000,1,0,0,0,0,0,0,0,3,1,0
170,3537,10,20,680,946,987,340,61,35,73,55,77,733,-2767,-255,-420,1000,1,0,0,0,0,0,0,0,3,1,0
171,3557,10,20,680,911,638,27,5,17,8,40,9,411,-3089,-489,-420,1000,1,0,0,0,0,0,0,0,3,1,0
172,3577,10,20,680,789,108,19,0,14,94,65,96,120,-3380,-774,-420,1000,1,0,0,0,0,0,0,0,3,1,0
173,3607,10,20,680,748,61,24,0,0,5,35,102,840,-2660,840,-420,1000,1,0,0,0,0,0,0,0,3,1,0
174,3627,10,20,680,899,339,8,0,3,62,85,71,273,-3227,147,-420,1000,1,0,0,0,0,0,0,0,3,1,0
175,3647,10,20,680,933,950,102,12,14,29,60,115,932,-2568,483,-420,1000,1,0,0,0,0,0,0,0,3,2,0
176,3667,10,20,680,921,962,919,20,28,47,55,90,999,-2501,186,-420,1000,1,0,0,0,0,0,0,0,3,1,0
177,3690,10,20,830,31,956,933,864,3,26,45,62,1966,-1534,518,142,1000,1,0,0,0,0,0,0,0,3,1,0
178,3717,10,20,1000,144,104,509,979,975,142,130,99,3167,-333,212,872,1000,1,0,0,0,0,0,0,0,6,1,0
179,3737,10,20,1000,286,228,288,1000,1000,505,206,255,3542,42,70,1000,964,1,0,0,0,0,0,0,0,3,1,0
180,3757,10,20,1000,336,240,301,1000,1000,576,261,333,3612,112,21,1000,938,1,0,0,0,0,0,0,0,3,1,0
181,3777,10,20,1000,166,126,157,959,936,319,140,224,3655,155,45,1000,910,1,0,0,0,0,0,0,0,3,1,0
182,3798,10,20,1000,0,27,0,818,876,115,55,96,3611,111,8,1000,941,1,0,0,0,0,0,0,0,2,1,0
183,3818,10,20,1000,75,74,437,872,908,150,100,177,3672,172,-41,1000,920,1,0,0,0,0,0,0,0,3,1,0
184,3838,10,20,1000,0,37,855,821,246,0,25,40,2683,-817,-731,422,1000,1,0,0,0,0,0,0,0,3,1,0
185,3858,10,20,1000,22,74,853,854,31,0,50,74,2500,-1000,-2,480,1000,1,0,0,0,0,0,0,0,3,1,0
186,3878,10,20,1000,0,80,880,854,42,11,65,105,2749,-751,357,685,1000,1,0,0,0,0,0,0,0,3,1,0
187,3898,10,20,1000,0,15,903,834,35,65,35,99,2480,-1020,-9,468,1000,1,0,0,0,0,0,0,0,3,1,0
188,3928,10,20,1000,0,0,894,849,56,73,25,74,2487,-1013,-10,472,1000,1,0,0,0,0,0,0,0,3,1,0
189,3948,10,20,1000,0,12,731,882,524,2,20,37,2903,-597,222,737,1000,1,0,0,0,0,0,0,0,3,1,0
190,3968,10,20,1000,0,0,141,882,830,11,0,62,3371,-129,223,980,1000,1,0,0,0,0,0,0,0,3,1,0
191,3988,10,20,1000,31,9,33,859,890,47,40,93,3508,8,-1,1000,997,1,0,0,0,0,0,0,0,3,1,0
192,4009,10,20,1000,44,24,85,933,897,127,25,84,3588,88,80,1000,938,1,0,0,0,0,0,0,0,3,1,0
193,4039,10,20,1000,97,37,72,910,897,192,30,115,3823,323,214,1000,788,1,0,0,0,0,0,0,0,3,1,0
194,4059,10,20,1000,0,0,33,859,883,127,65,40,3608,108,-212,1000,989,1,0,0,0,0,0,0,0,3,1,0
195,4079,10,20,1000,94,80,30,849,887,150,5,28,3629,129,-2,1000,934,1,0,0,0,0,0,0,0,3,1,0
196,4099,10,20,1000,6,43,63,885,971,65,40,40,3523,23,-82,995,1000,1,0,0,0,0,0,0,0,3,1,0
197,4119,10,20,1000,88,24,80,892,866,73,15,96,3492,-8,-28,990,1000,1,0,0,0,0,0,0,0,3,1,0
198,4139,10,20,1000,59,0,27,880,880,32,25,40,3500,0,-13,998,1000,1,0,0,0,0,0,0,0,3,1,0
199,4159,10,20,1000,0,6,47,867,852,20,10,12,3495,-5,-2,997,1000,1,0,0,0,0,0,0,0,3,1,0
200,4179,10,20,1000,47,33,77,882,890,50,30,9,3502,2,1,1000,999,1,0,0,0,0,0,0,0,3,1,0
201,4199,10,20,1000,31,15,191,908,883,29,50,31,3349,-151,-32,915,1000,1,0,0,0,0,0,0,0,3,1,0
202,4219,10,20,1000,72,55,396,931,859,103,85,102,3450,-50,148,1000,995,1,0,0,0,0,0,0,0,3,1,0
203,4239,10,20,1000,47,30,407,969,848,41,45,28,3198,-302,24,848,1000,1,0,0,0,0,0,0,0,3,1,0
204,4259,10,20,1000,0,0,434,918,781,73,60,15,3162,-338,-11,822,1000,1,0,0,0,0,0,0,0,3,1,0
205,4279,10,20,1000,66,24,476,997,873,150,65,130,3463,-37,243,1000,969,1,0,0,0,0,0,0,0,3,1,0
207,4319,10,20,1000,75,43,210,1000,982,150,80,121,3631,131,166,1000,898,1,0,0,0,0,0,0,0,3,1,0
208,4339,10,20,1000,75,30,127,948,971,159,90,109,3690,190,222,1000,855,1,0,0,0,0,0,0,0,3,1,0
209,4359,10,20,1000,135,132,204,959,1000,180,75,146,3388,-112,-111,919,1000,1,0,0,0,0,0,0,0,3,1,0
210,4379,10,20,1000,59,52,94,918,943,50,100,87,3633,133,17,1000,928,1,0,0,0,0,0,0,0,3,1,0
211,4399,10,20,1000,25,12,66,915,890,79,105,130,3845,345,141,1000,791,1,0,0,0,0,0,0,0,3,1,0
212,4419,10,20,1000,0,15,0,818,869,26,95,56,3515,15,-302,945,1000,1,0,0,0,0,0,0,0,3,1,0
213,4439,10,20,1000,28,3,0,854,841,17,60,56,3496,-4,-7,997,1000,1,0,0,0,0,0,0,0,3,1,0
214,4459,10,20,1000,3,0,16,854,845,71,55,68,3497,-3,-8,997,1000,1,0,0,0,0,0,0,0,3,1,0
215,4479,10,20,1000,0,9,94,882,894,5,110,105,3825,325,324,1000,763,1,0,0,0,0,0,0,0,3,1,0
216,4499,10,20,1000,15,15,204,903,852,109,105,124,3730,230,147,1000,850,1,0,0,0,0,0,0,0,3,1,0
217,4519,10,20,1000,56,9,373,915,848,35,30,96,3222,-278,-319,789,1000,1,0,0,0,0,0,0,0,3,1,0
219,4559,10,20,1000,116,80,598,885,711,26,40,52,2898,-602,-289,627,1000,1,0,0,0,0,0,0,0,3,1,0
220,4579,10,20,1000,59,43,590,875,711,59,25,56,3055,-445,73,784,1000,1,0,0,0,0,0,0,0,3,1,0
221,4599,10,20,1000,44,33,315,908,897,73,95,99,3274,-226,-49,873,1000,1,0,0,0,0,0,0,0,3,1,0
222,4619,10,20,1000,66,92,102,941,929,94,60,56,3419,-81,61,971,1000,1,0,0,0,0,0,0,0,3,1,0
223,4639,10,20,1000,18,98,41,936,943,130,85,71,3598,98,-187,1000,989,1,0,0,0,0,0,0,0,3,1,0
224,4659,10,20,1000,9,70,66,910,964,124,115,93,3736,236,226,1000,830,1,0,0,0,0,0,0,0,3,1,0
225,4679,10,20,1000,12,15,69,903,940,121,90,56,3601,101,-117,1000,973,1,0,0,0,0,0,0,0,3,1,0
226,4700,10,20,1000,75,77,127,959,1000,180,105,152,3854,354,237,1000,767,1,0,0,0,0,0,0,0,3,1,0
227,4720,10,20,1000,44,0,146,908,919,85,20,52,3391,-109,-326,875,1000,1,0,0,0,0,0,0,0,3,1,0
228,4740,10,20,1000,88,3,102,951,961,142,90,74,3530,30,-310,951,1000,1,0,0,0,0,0,0,0,3,1,0
229,4760,10,20,1000,75,52,99,933,961,112,85,149,3826,326,239,1000,781,1,0,0,0,0,0,0,0,3,1,0
230,4781,10,20,1000,84,80,96,910,943,94,95,115,3712,212,-30,1000,897,1,0,0,0,0,0,0,0,3,1,0
231,4801,10,20,1000,37,67,102,908,876,94,105,105,3719,219,206,1000,843,1,0,0,0,0,0,0,0,3,1,0
232,4821,10,20,1000,9,0,108,862,894,59,0,43,3421,-79,-76,943,1000,1,0,0,0,0,0,0,0,3,1,0
