seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
30,682,5,20,1000,904,965,952,783,152,50,65,131,1734,-1766,-149,150,1000,1,0
32,727,5,20,1000,945,990,977,96,86,20,75,67,1010,-2490,9,150,1000,1,0
33,747,5,20,1000,987,1000,910,98,72,80,45,80,973,-2527,-11,150,1000,1,0
34,767,5,20,1000,961,944,649,101,41,83,60,57,958,-2542,-119,150,1000,1,0
35,787,5,20,1000,990,953,294,104,107,92,75,109,1190,-2310,277,150,1000,1,0
36,807,5,20,1000,990,965,218,93,52,56,25,80,644,-2856,-522,150,1000,1,0
37,832,5,20,1000,996,934,467,75,72,101,65,99,949,-2551,-581,150,1000,1,0
38,853,5,20,1000,939,975,823,85,79,59,70,131,1233,-2267,-130,150,1000,1,0
39,873,5,20,1000,894,987,955,119,93,62,5,109,1311,-2189,42,150,1000,1,0
40,898,5,20,1000,101,919,969,466,114,116,70,106,2161,-1339,408,371,1000,1,0
41,918,5,20,1000,105,422,955,960,107,68,75,112,2414,-1086,117,441,1000,1,0
42,943,5,20,1000,165,133,955,984,552,146,105,183,3054,-446,65,775,1000,1,0
48,1067,5,20,1000,85,74,773,940,701,119,75,125,3250,-250,276,929,1000,1,0
50,1108,5,20,1000,82,121,918,955,336,95,65,77,2646,-854,-338,462,1000,1,0
51,1128,5,20,1000,85,71,915,945,274,95,75,135,2955,-545,-114,680,1000,1,0
52,1153,5,20,1000,82,93,789,945,517,101,85,80,2970,-530,-270,652,1000,1,0
53,1173,5,20,1000,57,65,484,1000,878,134,90,118,3433,-67,39,973,1000,1,0
54,1193,5,20,1000,54,74,282,955,937,98,90,167,3565,65,-11,1000,968,1,0
55,1213,5,20,1000,82,68,173,968,972,158,100,135,3780,280,313,1000,777,1,0
56,1234,5,20,1000,92,121,184,976,965,194,115,176,3723,223,-110,1000,905,1,0
57,1254,5,20,1000,54,40,103,914,920,71,55,144,3669,169,-13,1000,912,1,0
58,1274,5,20,1000,19,15,204,921,944,113,110,109,3721,221,39,1000,872,1,0
59,1294,5,20,1000,50,59,422,966,902,140,150,151,3664,164,4,1000,911,1,0
60,1319,5,20,1000,85,49,708,937,642,119,80,131,3274,-226,138,910,1000,1,0
61,1339,5,20,1000,44,37,764,950,510,77,95,106,3072,-428,-6,768,1000,1,0
62,1363,5,20,1000,44,37,761,971,493,110,95,115,3168,-332,155,857,1000,1,0
63,1383,5,20,1000,35,68,691,947,677,80,55,67,2993,-507,-381,639,1000,1,0
64,1403,5,20,1000,82,46,378,950,899,122,90,122,3507,7,232,1000,943,1,0
65,1424,5,20,1000,108,59,140,947,947,149,95,112,3511,11,-79,988,1000,1,0
66,1448,5,20,1000,79,46,103,971,979,173,70,102,3700,200,376,1000,806,1,0
67,1469,5,20,1000,79,71,128,963,965,101,70,86,3481,-19,61,1000,997,1,0
69,1509,5,20,1000,111,114,168,997,1000,149,90,170,3461,-39,-165,941,1000,1,0
84,1843,5,20,1000,9,0,0,875,906,826,75,131,4125,625,-111,1000,689,1,0
85,1863,5,20,1000,98,52,84,895,940,718,140,151,4195,695,-13,1000,628,1,0
86,1888,5,20,1000,117,43,86,966,982,847,135,147,4038,538,-14,1000,713,1,0
87,1908,5,20,1000,136,55,64,789,979,964,115,118,4069,569,-169,1000,732,1,0
88,1932,5,20,1000,95,31,56,333,989,979,160,138,4530,1030,55,1000,432,1,0
89,1952,5,20,1000,108,40,30,130,930,1000,291,170,4581,1081,40,1000,408,1,0
90,1973,5,20,1000,111,52,53,111,975,979,763,144,4772,1272,83,1000,295,1,0
91,2008,5,20,1000,95,74,140,156,1000,979,502,147,4679,1179,-90,1000,385,1,0
92,2028,5,20,1000,95,37,70,190,961,952,221,106,4626,1126,48,1000,381,1,0
93,2048,5,20,1000,117,99,103,333,930,952,135,86,4083,583,-286,1000,751,1,0
94,2068,5,20,1000,124,96,162,596,930,964,155,138,4088,588,3,1000,682,1,0
95,2093,5,20,1000,89,59,61,398,930,985,115,96,4336,836,-88,1000,569,1,0
96,2114,5,20,1000,121,49,36,145,947,961,195,128,4442,942,82,1000,473,1,0
97,2134,5,20,1000,70,65,33,62,975,958,477,138,4912,1412,107,1000,213,1,0
98,2154,5,20,1000,38,59,5,88,937,1000,482,112,4908,1408,-4,1000,241,1,0
99,2174,5,20,1000,31,40,56,192,996,985,211,135,4643,1143,-69,1000,399,1,0
100,2199,5,20,1000,66,62,86,572,1000,976,140,154,4403,903,42,1000,503,1,0
101,2219,5,20,1000,152,83,154,843,1000,1000,170,189,4042,542,-50,1000,719,1,0
102,2244,5,20,1000,143,118,123,825,1000,1000,211,215,4019,519,4,1000,719,1,0
103,2264,5,20,1000,111,102,120,526,1000,1000,180,163,4103,603,-51,1000,687,1,0
104,2289,5,20,1000,165,139,137,236,968,952,412,170,4219,719,99,1000,589,1,0
105,2309,5,20,1000,159,118,117,75,944,949,874,147,4578,1078,-10,1000,421,1,0
106,2333,5,20,1000,85,55,0,36,795,910,979,173,5185,1685,37,1000,150,1,0
107,2354,5,20,1000,0,24,5,20,666,922,959,122,5201,1701,-26,1000,150,1,0
108,2374,5,20,1000,41,71,5,44,934,958,964,135,5100,1600,76,1000,150,1,0
109,2399,5,20,1000,38,52,11,78,902,979,432,106,4893,1393,-100,1000,271,1,0
110,2419,5,20,1000,111,83,58,463,986,961,145,128,4260,760,-315,1000,663,1,0
111,2444,5,20,1000,178,139,221,1000,989,922,155,199,3804,304,-76,1000,854,1,0
115,2534,5,20,1000,79,15,30,46,920,967,969,167,5126,1626,16,1000,150,1,0
116,2558,5,20,1000,82,59,25,59,902,979,949,176,5132,1632,11,1000,150,1,0
117,2579,5,20,1000,12,12,72,93,972,967,718,192,5045,1545,-34,1000,174,1,0
118,2599,5,20,1000,89,52,78,276,972,985,195,135,4586,1086,-71,1000,430,1,0
119,2623,5,20,1000,54,77,84,927,968,886,140,144,4218,718,-19,1000,617,1,0
120,2644,5,20,1000,105,74,112,955,972,419,115,128,3798,298,-159,1000,876,1,0
121,2664,5,20,1000,105,90,75,966,1000,248,90,131,3695,195,-198,1000,941,1,0
122,2689,5,20,1000,108,145,156,1000,1000,305,110,151,3596,96,64,1000,934,1,0
123,2709,5,20,1000,124,121,176,997,1000,422,125,128,3627,127,81,1000,913,1,0
125,2749,5,20,1000,79,74,95,708,1000,895,65,83,4071,571,-44,1000,702,1,0
126,2774,5,20,1000,111,46,98,377,1000,952,60,51,4053,553,-186,1000,745,1,0
127,2794,5,20,1000,127,127,103,445,996,937,85,86,3779,279,-35,1000,858,1,0
128,2818,5,20,1000,95,96,114,729,958,748,90,73,3918,418,125,1000,746,1,0
