seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
15,349,5,20,1000,3,12,142,899,863,80,89,67,3378,-122,18,949,1000,1,0
16,370,5,20,1000,42,36,221,897,866,51,94,60,3325,-175,-9,920,1000,1,0
17,390,5,20,1000,0,12,134,897,863,48,89,48,3384,-116,18,952,1000,1,0
18,415,5,20,1000,0,36,105,902,850,66,39,57,3401,-99,21,960,1000,1,0
20,459,5,20,1000,27,51,10,877,872,43,94,96,3498,-2,-4,999,1000,1,0
21,480,5,20,1000,0,0,26,882,866,46,49,25,3495,-5,-6,997,1000,1,0
25,569,5,20,1000,111,118,129,919,902,118,99,128,3392,-108,-382,883,1000,1,0
26,590,5,20,1000,75,54,168,924,882,132,103,118,3755,255,263,1000,838,1,0
27,615,5,20,1000,3,75,825,929,651,54,89,102,3093,-407,-312,761,1000,1,0
28,640,5,20,1000,15,836,852,882,100,43,69,54,2092,-1408,-438,288,1000,1,0
29,662,5,20,1000,839,890,868,229,42,74,84,89,1172,-2328,-537,-144,1000,1,0
30,684,5,20,1000,870,921,651,46,39,28,0,86,910,-2590,-62,-176,1000,1,0
31,705,5,20,1000,900,957,163,88,68,77,84,70,635,-2865,-68,-301,1000,1,0
32,725,5,20,1000,942,927,224,73,91,25,74,54,656,-2844,30,-274,1000,1,0
33,745,5,20,1000,864,951,548,92,97,95,0,73,866,-2634,51,-176,1000,1,0
34,765,5,20,1000,894,918,839,129,48,40,69,28,1073,-2427,46,-83,1000,1,0
35,787,5,20,1000,861,933,899,180,104,80,99,131,1481,-2019,392,163,1000,1,0
36,810,5,20,1000,561,939,873,625,87,77,69,89,1521,-1979,100,128,1000,1,0
37,830,5,20,1000,60,921,873,919,133,74,138,134,2476,-1024,70,552,1000,1,0
38,850,5,20,1000,132,463,934,936,201,141,103,150,2717,-783,181,681,1000,1,0
40,891,5,20,1000,54,51,865,880,143,43,99,121,2881,-619,38,729,1000,1,0
41,916,5,20,1000,39,100,902,916,133,54,44,96,2527,-973,-23,559,1000,1,0
42,941,5,20,1000,9,57,865,897,201,86,133,112,3082,-418,313,869,1000,1,0
43,966,5,20,1000,96,133,928,973,214,112,103,166,3082,-418,129,836,1000,1,0
44,1005,5,20,1000,30,45,860,941,214,54,113,105,3050,-450,416,873,1000,1,0
45,1030,5,20,1000,60,78,865,924,257,121,64,163,3122,-378,259,877,1000,1,0
46,1055,5,20,1000,60,69,823,914,413,89,69,125,3039,-461,-157,765,1000,1,0
47,1080,5,20,1000,105,133,786,960,517,118,158,166,3178,-322,-251,810,1000,1,0
48,1105,5,20,1000,51,93,749,897,550,92,84,144,3161,-339,80,862,1000,1,0
49,1130,5,20,1000,27,45,701,907,540,100,84,99,3017,-483,-29,778,1000,1,0
50,1155,5,20,1000,57,87,722,943,599,146,113,160,3427,-73,132,991,1000,1,0
52,1205,5,20,1000,45,57,554,924,736,132,113,134,3509,9,54,1000,987,1,0
53,1230,5,20,1000,39,48,372,894,863,106,84,125,3509,9,6,1000,995,1,0
54,1255,5,20,1000,0,18,261,899,866,115,89,89,3390,-110,-326,892,1000,1,0
55,1275,5,20,1000,9,36,203,909,902,112,128,73,3579,79,-128,1000,988,1,0
56,1295,5,20,1000,24,57,216,848,885,77,79,99,3343,-157,-201,894,1000,1,0
57,1315,5,20,1000,18,63,221,892,869,112,103,134,3736,236,383,1000,825,1,0
58,1340,5,20,1000,0,21,401,865,794,69,99,118,3397,-103,-20,951,1000,1,0
59,1360,5,20,1000,0,24,612,867,628,48,39,76,3007,-493,-31,773,1000,1,0
60,1385,5,20,1000,81,69,744,904,524,66,108,92,3045,-455,-96,778,1000,1,0
61,1410,5,20,1000,111,93,781,953,586,138,123,141,3240,-260,-190,849,1000,1,0
62,1430,5,20,1000,51,81,625,894,719,123,148,108,3464,-36,452,1000,935,1,0
63,1450,5,20,1000,96,100,427,951,879,187,74,115,3408,-92,-174,928,1000,1,0
64,1475,5,20,1000,129,109,271,938,947,158,123,163,3496,-4,-257,952,1000,1,0
65,1495,5,20,1000,69,127,137,929,889,132,89,150,3576,76,-271,986,1000,1,0
66,1520,5,20,1000,123,100,126,953,931,144,89,157,3454,-46,-25,975,1000,1,0
67,1545,5,20,1000,24,33,63,889,892,46,99,83,3500,0,-97,983,1000,1,0
68,1570,5,20,1000,0,24,21,850,872,80,133,105,3862,362,342,1000,776,1,0
69,1595,5,20,1000,0,48,47,853,872,63,69,67,3505,5,6,1000,997,1,0
70,1620,5,20,1000,0,6,0,867,869,60,138,64,3684,184,188,1000,884,1,0
71,1645,5,20,1000,69,90,63,885,918,204,143,214,4104,604,283,1000,678,1,0
72,1669,5,20,1000,18,51,31,762,908,700,118,157,4243,743,387,1000,596,1,0
73,1689,5,20,1000,0,0,0,325,853,878,89,115,4413,913,83,1000,575,1,0
74,1710,5,20,1000,0,21,0,102,846,853,123,92,4518,1018,62,1000,531,1,0
75,1735,5,20,1000,0,0,0,53,876,896,153,179,4826,1326,-32,1000,410,1,0
76,1760,5,20,1000,0,0,0,127,892,887,138,131,4657,1157,-58,1000,490,1,0
77,1785,5,20,1000,0,0,15,474,869,899,143,137,4444,944,-119,1000,597,1,0
78,1810,5,20,1000,48,54,47,779,925,890,207,198,4373,873,79,1000,593,1,0
79,1835,5,20,1000,12,24,21,684,899,841,123,115,4280,780,-36,1000,656,1,0
80,1860,5,20,1000,45,0,36,567,954,916,128,128,4367,867,0,1000,610,1,0
82,1910,5,20,1000,60,36,47,132,921,962,351,182,4815,1315,69,1000,396,1,0
83,1935,5,20,1000,48,27,10,107,895,899,599,108,4887,1387,186,1000,343,1,0
84,1960,5,20,1000,33,51,44,114,918,933,534,137,4871,1371,-33,1000,389,1,0
85,1985,5,20,1000,75,90,87,141,934,948,430,118,4786,1286,-22,1000,426,1,0
86,2005,5,20,1000,63,42,60,168,918,925,277,92,4572,1072,-214,1000,557,1,0
87,2025,5,20,1000,72,75,94,220,869,873,178,70,4471,971,-12,1000,566,1,0
88,2045,5,20,1000,84,78,76,268,872,878,133,105,4527,1027,195,1000,503,1,0
89,2070,5,20,1000,75,45,29,278,908,916,173,112,4552,1052,-24,1000,531,1,0
90,2095,5,20,1000,81,18,5,124,866,930,212,89,4576,1076,-72,1000,529,1,0
91,2119,5,20,1000,9,69,7,105,879,956,376,121,4806,1306,-42,1000,420,1,0
92,2139,5,20,1000,0,18,10,117,925,899,559,163,4897,1397,-79,1000,386,1,0
93,2160,5,20,1000,54,54,50,107,905,945,519,147,4883,1383,-77,1000,392,1,0
95,2210,5,20,1000,78,75,97,405,951,1000,178,198,4565,1065,-102,1000,540,1,0
96,2230,5,20,1000,96,66,134,476,1000,982,193,169,4382,882,-45,1000,612,1,0
97,2250,5,20,1000,132,106,134,422,964,922,188,208,4125,625,30,1000,714,1,0
99,2300,5,20,1000,36,36,0,36,872,878,905,102,5085,1585,-44,1000,295,1,0
100,2325,5,20,1000,0,36,0,29,882,870,891,141,5104,1604,-2,1000,279,1,0
101,2350,5,20,1000,0,15,0,26,866,884,702,102,5015,1515,-38,1000,326,1,0
102,2370,5,20,1000,42,30,21,90,902,890,311,76,4718,1218,-183,1000,485,1,0
104,2416,5,20,1000,0,42,60,486,899,907,108,128,4403,903,131,1000,571,1,0
105,2436,5,20,1000,12,66,36,405,876,899,113,102,4428,928,139,1000,558,1,0
