seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,distance_ticks,left_speed,right_speed,dl,dr,heading_ticks,udp_loop_ms,udp_send_cost_ms,udp_overrun
1157,27752,10,20,1000,76,67,67,323,948,949,261,78,4462,962,212,1000,456,1,0,0,0,0,0,0,0,2,1,0
1159,27802,10,20,830,94,73,84,102,925,943,989,107,5024,1524,76,1000,22,1,0,0,0,0,0,0,0,3,1,0
1160,27822,10,20,830,70,76,81,123,955,920,763,130,4938,1438,-137,1000,112,1,0,0,0,0,0,0,0,3,1,0
1161,27842,10,20,1000,60,67,84,606,945,920,190,81,4260,760,-329,1000,674,1,0,0,0,0,0,0,0,3,1,0
1162,27872,10,20,1000,158,180,184,979,979,938,185,212,3849,349,-69,1000,834,1,0,0,0,0,0,0,0,3,1,0
1163,27892,10,20,1000,112,146,146,881,969,967,190,186,3957,457,112,1000,739,1,0,0,0,0,0,0,0,3,1,0
1164,27921,10,20,830,0,3,0,28,867,852,713,55,4936,1436,420,1000,0,1,0,0,0,0,0,0,0,3,1,0
1165,27942,10,20,830,0,3,0,0,887,882,969,88,5029,1529,10,1000,33,1,0,0,0,0,0,0,0,2,1,0
1166,27962,10,20,830,0,0,0,0,836,864,994,75,5058,1558,19,1000,16,1,0,0,0,0,0,0,0,3,1,0
1167,27991,10,20,830,0,0,0,0,874,870,733,35,4943,1443,-98,1000,101,1,0,0,0,0,0,0,0,3,1,0
1168,28012,10,20,1000,0,0,0,611,904,846,125,19,4195,695,-305,1000,703,1,0,0,0,0,0,0,0,2,1,0
1170,28071,10,20,1000,0,0,0,727,863,873,95,55,4059,559,-130,1000,737,1,0,0,0,0,0,0,0,3,1,0
1171,28091,10,20,1000,0,0,0,429,863,846,201,32,4350,850,179,1000,521,1,0,0,0,0,0,0,0,3,1,0
1172,28121,10,20,830,0,0,0,0,884,858,552,88,4855,1355,81,1000,109,1,0,0,0,0,0,0,0,3,1,0
1173,28141,10,20,830,0,0,0,0,880,890,356,81,4753,1253,-220,1000,225,1,0,0,0,0,0,0,0,3,1,0
1174,28161,10,20,1000,0,0,0,92,911,923,110,88,4587,1087,-6,1000,437,1,0,0,0,0,0,0,0,3,1,0
1175,28191,10,20,1000,9,18,46,894,945,117,135,143,3965,465,309,1000,694,1,0,0,0,0,0,0,0,3,1,0
1176,28211,10,20,1000,82,73,385,956,897,132,145,169,3703,203,-228,1000,943,1,0,0,0,0,0,0,0,3,1,0
1177,28241,10,20,1000,0,67,850,892,95,53,80,107,2771,-729,-139,592,1000,1,0,0,0,0,0,0,0,3,1,0
1178,28261,10,20,1000,64,602,899,809,81,61,85,120,2332,-1168,-393,311,1000,1,0,0,0,0,0,0,0,3,1,0
1179,28281,10,20,830,0,816,839,508,51,38,65,117,2121,-1379,-70,99,1000,1,0,0,0,0,0,0,0,3,1,0
1180,28303,10,20,830,9,737,907,681,20,26,55,114,2210,-1290,322,227,1000,1,0,0,0,0,0,0,0,3,1,0
1181,28331,10,20,1000,85,79,899,922,112,82,45,133,2876,-624,206,719,1000,1,0,0,0,0,0,0,0,5,1,0
1182,28351,10,20,1000,143,107,858,961,683,88,60,137,2906,-594,-65,678,1000,1,0,0,0,0,0,0,0,3,2,0
1183,28380,10,20,1000,112,61,562,876,850,29,35,42,2980,-520,-37,722,1000,1,0,0,0,0,0,0,0,3,1,0
1184,28401,10,20,1000,97,88,600,897,863,44,25,42,3111,-389,151,830,1000,1,0,0,0,0,0,0,0,2,1,0
1185,28421,10,20,1000,73,73,760,920,826,35,0,13,3026,-474,96,774,1000,1,0,0,0,0,0,0,0,3,1,0
1186,28451,10,20,1000,21,55,885,876,394,23,20,0,2772,-728,-122,596,1000,1,0,0,0,0,0,0,0,3,1,0
1187,28471,10,20,1000,12,198,845,874,95,8,30,13,2352,-1148,-283,344,1000,1,0,0,0,0,0,0,0,3,1,0
1188,28500,10,20,830,3,856,836,802,30,29,15,0,1978,-1522,-36,32,1000,1,0,0,0,0,0,0,0,3,1,0
1189,28521,10,20,830,0,850,891,835,0,0,15,0,1994,-1506,18,51,1000,1,0,0,0,0,0,0,0,2,1,0
1190,28541,10,20,830,18,440,853,858,47,0,10,0,2194,-1306,163,186,1000,1,0,0,0,0,0,0,0,3,1,0
1191,28570,10,20,1000,0,36,796,856,843,0,30,0,3018,-482,143,780,1000,1,0,0,0,0,0,0,0,3,1,0
1192,28591,10,20,1000,60,91,684,953,908,117,50,65,3172,-328,125,856,1000,1,0,0,0,0,0,0,0,2,1,0
1193,28611,10,20,1000,42,88,760,958,942,100,0,0,3138,-362,31,819,1000,1,0,0,0,0,0,0,0,3,1,0
1194,28641,10,20,1000,51,67,904,969,687,44,0,16,2915,-585,-93,677,1000,1,0,0,0,0,0,0,0,3,1,0
1195,28661,10,20,830,33,507,875,935,122,41,15,13,2275,-1225,-499,89,1000,1,0,0,0,0,0,0,0,3,1,0
1196,28681,10,20,830,42,868,899,904,95,53,0,16,2013,-1487,-29,51,1000,1,0,0,0,0,0,0,0,3,1,0
1197,28711,10,20,680,676,914,883,239,40,64,15,39,1252,-2248,-224,-420,1000,1,0,0,0,0,0,0,0,3,1,0
1198,28731,10,20,830,585,905,853,313,47,100,60,107,1676,-1824,433,-27,1000,1,0,0,0,0,0,0,0,3,1,0
1199,28754,10,20,830,0,886,855,784,61,38,45,49,1959,-1541,224,76,1000,1,0,0,0,0,0,0,0,3,1,0
1200,28781,10,20,1000,0,195,891,897,193,11,50,107,2710,-790,628,722,1000,1,0,0,0,0,0,0,0,6,1,0
1201,28801,10,20,1000,0,39,845,922,877,79,10,52,3012,-488,101,768,1000,1,0,0,0,0,0,0,0,3,1,0
1202,28821,10,20,1000,100,134,584,928,938,112,60,140,3194,-306,101,863,1000,1,0,0,0,0,0,0,0,3,1,0
1203,28851,10,20,1000,0,48,763,889,921,32,25,52,3061,-439,-47,762,1000,1,0,0,0,0,0,0,0,3,1,0
1204,28881,10,20,1000,91,311,918,912,265,0,0,26,2470,-1030,-460,368,1000,1,0,0,0,0,0,0,0,3,1,0
1205,28901,10,20,830,143,941,913,951,125,35,15,22,1991,-1509,-76,30,1000,1,0,0,0,0,0,0,0,3,1,0
1206,28921,10,20,830,560,948,942,663,98,50,15,55,1548,-1952,-214,-229,1000,1,0,0,0,0,0,0,0,3,1,0
1207,28954,10,20,830,408,966,967,611,132,103,95,111,1986,-1514,326,112,1000,1,0,0,0,0,0,0,0,3,1,0
1208,28981,10,20,830,149,626,959,966,132,79,55,32,2108,-1392,-112,83,1000,1,0,0,0,0,0,0,0,6,1,0
1209,29011,10,20,1000,118,94,682,948,860,76,35,13,2932,-568,395,788,1000,1,0,0,0,0,0,0,0,3,1,0
1210,29031,10,20,1000,204,183,201,1000,948,244,130,166,3426,-74,191,1000,999,1,0,0,0,0,0,0,0,3,1,0
1211,29052,10,20,1000,298,253,220,938,1000,654,175,225,3561,61,135,1000,940,1,0,0,0,0,0,0,0,3,1,0
1212,29082,10,20,1000,73,67,70,187,908,914,85,49,4361,861,466,1000,455,1,0,0,0,0,0,0,0,3,2,0
1213,29102,10,20,1000,48,70,43,46,908,861,70,52,4486,986,-18,1000,492,1,0,0,0,0,0,0,0,3,1,0
1214,29131,10,20,1000,185,143,171,182,979,976,402,169,4185,685,53,1000,633,1,0,0,0,0,0,0,0,3,1,0
1215,29152,10,20,830,0,0,0,0,884,890,547,0,4854,1354,44,1000,117,1,0,0,0,0,0,0,0,2,1,0
1216,29172,10,20,830,79,91,73,100,901,926,628,68,4814,1314,67,1000,133,1,0,0,0,0,0,0,0,3,1,0
1217,29202,10,20,1000,51,15,27,97,921,920,105,32,4580,1080,-72,1000,454,1,0,0,0,0,0,0,0,3,1,0
1218,29222,10,20,1000,67,116,95,686,935,805,85,55,3909,409,-405,1000,873,1,0,0,0,0,0,0,0,3,1,0
1219,29251,10,20,1000,79,42,51,938,942,327,65,88,3723,223,-70,1000,899,1,0,0,0,0,0,0,0,3,1,0
1220,29272,10,20,1000,103,76,108,953,952,513,135,101,3827,327,-17,1000,834,1,0,0,0,0,0,0,0,2,1,0
1221,29292,10,20,1000,155,97,130,933,1000,882,180,117,3935,435,-27,1000,780,1,0,0,0,0,0,0,0,3,1,0
1222,29312,10,20,1000,94,24,73,485,979,929,140,22,4285,785,422,1000,504,1,0,0,0,0,0,0,0,3,1,0
1223,29333,10,20,1000,143,171,133,159,952,961,396,75,4083,583,133,1000,669,1,0,0,0,0,0,0,0,2,1,0
1224,29353,10,20,1000,170,183,133,118,901,976,929,169,4482,982,24,1000,485,1,0,0,0,0,0,0,0,3,1,0
1225,29385,10,20,830,67,110,29,48,210,879,939,424,5443,1943,508,1000,-250,1,0,0,0,0,0,0,0,3,1,0
1226,29413,10,20,830,42,48,5,33,489,876,944,120,5286,1786,-247,1000,-46,1,0,0,0,0,0,0,0,5,1,0
1227,29433,10,20,830,45,55,13,25,884,902,914,81,5011,1511,-65,1000,58,1,0,0,0,0,0,0,0,3,1,0
1228,29462,10,20,1000,0,18,0,624,894,852,110,42,4180,680,-335,1000,717,1,0,0,0,0,0,0,0,3,1,0
1229,29483,10,20,1000,67,58,84,956,945,401,70,75,3758,258,-226,1000,914,1,0,0,0,0,0,0,0,2,1,0
1230,29512,10,20,1000,121,97,105,943,911,486,115,130,3811,311,442,1000,746,1,0,0,0,0,0,0,0,3,1,0
1231,29533,10,20,1000,0,0,0,843,908,814,90,13,3988,488,89,1000,728,1,0,0,0,0,0,0,0,2,1,0
1232,29553,10,20,1000,73,48,51,496,887,884,175,71,4302,802,164,1000,549,1,0,0,0,0,0,0,0,3,1,0
1233,29583,10,20,830,9,27,2,30,884,914,929,130,5106,1606,127,1000,-31,1,0,0,0,0,0,0,0,3,1,0
1234,29603,10,20,830,3,0,0,30,608,870,969,352,5380,1880,196,1000,-188,1,0,0,0,0,0,0,0,3,1,0
1235,29623,10,20,830,0,33,16,59,591,943,949,379,5389,1889,-97,1000,-131,1,0,0,0,0,0,0,0,3,1,0
1236,29646,10,20,830,15,9,0,43,891,914,944,156,5125,1625,-36,1000,-7,1,0,0,0,0,0,0,0,3,1,0
1237,29672,10,20,1000,0,0,5,776,863,873,110,0,4120,620,-332,1000,748,1,0,0,0,0,0,0,0,6,1,0
1238,29693,10,20,1000,149,140,201,1000,989,657,145,196,3746,246,-316,1000,939,1,0,0,0,0,0,0,0,2,2,0
1239,29713,10,20,1000,341,281,342,1000,1000,831,296,385,3706,206,-4,1000,894,1,0,0,0,0,0,0,0,3,1,0
1240,29743,10,20,1000,246,162,228,832,1000,1000,286,264,3901,401,196,1000,751,1,0,0,0,0,0,0,0,3,1,0
1241,29766,10,20,830,18,61,24,95,877,943,879,140,5099,1599,619,1000,-131,1,0,0,0,0,0,0,0,3,1,0
1242,29792,10,20,680,0,15,29,17,425,920,969,722,5654,2154,285,1000,-250,1,0,0,0,0,0,0,0,6,1,0
1243,29813,10,20,680,30,21,40,20,156,932,959,888,5878,2378,41,1000,-420,1,0,0,0,0,0,0,0,2,1,0
1244,29833,10,20,680,24,45,29,61,292,920,959,460,5603,2103,-257,1000,-250,1,0,0,0,0,0,0,0,3,1,0
1245,29853,10,20,830,51,9,21,12,857,908,939,88,5030,1530,-190,1000,75,1,0,0,0,0,0,0,0,3,1,0
1246,29883,10,20,1000,48,51,43,758,935,805,80,6,4018,518,-372,1000,809,1,0,0,0,0,0,0,0,3,1,0
1247,29903,10,20,1000,100,122,138,925,918,129,100,107,3481,-19,-97,970,1000,1,0,0,0,0,0,0,0,3,1,0
1248,29932,10,20,1000,201,171,692,994,795,259,160,212,3288,-212,-36,883,1000,1,0,0,0,0,0,0,0,3,1,0
1249,29953,10,20,1000,67,85,864,933,333,70,25,114,2966,-534,-176,686,1000,1,0,0,0,0,0,0,0,2,1,0
1250,29973,10,20,1000,15,64,929,938,170,76,35,98,2627,-873,-14,544,1000,1,0,0,0,0,0,0,0,3,1,0
1251,30002,10,20,1000,79,70,945,943,149,91,60,101,2816,-684,-145,614,1000,1,0,0,0,0,0,0,0,3,1,0
1252,30023,10,20,1000,45,97,926,958,163,156,125,189,3270,-230,300,944,1000,1,0,0,0,0,0,0,0,2,1,0
1253,30052,10,20,1000,106,168,986,1000,258,185,135,218,3086,-414,-76,769,1000,1,0,0,0,0,0,0,0,3,1,0
1254,30072,10,20,1000,176,168,967,1000,227,235,100,228,3025,-475,-72,738,1000,1,0,0,0,0,0,0,0,3,1,0
1255,30093,10,20,1000,45,333,980,1000,159,144,120,232,3029,-471,-114,732,1000,1,0,0,0,0,0,0,0,2,1,0
1256,30113,10,20,1000,94,880,934,874,207,197,110,150,2653,-847,-194,519,1000,1,0,0,0,0,0,0,0,3,1,0
1257,30143,10,20,1000,161,966,983,231,119,176,135,186,2398,-1102,141,457,1000,1,0,0,0,0,0,0,0,3,1,0
1258,30163,10,20,1000,268,969,1000,295,170,262,180,251,2556,-944,210,554,1000,1,0,0,0,0,0,0,0,3,1,0
1259,30183,10,20,830,192,957,1000,295,149,150,115,137,2282,-1218,-88,179,1000,1,0,0,0,0,0,0,0,3,1,0
1260,30213,10,20,1000,64,966,948,390,142,109,110,111,2371,-1129,59,426,1000,1,0,0,0,0,0,0,0,3,1,0
1261,30233,10,20,1000,57,892,942,768,102,156,90,160,2446,-1054,-62,439,1000,1,0,0,0,0,0,0,0,3,1,0
1262,30263,10,20,1000,57,752,913,976,146,88,110,114,2506,-994,-28,478,1000,1,0,0,0,0,0,0,0,3,1,0
1263,30283,10,20,1000,112,697,948,992,129,132,95,160,2481,-1019,-114,447,1000,1,0,0,0,0,0,0,0,3,1,0
1264,30303,10,20,1000,76,666,940,961,115,94,60,120,2401,-1099,-214,384,1000,1,0,0,0,0,0,0,0,3,2,0
1265,30333,10,20,1000,48,764,921,956,136,100,100,98,2390,-1110,213,468,1000,1,0,0,0,0,0,0,0,3,1,0
1266,30353,10,20,1000,88,831,959,943,136,115,110,147,2587,-913,115,550,1000,1,0,0,0,0,0,0,0,3,1,0
1267,30373,10,20,1000,82,822,918,948,129,70,100,127,2466,-1034,433,554,1000,1,0,0,0,0,0,0,0,3,1,0
1268,30402,10,20,830,48,850,937,940,68,94,85,81,2033,-1467,-73,52,1000,1,0,0,0,0,0,0,0,3,1,0
1269,30423,10,20,830,103,620,961,930,146,94,60,88,2143,-1357,87,143,1000,1,0,0,0,0,0,0,0,2,1,0
1270,30443,10,20,1000,70,100,951,948,380,79,55,52,2675,-825,115,596,1000,1,0,0,0,0,0,0,0,3,1,0
1271,30472,10,20,1000,134,155,929,1000,952,156,120,127,3137,-363,48,822,1000,1,0,0,0,0,0,0,0,3,1,0
1272,30493,10,20,1000,167,131,929,987,894,120,110,150,3106,-394,-41,787,1000,1,0,0,0,0,0,0,0,2,1,0
1273,30513,10,20,1000,121,107,940,989,527,132,40,62,2742,-758,-276,548,1000,1,0,0,0,0,0,0,0,3,1,0
1274,30543,10,20,1000,155,914,967,984,129,129,120,117,2418,-1082,-115,414,1000,1,0,0,0,0,0,0,0,3,1,0
1275,30563,10,20,830,530,917,948,511,115,88,50,84,1590,-1910,-337,-233,1000,1,0,0,0,0,0,0,0,3,1,0
1276,30583,10,20,680,841,926,967,231,122,117,95,52,1443,-2057,-71,-250,1000,1,0,0,0,0,0,0,0,3,1,0
1277,30606,10,20,830,829,990,951,262,74,141,125,101,1718,-1782,558,21,1000,1,0,0,0,0,0,0,0,3,1,0
1278,30635,10,20,830,140,914,929,843,105,109,95,52,2061,-1439,211,127,1000,1,0,0,0,0,0,0,0,6,1,0
1279,30662,10,20,1000,51,122,934,946,377,64,55,62,2663,-837,71,580,1000,1,0,0,0,0,0,0,0,5,1,0
1280,30683,10,20,1000,164,180,934,1000,901,185,110,169,3134,-366,133,838,1000,1,0,0,0,0,0,0,0,2,1,0
1281,30703,10,20,1000,259,232,997,1000,887,235,175,251,3160,-340,79,840,1000,1,0,0,0,0,0,0,0,3,1,0
1282,30732,10,20,1000,152,180,926,917,244,112,65,130,2716,-784,-118,568,1000,1,0,0,0,0,0,0,0,3,1,0
1283,30753,10,20,1000,118,220,915,971,112,106,70,163,2718,-782,-82,577,1000,1,0,0,0,0,0,0,0,2,1,0
1284,30773,10,20,1000,0,76,820,868,34,0,0,35,2514,-986,116,512,1000,1,0,0,0,0,0,0,0,3,1,0
1285,30803,10,20,1000,100,116,913,974,153,112,50,111,2748,-752,-153,577,1000,1,0,0,0,0,0,0,0,3,1,0
1286,30823,10,20,1000,234,217,929,1000,581,292,160,300,3210,-290,174,886,1000,1,0,0,0,0,0,0,0,3,1,0
1287,30852,10,20,1000,222,189,274,1000,1000,330,150,284,3559,59,189,1000,930,1,0,0,0,0,0,0,0,3,1,0
1288,30873,10,20,1000,103,91,89,964,959,342,30,140,3755,255,141,1000,838,1,0,0,0,0,0,0,0,2,1,0
1289,30893,10,20,1000,106,58,78,601,921,917,75,117,4091,591,123,1000,667,1,0,0,0,0,0,0,0,3,1,0
1290,30922,10,20,1000,128,94,114,115,959,961,402,133,4465,965,296,1000,437,1,0,0,0,0,0,0,0,3,1,0
1291,30943,10,20,830,0,18,19,82,812,935,884,120,5113,1613,161,1000,-42,1,0,0,0,0,0,0,0,2,1,0
1292,30963,10,20,830,0,0,40,20,663,914,924,127,5195,1695,33,1000,-58,1,0,0,0,0,0,0,0,3,1,0
1293,30995,10,20,830,6,12,57,53,914,929,829,120,5055,1555,-74,1000,37,1,0,0,0,0,0,0,0,3,1,0
1294,31023,10,20,1000,42,39,73,519,918,908,130,65,4262,762,-374,1000,683,1,0,0,0,0,0,0,0,5,1,0
1295,31053,10,20,1000,149,128,152,1000,931,274,125,114,3506,6,-406,918,1000,1,0,0,0,0,0,0,0,3,1,0
1296,31083,10,20,1000,146,103,108,958,959,548,105,140,3710,210,211,1000,847,1,0,0,0,0,0,0,0,3,1,0
1297,31103,10,20,1000,0,55,0,768,948,905,100,84,4123,623,96,1000,656,1,0,0,0,0,0,0,0,3,1,0
1298,31133,10,20,830,12,0,29,25,921,908,909,94,4995,1495,228,1000,5,1,0,0,0,0,0,0,0,3,1,0
1299,31156,10,20,830,0,48,46,41,761,920,944,137,5165,1665,140,1000,-65,1,0,0,0,0,0,0,0,3,1,0
1300,31182,10,20,830,60,6,35,69,690,941,949,153,5206,1706,25,1000,-62,1,0,0,0,0,0,0,0,6,1,0
1301,31206,10,20,830,0,21,0,0,836,882,949,62,5042,1542,-107,1000,51,1,0,0,0,0,0,0,0,2,1,0
1302,31233,10,20,1000,0,0,21,221,901,846,115,65,4410,910,-408,1000,613,1,0,0,0,0,0,0,0,6,1,0
1303,31253,10,20,1000,0,39,0,866,914,805,105,19,4055,555,-19,1000,716,1,0,0,0,0,0,0,0,3,1,0
1304,31283,10,20,1000,155,82,141,961,945,719,115,120,3824,324,-24,1000,837,1,0,0,0,0,0,0,0,3,1,0
1305,31303,10,20,1000,0,33,27,845,887,846,85,0,4000,500,32,1000,734,1,0,0,0,0,0,0,0,3,1,0
1306,31333,10,20,830,0,0,0,46,867,882,522,0,4848,1348,485,1000,28,1,0,0,0,0,0,0,0,3,1,0
1308,31373,10,20,830,0,0,0,10,843,896,899,16,5021,1521,-1,1000,40,1,0,0,0,0,0,0,0,3,1,0
1309,31396,10,20,830,57,55,84,79,914,920,934,111,5084,1584,-19,1000,11,1,0,0,0,0,0,0,0,3,1,0
1310,31423,10,20,1000,88,64,43,285,880,929,286,81,4510,1010,-434,1000,566,1,0,0,0,0,0,0,0,6,1,0
1311,31443,10,20,1000,33,0,5,871,887,840,55,6,3988,488,-101,1000,768,1,0,0,0,0,0,0,0,3,1,0
1312,31463,10,20,1000,137,79,97,961,993,873,150,133,4019,519,-61,1000,743,1,0,0,0,0,0,0,0,3,1,0
1313,31483,10,20,1000,176,149,190,953,1000,952,170,189,3834,334,-30,1000,833,1,0,0,0,0,0,0,0,3,1,0
1314,31503,10,20,1000,54,33,67,552,901,896,175,42,4274,774,374,1000,519,1,0,0,0,0,0,0,0,3,1,0
1315,31523,10,20,830,39,39,48,82,931,893,899,75,4988,1488,267,1000,1,1,0,0,0,0,0,0,0,3,1,0
1316,31545,10,20,830,76,73,46,74,809,961,924,264,5217,1717,193,1000,-103,1,0,0,0,0,0,0,0,3,1,0
1317,31573,10,20,830,51,76,35,84,734,961,939,143,5176,1676,11,1000,-43,1,0,0,0,0,0,0,0,5,1,0
1318,31593,10,20,830,67,85,67,51,918,911,929,65,5003,1503,-38,1000,57,1,0,0,0,0,0,0,0,3,1,0
1319,31622,10,20,1000,85,79,86,483,921,911,85,58,4184,684,-127,1000,671,1,0,0,0,0,0,0,0,3,1,0
1320,31643,10,20,1000,216,186,201,1000,1000,442,115,179,3516,16,-227,961,1000,1,0,0,0,0,0,0,0,2,1,0
1321,31663,10,20,1000,295,223,263,1000,1000,321,185,232,3435,-65,-71,952,1000,1,0,0,0,0,0,0,0,3,1,0
1322,31693,10,20,1000,48,70,125,953,952,120,85,68,3496,-4,-28,993,1000,1,0,0,0,0,0,0,0,3,1,0
1323,31713,10,20,1000,94,64,355,946,938,138,115,120,3644,144,167,1000,891,1,0,0,0,0,0,0,0,4,2,0
1324,31742,10,20,1000,88,122,910,961,482,115,90,140,3043,-457,-76,747,1000,1,0,0,0,0,0,0,0,3,1,0
1325,31763,10,20,1000,112,140,972,992,180,126,120,91,2698,-802,-229,535,1000,1,0,0,0,0,0,0,0,2,1,0
1326,31783,10,20,1000,155,253,991,1000,183,156,120,150,2831,-669,-123,627,1000,1,0,0,0,0,0,0,0,3,1,0
1327,31813,10,20,1000,158,810,986,897,166,168,120,156,2539,-961,-6,500,1000,1,0,0,0,0,0,0,0,3,1,0
1328,31833,10,20,1000,128,877,972,789,139,106,115,140,2432,-1068,-94,425,1000,1,0,0,0,0,0,0,0,3,1,0
1329,31862,10,20,830,149,883,978,835,125,156,90,104,2276,-1224,-173,158,1000,1,0,0,0,0,0,0,0,3,1,0
1330,31883,10,20,1000,115,694,967,917,115,120,115,143,2551,-949,277,565,1000,1,0,0,0,0,0,0,0,2,1,0
1331,31903,10,20,1000,30,180,915,930,40,64,125,75,2581,-919,287,583,1000,1,0,0,0,0,0,0,0,3,1,0
1332,31933,10,20,1000,70,45,885,938,408,115,90,107,3073,-427,13,781,1000,1,0,0,0,0,0,0,0,3,1,0
1333,31953,10,20,1000,82,58,937,951,367,94,110,114,3087,-413,69,800,1000,1,0,0,0,0,0,0,0,3,1,0
1334,31973,10,20,1000,21,33,926,897,207,47,90,65,2645,-855,-60,543,1000,1,0,0,0,0,0,0,0,3,1,0
1335,31993,10,20,1000,24,321,918,892,122,61,40,42,2361,-1139,-247,356,1000,1,0,0,0,0,0,0,0,3,1,0
1336,32013,10,20,830,30,844,915,925,44,47,70,58,2030,-1470,-114,42,1000,1,0,0,0,0,0,0,0,3,1,0
1337,32034,10,20,830,48,785,953,948,95,44,110,68,2215,-1285,185,201,1000,1,0,0,0,0,0,0,0,2,1,0
1338,32061,10,20,1000,18,155,910,928,153,14,90,42,2502,-998,287,542,1000,1,0,0,0,0,0,0,0,3,1,0
1339,32091,10,20,1000,106,79,913,956,840,97,50,88,2861,-639,38,676,1000,1,0,0,0,0,0,0,0,3,1,0
1343,32182,10,20,830,21,908,891,876,74,0,55,0,1988,-1512,-53,33,1000,1,0,0,0,0,0,0,0,3,1,0
1344,32202,10,20,830,54,923,885,789,57,2,60,29,1948,-1552,-97,3,1000,1,0,0,0,0,0,0,0,3,1,0
1345,32232,10,20,830,54,862,913,886,47,38,90,6,2009,-1491,40,64,1000,1,0,0,0,0,0,0,0,3,1,0
1346,32252,10,20,1000,0,100,869,850,258,29,35,26,2609,-891,336,608,1000,1,0,0,0,0,0,0,0,3,2,0
1347,32282,10,20,1000,82,100,834,938,914,82,75,58,2956,-544,-59,705,1000,1,0,0,0,0,0,0,0,3,1,0
1348,32302,10,20,1000,33,36,866,933,870,44,80,39,3001,-499,-116,717,1000,1,0,0,0,0,0,0,0,3,1,0
1349,32331,10,20,1000,48,100,913,871,469,32,50,32,2726,-774,-235,549,1000,1,0,0,0,0,0,0,0,3,1,0
1350,32352,10,20,830,21,785,915,892,105,5,95,0,2117,-1383,-235,62,1000,1,0,0,0,0,0,0,0,2,1,0
1351,32375,10,20,830,125,941,894,858,68,0,60,19,1881,-1619,-127,-38,1000,1,0,0,0,0,0,0,0,3,1,0
1352,32404,10,20,830,362,932,945,704,88,20,115,29,1839,-1661,165,1,1000,1,0,0,0,0,0,0,0,6,1,0
1353,32424,10,20,830,149,929,978,946,139,79,115,68,2140,-1360,258,177,1000,1,0,0,0,0,0,0,0,5,1,0
1354,32452,10,20,1000,115,171,945,951,357,115,90,101,2767,-733,204,662,1000,1,0,0,0,0,0,0,0,5,1,0
1355,32482,10,20,1000,201,107,388,989,986,123,115,104,3261,-239,343,948,1000,1,0,0,0,0,0,0,0,3,1,0
1356,32502,10,20,1000,134,125,138,940,969,135,80,104,3339,-161,130,944,1000,1,0,0,0,0,0,0,0,3,1,0
1357,32531,10,20,1000,64,55,78,920,921,259,80,45,3685,185,383,1000,824,1,0,0,0,0,0,0,0,3,1,0
1358,32552,10,20,1000,67,97,38,601,938,778,110,65,4163,663,210,1000,612,1,0,0,0,0,0,0,0,2,1,0
1359,32572,10,20,1000,64,0,5,59,918,941,55,32,4506,1006,160,1000,444,1,0,0,0,0,0,0,0,3,1,0
1360,32602,10,20,1000,21,36,54,69,986,929,135,78,4584,1084,73,1000,421,1,0,0,0,0,0,0,0,3,1,0
1361,32622,10,20,1000,30,0,2,115,952,946,90,22,4412,912,-156,1000,559,1,0,0,0,0,0,0,0,3,1,0
1362,32642,10,20,1000,0,24,8,416,942,899,85,32,4214,714,-94,1000,649,1,0,0,0,0,0,0,0,3,1,0
1363,32672,10,20,1000,64,18,40,899,921,554,65,32,3854,354,-186,1000,855,1,0,0,0,0,0,0,0,3,1,0
1364,32692,10,20,1000,36,67,59,917,935,542,100,75,3929,429,79,1000,761,1,0,0,0,0,0,0,0,3,1,0
1365,32721,10,20,1000,54,61,86,724,942,867,120,52,4144,644,85,1000,648,1,0,0,0,0,0,0,0,3,1,0
1366,32742,10,20,1000,67,30,38,375,901,879,145,3,4345,845,133,1000,533,1,0,0,0,0,0,0,0,2,1,0
1367,32762,10,20,1000,73,91,59,95,887,858,246,19,4678,1178,224,1000,341,1,0,0,0,0,0,0,0,3,1,0
1368,32792,10,20,830,91,85,38,5,870,843,542,0,4854,1354,168,1000,91,1,0,0,0,0,0,0,0,3,1,0
1369,32812,10,20,1000,57,82,0,33,911,867,236,0,4664,1164,-100,1000,416,1,0,0,0,0,0,0,0,3,1,0
1370,32832,10,20,1000,0,51,0,403,908,831,85,0,4199,699,-277,1000,695,1,0,0,0,0,0,0,0,3,1,0
1371,32862,10,20,1000,60,39,24,704,901,825,75,0,4049,549,-19,1000,719,1,0,0,0,0,0,0,0,3,1,0
1372,32882,10,20,1000,0,39,0,485,863,817,35,0,4153,653,95,1000,641,1,0,0,0,0,0,0,0,3,1,0
1373,32902,10,20,1000,24,3,0,79,884,834,256,0,4681,1181,420,1000,298,1,0,0,0,0,0,0,0,3,1,0
1374,32932,10,20,830,0,6,0,0,857,811,919,45,5023,1523,32,1000,32,1,0,0,0,0,0,0,0,3,1,0
1375,32952,10,20,830,0,0,0,0,904,837,884,29,4992,1492,-24,1000,60,1,0,0,0,0,0,0,0,3,1,0
1376,32972,10,20,830,0,15,19,51,894,893,753,58,4944,1444,-51,1000,90,1,0,0,0,0,0,0,0,3,1,0
1377,33002,10,20,1000,57,0,43,812,928,849,40,32,4014,514,-195,1000,774,1,0,0,0,0,0,0,0,3,1,0
