seq,t_ms,control_ms,send_ms,current_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
0,23,10,20,495,945,958,954,959,944,933,939,954,3492,-8,0,495,495,1,1
1,44,10,20,545,957,967,932,964,961,969,969,982,3519,19,2,545,545,1,1
2,64,10,20,595,914,925,932,916,940,924,949,971,3534,34,3,595,595,1,1
3,84,10,20,645,896,937,914,911,947,924,969,939,3535,35,2,645,645,1,1
4,105,10,20,695,753,595,453,916,940,343,206,144,2751,-749,-78,603,787,1,0
5,125,10,20,745,82,89,93,888,951,325,75,0,3739,239,24,750,740,1,0
6,145,10,20,795,30,116,72,855,923,437,110,14,3776,276,44,825,765,1,0
7,165,10,20,845,91,29,77,870,947,547,30,53,3863,363,48,908,782,1,0
8,185,10,20,875,121,83,91,878,968,565,70,7,3685,185,14,898,852,1,0
9,205,10,20,925,118,113,128,888,954,519,45,0,3472,-28,-22,920,930,1,0
10,225,10,20,975,182,65,93,903,947,492,5,10,3548,48,-6,975,975,1,0
11,245,10,20,1000,106,74,123,870,996,519,40,21,3609,109,6,1000,986,1,0
12,265,10,20,1000,73,32,99,903,951,458,15,56,3807,307,13,1000,980,1,0
13,285,10,20,850,30,50,42,810,916,610,0,0,3914,414,37,915,785,1,0
14,305,10,20,850,48,17,83,751,926,665,65,24,3963,463,37,929,771,1,0
15,325,10,20,850,24,23,50,729,975,656,5,0,3969,469,28,931,769,1,0
16,345,10,20,850,64,53,109,782,954,617,70,0,3844,344,7,912,788,1,0
17,365,10,20,850,88,80,83,868,979,504,45,3,3845,345,0,903,797,1,0
18,385,10,20,875,91,83,101,906,923,322,30,3,3650,150,-25,888,862,1,0
19,405,10,20,925,67,77,99,984,940,170,25,0,3611,111,-37,917,933,1,0
20,425,10,20,975,128,92,91,949,947,118,5,0,3373,-127,-41,966,984,1,0
21,446,10,20,850,128,125,123,989,944,176,30,21,3216,-284,-59,814,886,1,0
22,466,10,20,875,85,83,136,984,972,164,40,45,3515,15,-17,864,886,1,0
23,486,10,20,925,48,89,96,977,951,91,10,0,3493,-7,2,925,925,1,0
24,506,10,20,975,91,62,45,924,937,103,50,0,3581,81,15,978,972,1,0
25,526,10,20,1000,33,101,58,916,909,124,70,31,3465,-35,-9,995,1000,1,0
26,546,10,20,1000,42,38,48,903,884,54,55,38,3494,-6,3,1000,1000,1,0
27,566,10,20,1000,18,26,18,903,912,85,30,49,3502,2,5,1000,999,1,0
28,586,10,20,1000,9,26,61,908,902,6,20,38,3498,-2,3,1000,1000,1,0
29,606,10,20,1000,91,59,75,931,933,88,0,14,3500,0,2,1000,1000,1,0
30,626,10,20,1000,24,53,50,931,912,88,0,0,3494,-6,1,1000,1000,1,0
31,646,10,20,1000,100,41,115,967,944,164,20,0,3374,-126,-8,999,1000,1,0
32,666,10,20,1000,6,26,67,949,923,121,0,0,3584,84,11,1000,997,1,0
33,686,10,20,1000,15,38,80,946,898,167,45,0,3612,112,13,1000,992,1,0
34,706,10,20,1000,109,119,107,956,951,170,40,0,3256,-244,-24,992,1000,1,0
35,726,10,20,850,164,146,520,994,954,130,100,38,3069,-431,-52,808,892,1,0
36,746,10,20,850,131,278,975,979,395,51,105,38,2575,-925,-109,639,1000,1,0
37,775,10,20,460,890,937,927,253,34,6,40,7,1180,-2320,-248,80,1000,1,0
38,796,10,20,460,926,937,434,78,73,36,35,0,785,-2715,-248,80,1000,1,0
39,816,10,20,460,951,697,96,86,52,3,25,14,422,-3078,-232,80,1000,1,0
40,836,10,20,460,750,191,83,96,66,3,50,0,202,-3298,-201,80,1000,1,0
41,856,10,20,460,506,71,83,73,59,42,20,14,0,-3500,-168,80,1000,1,0
42,876,10,20,460,506,104,42,63,69,45,20,0,170,-3330,-106,80,1000,1,0
43,896,10,20,460,716,80,101,65,45,63,50,67,247,-3253,-61,80,1000,1,0
44,925,10,20,460,951,146,72,106,20,69,0,3,385,-3115,-19,80,1000,1,0
45,945,10,20,460,942,511,88,81,66,54,10,49,351,-3149,-1,80,1000,1,0
46,966,10,20,460,945,889,126,101,73,39,15,38,700,-2800,43,80,1000,1,0
47,986,10,20,460,926,937,332,25,38,9,10,0,729,-2771,47,80,1000,1,0
48,1006,10,20,460,725,943,967,101,31,57,25,14,1162,-2338,88,80,1000,1,0
49,1026,10,20,510,109,943,954,458,69,72,60,21,1714,-1786,151,120,911,1,0
50,1046,10,20,545,82,176,989,959,132,75,45,49,2464,-1036,212,332,758,1,0
51,1066,10,20,595,103,104,806,1000,811,109,35,56,2899,-601,225,509,681,1,0
52,1086,10,20,645,97,107,171,967,996,109,40,56,3352,-148,234,686,604,1,0
53,1106,10,20,695,73,68,150,956,979,267,45,63,3579,79,203,780,610,1,0
54,1126,10,20,745,97,68,75,875,919,376,5,0,3770,270,171,850,640,1,0
55,1146,10,20,795,76,68,96,931,1000,319,20,0,3728,228,117,859,731,1,0
56,1166,10,20,845,54,71,80,959,954,112,30,17,3581,81,61,865,825,1,0
57,1187,10,20,895,39,62,88,946,958,118,35,45,3590,90,39,908,882,1,0
58,1207,10,20,945,54,32,201,962,951,48,60,53,3354,-146,-2,941,949,1,0
