seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
1,43,10,20,1000,1000,1000,1000,1000,1000,1000,989,1000,3496,-4,-25,993,1000,1,1
2,63,10,20,1000,1000,1000,1000,1000,1000,1000,1000,1000,3500,0,0,1000,1000,1,1
3,83,10,20,1000,1000,843,941,1000,1000,1000,618,817,3345,-155,-153,880,1000,1,1
4,103,10,20,1000,1000,812,966,1000,1000,1000,613,859,3370,-130,9,927,1000,1,1
5,123,10,20,1000,1000,803,930,1000,1000,1000,603,821,3357,-143,1,918,1000,1,1
6,143,10,20,1000,940,646,763,1000,1000,1000,517,683,3367,-133,17,927,1000,1,0
7,164,10,20,1000,452,334,428,1000,1000,867,241,335,3503,3,106,1000,978,1,0
8,184,10,20,1000,0,0,61,544,873,743,30,0,4092,592,306,1000,596,1,0
9,213,10,20,1000,166,112,133,447,992,900,5,115,3836,336,-315,1000,869,1,0
10,234,10,20,1000,94,62,83,577,943,800,65,57,4096,596,89,1000,637,1,0
11,254,10,20,1000,72,0,27,860,915,293,65,54,3725,225,18,1000,866,1,0
13,295,10,20,1000,135,81,103,977,940,108,25,54,3286,-214,-212,834,1000,1,0
14,315,10,20,1000,113,46,194,979,947,141,65,102,3445,-55,205,1000,991,1,0
15,335,10,20,1000,128,50,311,966,947,66,20,54,3107,-393,7,774,1000,1,0
16,355,10,20,1000,119,46,245,956,985,123,40,89,3259,-241,-126,836,1000,1,0
17,375,10,20,1000,248,143,236,1000,1000,217,110,159,3364,-136,-67,908,1000,1,0
18,395,10,20,1000,169,115,172,997,968,184,40,134,3351,-149,25,919,1000,1,0
19,415,10,20,1000,106,46,80,989,919,141,50,92,3409,-91,-29,942,1000,1,0
20,435,10,20,1000,179,59,80,954,936,148,60,86,3313,-187,19,896,1000,1,0
21,455,10,20,1000,84,68,77,946,940,181,45,89,3629,129,322,1000,861,1,0
22,475,10,20,1000,91,68,66,908,933,335,30,79,3736,236,66,1000,850,1,0
23,495,10,20,1000,22,0,47,910,904,356,25,22,3744,244,-5,1000,860,1,0
24,515,10,20,1000,141,18,72,916,936,419,45,63,3560,60,-33,1000,972,1,0
25,536,10,20,1000,226,65,136,969,1000,432,30,102,3508,8,-172,971,1000,1,0
26,556,10,20,1000,185,100,125,1000,964,268,30,54,3234,-266,-143,818,1000,1,0
27,576,10,20,1000,169,93,150,1000,961,232,15,70,3305,-195,-122,863,1000,1,0
28,596,10,20,1000,188,106,155,972,911,202,10,28,3151,-349,-335,731,1000,1,0
29,616,10,20,1000,207,109,125,982,971,217,40,70,3168,-332,-316,745,1000,1,0
30,636,10,20,1000,150,46,86,977,978,184,15,57,3391,-109,41,945,1000,1,0
31,656,10,20,1000,176,87,331,1000,1000,184,35,111,3340,-160,44,917,1000,1,0
32,676,10,20,1000,182,162,1000,997,869,145,15,47,2788,-712,-113,565,1000,1,0
33,699,10,20,1000,896,1000,1000,1000,197,141,30,92,1769,-1731,-538,-111,1000,1,0
34,726,10,20,1000,1000,975,1000,241,158,99,85,111,1465,-2035,-69,-194,1000,1,0
35,746,10,20,1000,1000,971,827,206,112,126,65,124,1541,-1959,-153,-166,1000,1,0
36,766,10,20,1000,990,946,799,175,102,129,70,159,1586,-1914,147,-80,1000,1,0
38,806,10,20,1000,959,950,969,160,59,48,80,83,1108,-2392,36,-380,1000,1,0
39,827,10,20,1000,905,934,997,625,112,54,100,73,1592,-1908,233,-60,1000,1,0
40,847,10,20,1000,135,859,980,969,197,105,40,140,2368,-1132,262,396,1000,1,0
41,867,10,20,1000,204,196,1000,1000,806,205,95,201,3004,-496,207,754,1000,1,0
42,887,10,20,1000,333,284,1000,1000,1000,350,206,316,3226,-274,-6,840,1000,1,0
43,907,10,20,1000,371,300,1000,1000,1000,371,226,357,3245,-255,5,854,1000,1,0
44,937,10,20,1000,97,90,1000,984,549,105,35,105,3065,-435,-60,736,1000,1,0
45,958,10,20,1000,88,68,949,969,235,69,105,79,2823,-677,126,633,1000,1,0
46,978,10,20,1000,94,75,952,938,151,36,50,70,2607,-893,174,517,1000,1,0
47,1007,10,20,1000,110,56,972,941,211,54,30,76,2511,-989,-247,377,1000,1,0
48,1027,10,20,1000,125,71,888,916,609,63,40,89,2742,-758,132,587,1000,1,0
49,1048,10,20,1000,78,56,470,941,936,93,10,143,3416,-84,238,999,1000,1,0
50,1068,10,20,1000,154,106,228,1000,964,141,70,172,3373,-127,17,930,1000,1,0
51,1088,10,20,1000,122,109,164,984,968,141,40,137,3400,-100,-133,916,1000,1,0
53,1129,10,20,1000,110,59,125,949,919,126,50,63,3321,-179,-189,859,1000,1,0
54,1149,10,20,1000,91,28,86,928,940,108,100,115,3874,374,372,1000,709,1,0
55,1169,10,20,1000,75,71,150,933,954,84,65,67,3394,-106,-222,895,1000,1,0
56,1189,10,20,1000,44,53,323,895,911,72,30,41,3276,-224,94,889,1000,1,0
57,1209,10,20,1000,28,0,465,890,809,39,25,67,3158,-342,-196,763,1000,1,0
58,1229,10,20,1000,69,37,532,913,820,105,35,86,3210,-290,-127,807,1000,1,0
