seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,distance_ticks,left_speed,right_speed,dl,dr,heading_ticks,udp_loop_ms,udp_send_cost_ms,udp_overrun
48,1004,5,20,1000,114,101,804,948,642,152,88,135,3047,-453,66,779,1000,1,0,0,0,0,0,0,0,3,1,0
49,1028,5,20,1000,120,144,868,935,501,109,102,142,3026,-474,-298,691,1000,1,0,0,0,0,0,0,0,3,1,0
50,1049,5,20,1000,102,107,977,937,298,123,68,126,2831,-669,-23,648,1000,1,0,0,0,0,0,0,0,2,1,0
51,1069,5,20,1000,111,123,930,927,207,112,93,90,2552,-948,-404,423,1000,1,0,0,0,0,0,0,0,3,1,0
52,1089,5,20,1000,68,126,913,932,284,109,93,161,2992,-508,-91,717,1000,1,0,0,0,0,0,0,0,3,1,0
53,1109,5,20,1000,43,86,762,919,540,144,98,152,3267,-233,86,897,1000,1,0,0,0,0,0,0,0,3,1,0
54,1129,5,20,1000,222,83,553,971,842,187,88,148,3201,-299,-81,828,1000,1,0,0,0,0,0,0,0,3,1,0
55,1149,5,20,1000,151,101,368,922,887,138,93,90,3054,-446,-284,709,1000,1,0,0,0,0,0,0,0,3,1,0
56,1169,5,20,1000,108,169,296,992,964,167,127,171,3469,-31,-50,974,1000,1,0,0,0,0,0,0,0,3,1,0
57,1189,5,20,1000,65,70,167,940,926,129,102,106,3737,237,264,1000,822,1,0,0,0,0,0,0,0,3,1,0
58,1213,5,20,1000,86,101,128,940,954,141,83,187,3674,174,265,1000,854,1,0,0,0,0,0,0,0,3,1,0
59,1234,5,20,1000,43,64,167,904,961,69,73,110,3576,76,-230,992,1000,1,0,0,0,0,0,0,0,2,1,0
60,1254,5,20,1000,43,92,206,925,915,141,137,97,3603,103,-176,1000,984,1,0,0,0,0,0,0,0,3,1,0
61,1274,5,20,1000,61,52,416,927,863,97,58,100,3367,-133,-126,905,1000,1,0,0,0,0,0,0,0,3,1,0
62,1294,5,20,1000,80,92,706,963,642,126,112,129,3388,-112,16,946,1000,1,0,0,0,0,0,0,0,3,1,0
63,1314,5,20,1000,12,21,737,896,487,115,88,100,3162,-338,-89,806,1000,1,0,0,0,0,0,0,0,3,1,0
64,1334,5,20,1000,65,55,829,914,403,97,107,106,3135,-365,-25,805,1000,1,0,0,0,0,0,0,0,3,1,0
65,1354,5,20,1000,9,24,745,875,473,34,73,19,2870,-630,-52,662,1000,1,0,0,0,0,0,0,0,3,1,0
66,1374,5,20,1000,37,30,567,935,757,97,83,97,3084,-416,-184,746,1000,1,0,0,0,0,0,0,0,3,1,0
67,1394,5,20,1000,120,104,337,953,943,181,98,148,3356,-144,-128,899,1000,1,0,0,0,0,0,0,0,3,1,0
68,1414,5,20,1000,71,40,122,922,901,144,63,116,3694,194,5,1000,899,1,0,0,0,0,0,0,0,3,1,0
69,1434,5,20,1000,102,95,117,925,936,123,83,152,3580,80,-301,979,1000,1,0,0,0,0,0,0,0,3,1,0
70,1454,5,20,1000,80,73,108,971,957,158,132,106,3816,316,167,1000,801,1,0,0,0,0,0,0,0,3,1,0
71,1474,5,20,1000,117,101,148,974,985,172,127,126,3550,50,55,1000,963,1,0,0,0,0,0,0,0,3,1,0
72,1494,5,20,1000,188,156,209,1000,1000,181,142,158,3440,-60,-103,948,1000,1,0,0,0,0,0,0,0,3,1,0
73,1514,5,20,1000,111,126,139,968,964,198,102,145,3552,52,116,1000,949,1,0,0,0,0,0,0,0,3,1,0
74,1534,5,20,1000,157,132,189,948,954,184,137,168,3516,16,47,1000,982,1,0,0,0,0,0,0,0,3,1,0
76,1579,5,20,1000,30,70,229,852,908,95,83,116,3542,42,67,1000,965,1,0,0,0,0,0,0,0,3,1,0
77,1599,5,20,1000,0,49,298,881,866,51,58,58,3277,-223,-185,846,1000,1,0,0,0,0,0,0,0,3,1,0
78,1619,5,20,1000,9,40,284,875,873,72,112,119,3619,119,280,1000,880,1,0,0,0,0,0,0,0,3,1,0
79,1639,5,20,1000,0,9,178,919,933,95,102,103,3659,159,173,1000,881,1,0,0,0,0,0,0,0,3,1,0
80,1659,5,20,1000,24,18,27,899,891,109,98,152,3837,337,-112,1000,849,1,0,0,0,0,0,0,0,3,1,0
81,1679,5,20,1000,0,30,0,888,891,391,78,132,3956,456,81,1000,746,1,0,0,0,0,0,0,0,3,1,0
82,1699,5,20,1000,0,30,0,521,922,870,98,61,4150,650,94,1000,643,1,0,0,0,0,0,0,0,3,1,0
83,1720,5,20,1000,0,6,0,108,880,893,147,126,4676,1176,101,1000,368,1,0,0,0,0,0,0,0,3,1,0
84,1740,5,20,830,0,0,0,10,852,904,196,135,4815,1315,27,1000,141,1,0,0,0,0,0,0,0,3,1,0
85,1760,5,20,1000,0,9,0,268,912,887,122,145,4556,1056,43,1000,442,1,0,0,0,0,0,0,0,3,1,0
86,1780,5,20,1000,0,0,0,744,894,746,53,116,4140,640,-39,1000,676,1,0,0,0,0,0,0,0,3,1,0
87,1800,5,20,1000,43,46,78,906,936,573,156,171,4179,679,-12,1000,650,1,0,0,0,0,0,0,0,3,1,0
90,1864,5,20,1000,58,55,41,883,961,801,151,148,4225,725,49,1000,613,1,0,0,0,0,0,0,0,3,1,0
91,1885,5,20,1000,114,80,64,782,968,953,166,155,4163,663,168,1000,620,1,0,0,0,0,0,0,0,2,1,0
93,1925,5,20,830,68,67,83,157,971,948,382,155,4773,1273,89,1000,150,1,0,0,0,0,0,0,0,3,1,0
94,1945,5,20,830,52,67,106,82,975,945,764,148,4920,1420,-96,1000,112,1,0,0,0,0,0,0,0,3,1,0
95,1965,5,20,1000,58,89,106,157,957,976,377,142,4658,1158,-218,1000,444,1,0,0,0,0,0,0,0,3,1,0
96,1985,5,20,1000,80,126,89,635,968,907,132,148,4206,706,-253,1000,687,1,0,0,0,0,0,0,0,3,1,0
97,2006,5,20,1000,151,150,162,894,1000,907,196,155,3859,359,-347,1000,887,1,0,0,0,0,0,0,0,3,1,0
98,2026,5,20,1000,167,126,134,945,947,907,181,126,3826,326,65,1000,817,1,0,0,0,0,0,0,0,3,1,0
99,2046,5,20,1000,37,36,53,640,884,922,147,155,4378,878,287,1000,484,1,0,0,0,0,0,0,0,3,1,0
100,2066,5,20,1000,40,49,69,170,901,930,210,61,4533,1033,-7,1000,465,1,0,0,0,0,0,0,0,3,1,0
101,2086,5,20,830,6,18,0,28,936,919,779,97,4940,1440,27,1000,76,1,0,0,0,0,0,0,0,3,1,0
102,2106,5,20,830,21,0,0,51,912,887,720,119,5017,1517,-26,1000,47,1,0,0,0,0,0,0,0,3,1,0
103,2126,5,20,1000,0,0,16,229,926,933,137,148,4599,1099,-136,1000,458,1,0,0,0,0,0,0,0,3,1,0
104,2146,5,20,1000,52,61,67,875,929,902,132,139,4237,737,-82,1000,634,1,0,0,0,0,0,0,0,3,1,0
105,2166,5,20,1000,120,101,72,997,1000,564,147,181,3878,378,-210,1000,848,1,0,0,0,0,0,0,0,3,1,0
106,2186,5,20,1000,130,126,139,1000,1000,596,181,216,3831,331,-23,1000,833,1,0,0,0,0,0,0,0,3,1,0
107,2211,5,20,1000,126,73,106,979,1000,876,127,207,4016,516,-37,1000,740,1,0,0,0,0,0,0,0,3,1,0
108,2231,5,20,1000,65,76,69,718,961,936,122,145,4311,811,189,1000,539,1,0,0,0,0,0,0,0,3,1,0
109,2251,5,20,830,77,95,55,142,919,902,397,126,4777,1277,306,1000,102,1,0,0,0,0,0,0,0,3,1,0
110,2271,5,20,830,49,21,0,31,898,867,897,45,4999,1499,-58,1000,63,1,0,0,0,0,0,0,0,3,1,0
111,2292,5,20,830,9,27,0,0,901,867,892,113,5078,1578,-6,1000,11,1,0,0,0,0,0,0,0,3,1,0
112,2312,5,20,830,0,3,0,33,852,870,362,32,4764,1264,-86,1000,191,1,0,0,0,0,0,0,0,3,1,0
113,2333,5,20,1000,24,36,0,788,915,902,88,80,4043,543,-192,1000,758,1,0,0,0,0,0,0,0,3,1,0
114,2353,5,20,1000,95,83,89,943,982,674,161,203,4223,723,71,1000,610,1,0,0,0,0,0,0,0,3,1,0
115,2373,5,20,1000,95,113,114,940,936,628,137,168,3966,466,-18,1000,762,1,0,0,0,0,0,0,0,3,1,0
116,2393,5,20,1000,3,43,58,901,905,766,117,38,4036,536,30,1000,715,1,0,0,0,0,0,0,0,3,1,0
117,2414,5,20,1000,55,61,58,803,964,913,147,122,4261,761,31,1000,598,1,0,0,0,0,0,0,0,3,1,0
118,2434,5,20,1000,92,67,61,294,943,962,235,129,4595,1095,132,1000,403,1,0,0,0,0,0,0,0,3,1,0
120,2474,5,20,830,49,21,55,121,905,962,436,135,4827,1327,-6,1000,142,1,0,0,0,0,0,0,0,3,2,0
121,2494,5,20,1000,99,58,55,565,901,925,127,122,4371,871,-122,1000,573,1,0,0,0,0,0,0,0,3,1,0
122,2514,5,20,1000,86,101,111,927,964,910,181,155,4085,585,-105,1000,718,1,0,0,0,0,0,0,0,3,1,0
123,2535,5,20,1000,157,123,159,961,985,927,181,216,3908,408,14,1000,785,1,0,0,0,0,0,0,0,3,1,0
124,2555,5,20,1000,65,95,89,834,968,956,142,168,4296,796,321,1000,519,1,0,0,0,0,0,0,0,3,1,0
125,2575,5,20,1000,61,58,55,322,936,902,132,145,4524,1024,83,1000,451,1,0,0,0,0,0,0,0,3,1,0
126,2595,5,20,1000,58,86,30,98,915,968,205,90,4659,1159,139,1000,369,1,0,0,0,0,0,0,0,3,1,0
127,2616,5,20,1000,65,141,78,111,940,976,132,113,4433,933,35,1000,508,1,0,0,0,0,0,0,0,3,1,0
128,2636,5,20,1000,40,0,39,178,950,925,127,38,4459,959,-18,1000,506,1,0,0,0,0,0,0,0,3,1,0
129,2656,5,20,1000,27,113,89,545,947,896,112,93,4090,590,-222,1000,740,1,0,0,0,0,0,0,0,3,1,0
130,2676,5,20,1000,43,98,108,888,954,567,88,80,3786,286,-321,1000,919,1,0,0,0,0,0,0,0,3,1,0
131,2696,5,20,1000,83,55,67,909,985,291,53,58,3717,217,-43,1000,897,1,0,0,0,0,0,0,0,3,1,0
132,2716,5,20,1000,43,76,53,919,922,149,34,61,3613,113,-24,1000,947,1,0,0,0,0,0,0,0,3,1,0
133,2736,5,20,1000,142,113,89,940,943,219,39,220,3624,124,177,1000,899,1,0,0,0,0,0,0,0,3,1,0
134,2756,5,20,1000,80,76,125,925,936,253,102,87,3693,193,116,1000,876,1,0,0,0,0,0,0,0,3,1,0
135,2776,5,20,1000,111,138,120,927,989,351,83,129,3534,34,-75,1000,999,1,0,0,0,0,0,0,0,3,1,0
136,2796,5,20,1000,111,129,83,937,996,409,63,139,3653,153,96,1000,901,1,0,0,0,0,0,0,0,3,1,0
137,2816,5,20,1000,164,135,148,852,1000,596,127,152,3715,215,-58,1000,901,1,0,0,0,0,0,0,0,3,1,0
138,2836,5,20,1000,102,113,122,811,985,619,93,152,3749,249,-130,1000,898,1,0,0,0,0,0,0,0,3,1,0
139,2856,5,20,1000,86,76,50,899,968,342,73,126,3923,423,-3,1000,781,1,0,0,0,0,0,0,0,3,1,0
140,2876,5,20,1000,111,67,41,925,989,224,78,113,3658,158,-175,1000,955,1,0,0,0,0,0,0,0,3,1,0
141,2896,5,20,1000,164,150,145,976,989,236,142,165,3542,42,-87,1000,997,1,0,0,0,0,0,0,0,3,1,0
142,2916,5,20,1000,102,101,61,948,989,129,88,93,3325,-175,-345,837,1000,1,0,0,0,0,0,0,0,3,1,0
143,2936,5,20,1000,71,55,61,984,982,63,63,55,3499,-1,-2,1000,1000,1,0,0,0,0,0,0,0,3,1,0
144,2956,5,20,1000,142,215,248,1000,1000,149,117,132,3357,-143,-57,914,1000,1,0,0,0,0,0,0,0,3,1,0
145,2976,5,20,1000,105,166,223,968,1000,118,34,97,3141,-359,10,816,1000,1,0,0,0,0,0,0,0,3,1,0
146,3006,5,20,1000,83,86,159,961,961,54,53,116,3576,76,250,1000,908,1,0,0,0,0,0,0,0,3,1,0
147,3026,5,20,1000,83,110,145,925,940,74,53,90,3271,-229,-268,825,1000,1,0,0,0,0,0,0,0,3,1,0
148,3046,5,20,1000,80,52,75,904,936,83,68,90,3508,8,199,1000,955,1,0,0,0,0,0,0,0,3,1,0
149,3066,5,20,1000,27,76,89,966,950,103,98,122,3767,267,88,1000,843,1,0,0,0,0,0,0,0,3,1,0
150,3086,5,20,1000,83,116,128,943,950,155,68,87,3392,-108,-125,918,1000,1,0,0,0,0,0,0,0,3,1,0
151,3106,5,20,1000,83,89,39,940,894,100,49,74,3565,65,-10,1000,969,1,0,0,0,0,0,0,0,3,1,0
152,3126,5,20,1000,95,61,83,937,982,83,78,116,3710,210,207,1000,848,1,0,0,0,0,0,0,0,3,1,0
153,3146,5,20,1000,123,150,103,873,929,155,127,97,3344,-156,-123,894,1000,1,0,0,0,0,0,0,0,3,1,0
154,3166,5,20,1000,95,98,97,935,943,121,117,84,3725,225,-13,1000,886,1,0,0,0,0,0,0,0,3,1,0
155,3186,5,20,1000,123,101,103,899,950,95,117,64,3273,-227,29,889,1000,1,0,0,0,0,0,0,0,3,1,0
156,3206,5,20,1000,89,64,92,945,929,97,107,90,3630,130,138,1000,904,1,0,0,0,0,0,0,0,3,1,0
157,3226,5,20,1000,151,92,100,935,957,158,107,61,3432,-68,115,989,1000,1,0,0,0,0,0,0,0,3,1,0
158,3246,5,20,1000,126,150,83,945,1000,167,93,58,3274,-226,-12,880,1000,1,0,0,0,0,0,0,0,3,1,0
159,3266,5,20,1000,120,126,92,956,978,149,117,110,3569,69,97,1000,944,1,0,0,0,0,0,0,0,3,1,0
160,3286,5,20,1000,130,89,67,935,950,193,78,103,3587,87,-18,1000,959,1,0,0,0,0,0,0,0,3,1,0
162,3331,5,20,1000,52,46,11,873,940,207,107,106,3939,439,141,1000,743,1,0,0,0,0,0,0,0,3,1,0
163,3351,5,20,1000,74,80,106,945,943,178,83,106,3709,209,-62,1000,905,1,0,0,0,0,0,0,0,3,1,0
164,3371,5,20,1000,71,126,86,943,936,146,83,122,3644,144,-75,1000,941,1,0,0,0,0,0,0,0,3,1,0
165,3395,5,20,1000,120,116,418,987,1000,193,107,145,3413,-87,-146,925,1000,1,0,0,0,0,0,0,0,3,1,0
166,3416,5,20,1000,65,116,935,909,189,51,73,61,2544,-956,-229,455,1000,1,0,0,0,0,0,0,0,2,1,0
167,3436,5,20,680,848,1000,974,591,52,60,53,51,1383,-2117,-376,-250,1000,1,0,0,0,0,0,0,0,3,1,0
168,3456,5,20,680,1000,1000,944,95,3,103,98,119,1337,-2163,-201,-250,1000,1,0,0,0,0,0,0,0,3,1,0
169,3476,5,20,680,944,972,156,69,77,77,68,71,619,-2881,-104,-420,1000,1,0,0,0,0,0,0,0,3,1,0
170,3496,5,20,680,959,821,69,36,35,106,39,80,716,-2784,232,-420,1000,1,0,0,0,0,0,0,0,3,1,0
171,3521,5,20,680,900,680,39,49,38,74,68,67,430,-3070,-312,-420,1000,1,0,0,0,0,0,0,0,3,1,0
172,3541,5,20,680,931,898,86,10,17,37,63,64,490,-3010,2,-420,1000,1,0,0,0,0,0,0,0,3,1,0
173,3561,5,20,680,913,1000,446,7,0,34,68,110,1078,-2422,358,-420,1000,1,0,0,0,0,0,0,0,3,1,0
174,3581,5,20,680,953,963,907,85,42,14,49,64,983,-2517,-6,-420,1000,1,0,0,0,0,0,0,0,3,1,0
175,3604,5,20,830,89,953,896,888,70,40,53,64,1976,-1524,230,86,1000,1,0,0,0,0,0,0,0,3,1,0
176,3627,5,20,1000,65,132,885,914,940,86,88,64,2927,-573,57,715,1000,1,0,0,0,0,0,0,0,6,1,1
177,3647,5,20,1000,191,190,354,1000,1000,296,137,203,3447,-53,62,986,1000,1,0,0,0,0,0,0,0,3,1,0
178,3667,5,20,1000,256,240,379,1000,989,299,196,242,3420,-80,-18,955,1000,1,0,0,0,0,0,0,0,3,1,0
179,3687,5,20,1000,130,156,561,956,996,172,132,190,3374,-126,-8,933,1000,1,0,0,0,0,0,0,0,3,1,0
181,3727,5,20,1000,0,49,851,857,87,72,78,64,2501,-999,-176,444,1000,1,0,0,0,0,0,0,0,3,1,0
182,3747,5,20,1000,46,95,891,894,21,69,88,25,2500,-1000,-228,433,1000,1,0,0,0,0,0,0,0,3,1,0
183,3767,5,20,1000,0,89,837,821,17,8,0,100,2751,-749,252,664,1000,1,0,0,0,0,0,0,0,3,1,0
184,3791,5,20,1000,61,30,863,847,77,20,78,51,2495,-1005,1,478,1000,1,0,0,0,0,0,0,0,3,1,0
185,3812,5,20,1000,0,27,849,891,35,0,53,35,2512,-988,15,490,1000,1,0,0,0,0,0,0,0,3,1,0
186,3832,5,20,1000,0,40,670,863,652,5,49,51,2991,-509,134,764,1000,1,0,0,0,0,0,0,0,3,1,0
187,3857,5,20,1000,0,58,86,899,845,89,24,38,3484,-16,-18,988,1000,1,0,0,0,0,0,0,0,3,1,0
188,3877,5,20,1000,71,40,86,912,852,164,68,51,3612,112,-153,1000,974,1,0,0,0,0,0,0,0,3,1,0
189,3897,5,20,1000,0,0,0,868,842,31,24,0,3492,-8,-4,995,1000,1,0,0,0,0,0,0,0,3,1,0
190,3917,5,20,1000,21,9,0,894,863,86,49,67,3491,-9,-6,995,1000,1,0,0,0,0,0,0,0,3,1,0
191,3937,5,20,1000,86,18,53,906,922,146,29,106,3787,287,21,1000,847,1,0,0,0,0,0,0,0,3,1,0
192,3957,5,20,1000,27,12,5,891,929,100,39,58,3588,88,79,1000,938,1,0,0,0,0,0,0,0,3,1,0
193,3977,5,20,1000,18,0,25,860,901,63,39,48,3511,11,-1,1000,995,1,0,0,0,0,0,0,0,3,1,0
194,4008,5,20,1000,61,46,33,948,866,66,58,12,3477,-23,-25,983,1000,1,0,0,0,0,0,0,0,3,1,0
195,4028,5,20,1000,126,43,164,927,887,121,39,51,3263,-237,110,900,1000,1,0,0,0,0,0,0,0,3,1,0
196,4048,5,20,1000,55,40,315,894,803,86,53,0,3242,-258,-60,854,1000,1,0,0,0,0,0,0,0,3,1,0
197,4073,5,20,1000,34,49,583,912,736,0,39,0,3068,-432,-50,765,1000,1,0,0,0,0,0,0,0,3,1,0
198,4093,5,20,1000,43,92,480,906,782,54,4,35,3139,-361,38,821,1000,1,0,0,0,0,0,0,0,3,1,0
199,4113,5,20,1000,21,92,337,901,877,97,44,90,3255,-245,-174,837,1000,1,0,0,0,0,0,0,0,3,1,0
200,4133,5,20,1000,0,18,94,875,877,34,78,6,3500,0,77,1000,984,1,0,0,0,0,0,0,0,3,1,0
201,4153,5,20,1000,133,110,156,945,996,181,88,113,3392,-108,-120,919,1000,1,0,0,0,0,0,0,0,3,1,0
202,4173,5,20,1000,27,46,0,886,954,106,34,29,3599,99,4,1000,948,1,0,0,0,0,0,0,0,3,1,0
203,4193,5,20,1000,40,49,11,925,940,109,63,38,3586,86,84,1000,938,1,0,0,0,0,0,0,0,3,1,0
204,4213,5,20,1000,108,30,164,974,975,170,117,139,3655,155,30,1000,914,1,0,0,0,0,0,0,0,3,1,0
205,4233,5,20,1000,46,70,111,948,1000,167,93,126,3734,234,126,1000,852,1,0,0,0,0,0,0,0,3,1,0
206,4253,5,20,1000,21,58,128,948,964,109,88,67,3490,-10,-150,964,1000,1,0,0,0,0,0,0,0,3,1,0
207,4273,5,20,1000,148,169,290,1000,964,233,151,148,3452,-48,-31,969,1000,1,0,0,0,0,0,0,0,3,1,0
208,4293,5,20,1000,68,101,432,966,866,51,93,129,3299,-201,-125,870,1000,1,0,0,0,0,0,0,0,3,1,0
209,4313,5,20,1000,27,52,519,937,782,63,107,103,3406,-94,106,974,1000,1,0,0,0,0,0,0,0,3,1,0
211,4353,5,20,1000,21,27,519,896,680,14,83,67,3076,-424,31,787,1000,1,0,0,0,0,0,0,0,3,1,0
212,4373,5,20,1000,0,0,315,873,807,23,63,67,3246,-254,68,883,1000,1,0,0,0,0,0,0,0,3,1,0
213,4393,5,20,1000,46,0,33,888,894,43,73,67,3501,1,9,1000,998,1,0,0,0,0,0,0,0,3,1,0
214,4413,5,20,1000,58,36,2,875,884,83,73,61,3502,2,2,1000,999,1,0,0,0,0,0,0,0,3,1,0
215,4433,5,20,1000,83,120,106,961,971,170,68,113,3580,80,-18,1000,963,1,0,0,0,0,0,0,0,3,1,0
216,4453,5,20,1000,114,33,86,909,912,129,73,45,3401,-99,-97,929,1000,1,0,0,0,0,0,0,0,3,1,0
217,4473,5,20,1000,21,80,39,901,877,138,63,25,3601,101,-14,1000,951,1,0,0,0,0,0,0,0,3,1,0
218,4493,5,20,1000,111,92,92,932,957,181,93,100,3607,107,-32,1000,952,1,0,0,0,0,0,0,0,3,1,0
219,4513,5,20,1000,40,58,61,904,901,109,93,71,3584,84,-2,1000,957,1,0,0,0,0,0,0,0,3,1,0
220,4533,5,20,1000,58,89,67,914,891,138,49,84,3600,100,117,1000,924,1,0,0,0,0,0,0,0,3,1,0
221,4553,5,20,1000,0,58,0,860,880,51,53,3,3505,5,-3,1000,999,1,0,0,0,0,0,0,0,3,1,0
222,4573,5,20,1000,139,110,139,981,1000,210,142,126,3552,52,-229,979,1000,1,0,0,0,0,0,0,0,3,1,0
223,4594,5,20,1000,92,86,50,927,950,103,107,42,3707,207,71,1000,878,1,0,0,0,0,0,0,0,2,1,0
224,4614,5,20,1000,83,98,114,963,957,123,73,74,3504,4,-105,981,1000,1,0,0,0,0,0,0,0,3,1,0
225,4634,5,20,1000,65,58,111,935,915,100,88,67,3487,-13,89,1000,989,1,0,0,0,0,0,0,0,3,1,0
226,4654,5,20,1000,86,116,195,968,940,152,122,113,3627,127,152,1000,903,1,0,0,0,0,0,0,0,3,1,0
227,4674,5,20,1000,117,120,251,958,929,146,102,103,3402,-98,-47,940,1000,1,0,0,0,0,0,0,0,3,1,0
228,4694,5,20,1000,61,86,187,922,877,77,83,71,3347,-153,-87,903,1000,1,0,0,0,0,0,0,0,3,1,0
229,4714,5,20,1000,126,141,312,925,936,135,166,148,3458,-42,-177,941,1000,1,0,0,0,0,0,0,0,3,1,0
230,4734,5,20,1000,15,70,217,873,863,83,78,55,3330,-170,-59,900,1000,1,0,0,0,0,0,0,0,3,1,0
231,4754,5,20,1000,0,33,237,883,852,66,39,16,3311,-189,-12,900,1000,1,0,0,0,0,0,0,0,3,1,0
232,4774,5,20,1000,0,40,189,870,863,51,34,6,3350,-150,-1,922,1000,1,0,0,0,0,0,0,0,3,1,0
233,4794,5,20,1000,0,0,83,811,859,0,0,0,3514,14,20,1000,989,1,0,0,0,0,0,0,0,3,1,0
234,4819,5,20,1000,95,73,89,865,926,83,0,48,3517,17,243,1000,941,1,0,0,0,0,0,0,0,3,1,0
235,4839,5,20,1000,0,27,53,873,891,28,4,51,3505,5,-147,972,1000,1,0,0,0,0,0,0,0,3,1,0
236,4859,5,20,1000,74,95,75,870,898,66,39,42,3507,7,9,1000,995,1,0,0,0,0,0,0,0,3,1,0
237,4886,5,20,1000,71,83,30,875,859,54,9,12,3495,-5,1,998,1000,1,0,0,0,0,0,0,0,3,1,0
238,4909,5,20,1000,0,36,0,806,838,14,34,0,3509,9,-4,1000,997,1,0,0,0,0,0,0,0,10,1,1
239,4929,5,20,1000,6,70,0,772,821,0,19,0,3515,15,14,1000,990,1,0,0,0,0,0,0,0,3,2,0
240,4949,5,20,1000,0,58,22,832,852,0,19,29,3505,5,-7,1000,999,1,0,0,0,0,0,0,0,3,1,0
241,4969,5,20,1000,0,43,19,795,831,0,14,0,3511,11,-1,1000,995,1,0,0,0,0,0,0,0,3,1,0
242,4989,5,20,1000,0,0,22,826,831,0,14,42,3501,1,5,1000,999,1,0,0,0,0,0,0,0,3,1,0
243,5010,5,20,1000,0,67,83,844,842,17,0,0,3499,-1,-2,1000,1000,1,0,0,0,0,0,0,0,3,1,0
244,5030,5,20,1000,37,43,187,906,922,92,24,35,3364,-136,-48,920,1000,1,0,0,0,0,0,0,0,3,1,0
245,5054,5,20,1000,71,18,198,930,954,86,14,80,3363,-137,-7,928,1000,1,0,0,0,0,0,0,0,3,1,0
246,5075,5,20,1000,136,80,184,953,933,123,19,35,3252,-248,-4,871,1000,1,0,0,0,0,0,0,0,2,1,0
