seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
1013,24412,10,20,1000,99,162,167,104,990,918,558,60,4382,882,90,1000,445,1,0
1014,24441,10,20,1000,137,139,116,119,960,915,145,67,3956,456,-50,1000,733,1,0
1015,24462,10,20,1000,95,92,122,94,956,898,101,33,4412,912,212,1000,402,1,0
1016,24482,10,20,1000,63,72,111,151,933,907,26,39,4254,754,-134,1000,568,1,0
1017,24512,10,20,1000,111,72,147,646,983,904,106,76,3907,407,-311,1000,815,1,0
1018,24541,10,20,1000,105,144,233,1000,1000,374,165,155,3638,138,-232,1000,998,1,0
1019,24562,10,20,1000,70,118,194,993,1000,565,135,88,3700,200,25,1000,953,1,0
1020,24582,10,20,1000,73,100,169,675,1000,989,196,125,4136,636,303,1000,552,1,0
1021,24602,10,20,1000,99,100,153,126,1000,972,1000,265,4839,1339,281,1000,128,1,0
1022,24622,10,20,1000,92,56,100,97,465,928,990,1000,5638,2138,248,1000,-325,1,0
1023,24645,10,20,1000,79,74,64,78,119,887,987,984,5952,2452,690,1000,-586,1,0
1024,24671,10,20,1000,105,85,111,82,152,374,997,990,5720,2220,67,1000,-334,1,0
1025,24692,10,20,1000,105,108,136,82,186,349,1000,993,5498,1998,-270,1000,-144,1,0
1026,24712,10,20,1000,127,136,192,141,172,811,1000,1000,5221,1721,-61,1000,-34,1,0
1027,24741,10,20,1000,63,85,175,145,275,961,1000,1000,5537,2037,245,1000,-269,1,0
1028,24762,10,20,1000,140,85,164,126,504,980,1000,1000,5268,1768,-115,1000,-49,1,0
1029,24782,10,20,1000,156,144,172,154,847,994,1000,899,4947,1447,-127,1000,144,1,0
1030,24811,10,20,1000,95,108,167,246,1000,967,881,201,4680,1180,11,1000,279,1,0
1031,24831,10,20,1000,111,121,144,542,1000,975,254,167,4104,604,-170,1000,666,1,0
1032,24852,10,20,1000,89,108,164,750,990,931,211,137,4109,609,-33,1000,636,1,0
1033,24881,10,20,1000,99,77,178,763,1000,1000,167,134,4190,690,197,1000,541,1,0
1034,24902,10,20,1000,57,74,169,725,1000,950,131,112,4157,657,88,1000,583,1,0
1035,24922,10,20,1000,127,108,200,807,1000,860,179,140,3882,382,77,1000,753,1,0
1036,24942,10,20,1000,83,92,194,895,1000,636,150,121,4005,505,79,1000,677,1,0
1037,24971,10,20,1000,134,136,245,1000,1000,177,138,164,3502,2,-85,991,1000,1,0
1038,24992,10,20,1000,169,175,303,1000,1000,136,150,97,3191,-309,-269,900,1000,1,0
1039,25012,10,20,1000,169,123,498,993,1000,166,114,76,3138,-362,2,781,1000,1,0
1040,25042,10,20,1000,121,144,997,1000,302,109,106,82,2708,-792,-231,472,1000,1,0
1041,25072,10,20,1000,60,255,952,977,89,38,87,9,2330,-1170,-46,278,1000,1,0
1042,25101,10,20,1000,92,268,961,971,122,92,121,73,2585,-915,181,479,1000,1,0
1043,25122,10,20,1000,89,180,961,1000,149,35,84,76,2488,-1012,55,395,1000,1,0
1044,25142,10,20,1000,86,141,933,1000,315,13,24,21,2623,-877,235,513,1000,1,0
1045,25162,10,20,1000,57,59,913,965,687,0,29,33,2911,-589,196,681,1000,1,0
1046,25192,10,20,1000,92,144,880,1000,930,81,143,128,3217,-283,228,966,1000,1,0
1047,25221,10,20,1000,83,136,938,977,697,57,99,112,2977,-523,92,700,1000,1,0
1048,25242,10,20,1000,140,224,947,987,285,68,97,112,2598,-902,-257,399,1000,1,0
1049,25262,10,20,1000,137,737,961,930,159,73,63,64,2081,-1419,-418,51,1000,1,0
1050,25292,10,20,1000,102,845,924,924,79,40,94,79,1955,-1545,45,68,1000,1,0
1051,25322,10,20,1000,121,244,922,946,186,40,58,57,2343,-1157,287,353,1000,1,0
1052,25342,10,20,1000,73,103,922,943,750,0,38,48,2860,-640,177,646,1000,1,0
1053,25362,10,20,1000,38,77,763,968,940,40,53,15,3066,-434,132,762,1000,1,0
1054,25382,10,20,1000,41,54,818,952,913,0,7,36,3035,-465,-47,708,1000,1,0
1055,25402,10,20,1000,31,87,894,927,840,5,31,15,2979,-521,-18,679,1000,1,0
1056,25432,10,20,1000,67,432,949,933,149,27,65,6,2324,-1176,-378,208,1000,1,0
1057,25452,10,20,1000,124,925,997,933,136,79,77,51,2010,-1490,-54,81,1000,1,0
1058,25472,10,20,1000,226,938,991,914,142,92,145,146,2319,-1181,401,361,1000,1,0
1059,25493,10,20,1000,351,1000,1000,870,232,213,223,250,2582,-918,-25,436,1000,1,0
1060,25522,10,20,1000,105,917,961,861,99,35,101,94,2046,-1454,53,124,1000,1,0
1061,25543,10,20,1000,89,927,947,911,102,5,46,73,2065,-1435,-83,109,1000,1,0
1062,25563,10,20,1000,89,855,1000,958,139,125,97,106,2404,-1096,-19,329,1000,1,0
1063,25593,10,20,1000,124,237,963,981,345,109,75,115,2726,-774,174,564,1000,1,0
1064,25623,10,20,1000,108,195,969,971,664,73,46,57,2649,-851,-18,478,1000,1,0
1065,25652,10,20,1000,130,185,961,984,501,46,92,97,2558,-942,-66,413,1000,1,0
1066,25673,10,20,1000,162,268,988,962,355,65,114,70,2539,-961,-111,393,1000,1,0
1067,25693,10,20,1000,127,518,988,996,222,120,126,109,2647,-853,4,481,1000,1,0
1068,25713,10,20,1000,137,798,963,924,106,57,94,103,2191,-1309,-100,183,1000,1,0
1069,25743,10,20,1000,140,930,991,984,116,117,126,143,2444,-1056,22,361,1000,1,0
1070,25764,10,20,1000,118,783,1000,962,186,101,145,106,2508,-992,102,416,1000,1,0
1071,25784,10,20,1000,140,412,1000,1000,199,133,165,179,2824,-676,203,629,1000,1,0
1072,25814,10,20,1000,162,167,1000,1000,269,144,186,189,3016,-484,15,708,1000,1,0
1073,25843,10,20,1000,166,146,991,1000,471,147,194,158,3060,-440,-13,730,1000,1,0
1074,25864,10,20,1000,156,126,799,1000,810,112,191,128,3180,-320,19,932,1000,1,0
1075,25884,10,20,1000,175,146,387,1000,1000,172,184,115,3362,-138,30,974,1000,1,0
1076,25904,10,20,1000,115,110,220,1000,1000,101,123,134,3471,-29,33,998,1000,1,0
1078,25954,10,20,1000,70,30,161,280,1000,969,118,118,4361,861,277,1000,421,1,0
1079,25974,10,20,1000,121,115,150,113,973,975,750,137,4493,993,193,1000,357,1,0
1080,25995,10,20,1000,140,136,130,132,681,1000,995,158,4623,1123,-132,1000,342,1,0
1081,26015,10,20,1000,99,74,116,110,405,942,985,246,5179,1679,-32,1000,-17,1,0
1082,26051,10,20,1000,89,59,114,129,401,961,992,204,5142,1642,308,1000,-62,1,0
1083,26081,10,20,1000,115,67,91,113,936,945,895,97,4719,1219,-439,1000,345,1,0
1084,26107,10,20,1000,134,95,136,337,996,928,177,128,4183,683,11,1000,583,1,0
1085,26128,10,20,1000,124,113,142,848,973,909,160,115,3883,383,-60,1000,780,1,0
1086,26148,10,20,1000,140,113,161,908,960,898,152,88,3721,221,-133,1000,968,1,0
1087,26178,10,20,1000,127,105,119,599,973,928,143,100,3952,452,177,1000,689,1,0
1088,26207,10,20,1000,60,72,122,100,980,937,859,146,4874,1374,419,1000,79,1,0
1089,26231,10,20,1000,86,56,100,78,830,931,975,189,5073,1573,-51,1000,52,1,0
1090,26251,10,20,1000,118,100,125,94,544,961,987,472,5006,1506,-210,1000,124,1,0
1091,26277,10,20,1000,89,97,114,91,953,1000,1000,246,5059,1559,-86,1000,67,1,0
