seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
2,81,10,20,1000,926,651,801,1000,1000,939,562,728,3392,-108,0,962,1000,1,1
3,103,10,20,1000,848,613,723,1000,1000,945,482,676,3405,-95,-9,956,1000,1,0
4,123,10,20,1000,463,339,450,1000,1000,669,303,414,3514,14,86,1000,979,1,0
5,143,10,20,1000,48,28,93,886,878,339,74,71,3739,239,72,1000,880,1,0
6,163,10,20,1000,99,84,110,878,934,447,74,93,3725,225,-68,1000,911,1,0
7,183,10,20,1000,61,68,77,819,909,483,64,74,3848,348,15,1000,841,1,0
8,203,10,20,1000,83,102,157,835,968,582,124,90,3774,274,-15,1000,880,1,0
9,233,10,20,1000,35,90,116,945,975,279,79,84,3612,112,-117,1000,971,1,0
10,253,10,20,1000,64,28,77,966,951,162,39,45,3613,113,64,1000,938,1,0
11,273,10,20,1000,125,90,174,1000,965,201,64,132,3518,18,-135,984,1000,1,0
13,322,10,20,1000,64,87,204,940,934,132,74,74,3449,-51,-45,969,1000,1,0
17,403,10,20,1000,0,46,99,940,906,42,64,58,3490,-10,109,1000,985,1,0
18,423,10,20,1000,32,80,127,917,875,81,69,93,3389,-111,-110,931,1000,1,0
19,443,10,20,1000,0,24,19,891,909,48,79,67,3505,5,-156,975,1000,1,0
20,463,10,20,1000,64,31,129,945,909,108,54,77,3476,-24,68,1000,999,1,0
21,483,10,20,1000,6,34,82,958,895,84,69,61,3483,-17,-1,993,1000,1,0
22,503,10,20,1000,41,84,82,948,909,57,59,45,3489,-11,10,997,1000,1,0
24,543,10,20,1000,25,24,93,930,909,66,69,55,3494,-6,-140,973,1000,1,0
25,563,10,20,1000,102,84,132,912,947,54,74,64,3243,-257,-588,779,1000,1,0
26,583,10,20,1000,51,34,162,930,916,93,84,84,3375,-125,85,960,1000,1,0
27,603,10,20,1000,80,130,842,976,819,120,124,80,3109,-391,-184,791,1000,1,0
28,623,10,20,1000,0,330,964,894,111,27,29,42,2341,-1159,-411,405,1000,1,0
29,644,10,20,1000,855,931,911,762,83,72,49,103,1617,-1883,-383,84,1000,1,0
30,664,10,20,1000,916,968,930,110,59,51,49,71,1080,-2420,-168,-119,1000,1,0
