seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
41,966,10,20,1000,105,115,943,928,255,31,35,63,2474,-1026,-6,435,1000,1,0
42,986,10,20,1000,102,89,918,931,255,18,0,30,2560,-940,88,503,1000,1,0
43,1006,10,20,1000,73,115,953,918,478,0,76,33,2713,-787,153,601,1000,1,0
44,1026,10,20,1000,150,65,739,979,872,71,15,36,2884,-616,-35,654,1000,1,0
45,1046,10,20,1000,126,86,257,954,975,108,40,60,3229,-271,191,893,1000,1,0
46,1066,10,20,1000,76,77,113,966,1000,108,45,76,3504,4,48,1000,988,1,0
47,1086,10,20,1000,70,50,124,956,964,121,30,76,3499,-1,-97,979,1000,1,0
48,1116,10,20,1000,100,83,159,977,978,111,76,66,3318,-182,-174,862,1000,1,0
49,1137,10,20,1000,79,62,138,956,936,93,35,23,3393,-107,100,964,1000,1,0
50,1157,10,20,1000,55,80,195,959,978,133,76,80,3463,-37,82,998,1000,1,0
51,1177,10,20,1000,23,23,203,941,957,74,40,80,3358,-142,-89,903,1000,1,0
52,1197,10,20,1000,105,47,300,982,978,77,60,80,3153,-347,20,814,1000,1,0
53,1217,10,20,1000,76,80,300,974,985,96,86,93,3303,-197,23,897,1000,1,0
54,1237,10,20,1000,97,59,287,951,953,90,45,120,3495,-5,23,1000,998,1,0
56,1277,10,20,1000,100,103,181,979,985,133,76,170,3469,-31,-207,938,1000,1,0
57,1307,10,20,1000,111,91,146,979,992,102,91,143,3521,21,88,1000,970,1,0
58,1327,10,20,1000,108,77,184,959,936,93,55,153,3444,-56,259,1000,974,1,0
59,1347,10,20,1000,88,121,205,992,925,93,45,107,3385,-115,-91,917,1000,1,0
60,1367,10,20,1000,147,65,184,941,953,124,76,96,3245,-255,-23,855,1000,1,0
61,1387,10,20,1000,132,65,184,974,946,124,81,133,3459,-41,-85,959,1000,1,0
62,1407,10,20,1000,185,136,214,966,968,130,81,96,3071,-429,-318,695,1000,1,0
63,1437,10,20,1000,135,115,168,946,989,149,96,120,3367,-133,-134,898,1000,1,0
64,1457,10,20,1000,123,139,157,974,975,183,111,163,3538,38,276,1000,919,1,0
65,1477,10,20,1000,144,127,94,951,950,99,65,103,3297,-203,-42,880,1000,1,0
66,1497,10,20,1000,135,106,111,910,975,80,106,140,3453,-47,320,1000,956,1,0
67,1517,10,20,1000,114,121,48,928,978,90,60,73,3184,-316,-30,820,1000,1,0
68,1537,10,20,1000,164,139,84,944,960,145,20,133,3407,-93,51,961,1000,1,0
69,1557,10,20,1000,205,160,127,954,1000,372,65,110,3383,-117,79,954,1000,1,0
70,1577,10,20,1000,138,112,159,890,982,599,86,117,3617,117,164,1000,900,1,0
71,1597,10,20,1000,217,163,146,613,939,860,60,80,3522,22,-1,1000,989,1,0
72,1626,10,20,1000,182,142,132,244,943,993,76,56,3746,246,-96,1000,886,1,0
73,1646,10,20,1000,182,166,143,198,918,984,35,86,3719,219,-176,1000,919,1,0
74,1667,10,20,1000,217,172,186,173,939,1000,71,86,3654,154,-244,1000,969,1,0
75,1697,10,20,1000,173,148,165,111,982,984,218,86,3943,443,28,1000,751,1,0
76,1717,10,20,1000,161,139,154,152,968,987,512,60,4159,659,96,1000,617,1,0
77,1737,10,20,1000,155,145,102,122,797,993,898,137,4543,1043,57,1000,414,1,0
78,1757,10,20,1000,147,83,94,139,556,968,934,96,4768,1268,325,1000,232,1,0
79,1777,10,20,1000,155,136,127,106,539,1000,959,86,4506,1006,-81,1000,465,1,0
80,1797,10,20,1000,191,139,124,155,677,1000,934,123,4494,994,-66,1000,468,1,0
82,1847,10,20,1000,97,127,157,137,992,1000,751,137,4630,1130,-18,1000,383,1,0
83,1867,10,20,1000,117,89,140,132,1000,1000,497,127,4496,996,120,1000,426,1,0
84,1887,10,20,1000,117,121,135,165,978,981,289,80,4105,605,-332,1000,741,1,0
85,1907,10,20,1000,88,112,113,173,992,978,177,96,4234,734,34,1000,589,1,0
86,1927,10,20,1000,91,115,119,167,975,1000,126,36,4200,700,182,1000,575,1,0
87,1956,10,20,1000,141,124,151,122,992,978,269,23,4056,556,-83,1000,713,1,0
88,1976,10,20,1000,94,142,105,101,1000,950,522,10,4445,945,128,1000,453,1,0
89,2006,10,20,1000,129,106,108,114,932,978,918,10,4502,1002,-260,1000,507,1,0
90,2036,10,20,1000,155,115,92,83,812,984,939,0,4631,1131,-392,1000,465,1,0
91,2056,10,20,1000,102,74,89,96,943,981,842,23,4786,1286,-33,1000,300,1,0
92,2076,10,20,1000,126,53,119,99,964,965,685,33,4557,1057,-56,1000,431,1,0
93,2105,10,20,1000,114,80,73,157,943,959,177,20,4297,797,-323,1000,633,1,0
94,2125,10,20,1000,100,115,124,259,936,962,76,10,3883,383,-238,1000,842,1,0
95,2145,10,20,1000,132,100,94,259,964,981,131,13,4060,560,-151,1000,726,1,0
96,2165,10,20,1000,111,65,75,208,960,981,208,3,4301,801,342,1000,485,1,0
97,2185,10,20,1000,141,121,113,127,971,978,598,30,4293,793,11,1000,562,1,0
98,2205,10,20,1000,111,83,81,66,943,968,913,53,4800,1300,302,1000,219,1,0
