pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,telemetry_sent,telemetry_skip,debug_skip,network_slow,raw_message
2026-07-09 09:59:50.994,192.168.0.50:62154,boot,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,"type=boot,telemetry_ok=True,control_ms=10,max_speed=580,kp_straight=0.200,kd_straight=0.650"
2026-07-09 09:59:58.273,192.168.0.50:62154,status,99,0,FAST,580,580,21,21,1,77,44.2,8.9,0.52,2,False,0.021,0.200,0.650,0.0,0.0,0,1.000,580,580,,,,,,,,,,,,,,"type=status,loop=99,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=21,overrun=1,error=77,filtered_error=44.2,filtered_rate=8.9,confidence=0.52,active=2,wide=False,curve=0.021,kp=0.200,kd=0.650,p=0.0,d=0.0,steering=0,scale=1.000,left=580,right=580"
2026-07-09 09:59:59.415,192.168.0.50:62154,status,198,0,FAST,580,405,21,21,2,-141,16.1,-40.2,0.61,2,False,0.045,0.200,0.650,0.0,0.0,71,1.000,476,334,,,,,,,,,,,,,,"type=status,loop=198,drive=0,speed_state=FAST,target=580,current=405,compute_ms=21,max_ms=21,overrun=2,error=-141,filtered_error=16.1,filtered_rate=-40.2,confidence=0.61,active=2,wide=False,curve=0.045,kp=0.200,kd=0.650,p=0.0,d=0.0,steering=71,scale=1.000,left=476,right=334"
2026-07-09 10:00:00.293,192.168.0.50:62154,status,297,0,FAST,580,580,22,22,3,-107,-164.1,2.9,0.72,3,False,0.051,0.200,0.650,-12.8,1.9,-33,1.000,547,613,,,,,,,,,,,,,,"type=status,loop=297,drive=0,speed_state=FAST,target=580,current=580,compute_ms=22,max_ms=22,overrun=3,error=-107,filtered_error=-164.1,filtered_rate=2.9,confidence=0.72,active=3,wide=False,curve=0.051,kp=0.200,kd=0.650,p=-12.8,d=1.9,steering=-33,scale=1.000,left=547,right=613"
2026-07-09 10:00:01.351,192.168.0.50:62154,status,396,0,FAST,580,470,20,22,4,405,376.2,-23.2,0.69,3,False,0.126,0.200,0.650,55.2,-15.0,42,1.000,512,428,,,,,,,,,,,,,,"type=status,loop=396,drive=0,speed_state=FAST,target=580,current=470,compute_ms=20,max_ms=22,overrun=4,error=405,filtered_error=376.2,filtered_rate=-23.2,confidence=0.69,active=3,wide=False,curve=0.126,kp=0.200,kd=0.650,p=55.2,d=-15.0,steering=42,scale=1.000,left=512,right=428"
2026-07-09 10:00:02.331,192.168.0.50:62154,status,495,0,FAST,580,380,20,22,5,-30,-25.2,-60.0,0.62,2,False,0.062,0.200,0.650,0.0,-39.0,-16,1.000,364,396,,,,,,,,,,,,,,"type=status,loop=495,drive=0,speed_state=FAST,target=580,current=380,compute_ms=20,max_ms=22,overrun=5,error=-30,filtered_error=-25.2,filtered_rate=-60.0,confidence=0.62,active=2,wide=False,curve=0.062,kp=0.200,kd=0.650,p=0.0,d=-39.0,steering=-16,scale=1.000,left=364,right=396"
2026-07-09 10:00:03.339,192.168.0.50:62154,status,594,0,FAST,580,580,21,22,7,492,426.6,32.6,0.69,3,False,0.145,0.200,0.650,65.3,21.2,55,1.000,635,525,,,,,,,,,,,,,,"type=status,loop=594,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=22,overrun=7,error=492,filtered_error=426.6,filtered_rate=32.6,confidence=0.69,active=3,wide=False,curve=0.145,kp=0.200,kd=0.650,p=65.3,d=21.2,steering=55,scale=1.000,left=635,right=525"
2026-07-09 10:00:04.316,192.168.0.50:62154,status,693,0,SHARP,290,290,21,22,8,-2076,-1952.5,-116.2,0.91,4,False,0.631,0.280,0.400,-518.7,-46.5,-302,1.000,90,592,,,,,,,,,,,,,,"type=status,loop=693,drive=0,speed_state=SHARP,target=290,current=290,compute_ms=21,max_ms=22,overrun=8,error=-2076,filtered_error=-1952.5,filtered_rate=-116.2,confidence=0.91,active=4,wide=False,curve=0.631,kp=0.280,kd=0.400,p=-518.7,d=-46.5,steering=-302,scale=1.000,left=90,right=592"
2026-07-09 10:00:05.418,192.168.0.50:62154,status,792,0,CURVE,430,430,21,22,9,-744,-689.8,-53.2,0.62,3,False,0.233,0.240,0.550,-141.5,-29.3,-125,1.000,305,555,,,,,,,,,,,,,,"type=status,loop=792,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=21,max_ms=22,overrun=9,error=-744,filtered_error=-689.8,filtered_rate=-53.2,confidence=0.62,active=3,wide=False,curve=0.233,kp=0.240,kd=0.550,p=-141.5,d=-29.3,steering=-125,scale=1.000,left=305,right=555"
2026-07-09 10:00:07.335,192.168.0.50:62154,status,990,0,FAST,580,580,21,22,11,104,81.0,-10.0,0.54,2,False,0.033,0.200,0.650,0.0,0.0,5,1.000,585,575,,,,,,,,,,,,,,"type=status,loop=990,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=22,overrun=11,error=104,filtered_error=81.0,filtered_rate=-10.0,confidence=0.54,active=2,wide=False,curve=0.033,kp=0.200,kd=0.650,p=0.0,d=0.0,steering=5,scale=1.000,left=585,right=575"
2026-07-09 10:00:08.384,192.168.0.50:62154,status,1089,0,FAST,580,580,20,22,12,313,283.0,14.9,0.60,3,False,0.090,0.200,0.650,36.6,9.7,31,1.000,611,549,,,,,,,,,,,,,,"type=status,loop=1089,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=22,overrun=12,error=313,filtered_error=283.0,filtered_rate=14.9,confidence=0.60,active=3,wide=False,curve=0.090,kp=0.200,kd=0.650,p=36.6,d=9.7,steering=31,scale=1.000,left=611,right=549"
2026-07-09 10:00:09.447,192.168.0.50:62154,status,1188,0,FAST,580,580,22,22,13,-117,-134.2,-5.4,0.63,2,False,0.043,0.200,0.650,-6.8,-3.5,-4,1.000,576,584,,,,,,,,,,,,,,"type=status,loop=1188,drive=0,speed_state=FAST,target=580,current=580,compute_ms=22,max_ms=22,overrun=13,error=-117,filtered_error=-134.2,filtered_rate=-5.4,confidence=0.63,active=2,wide=False,curve=0.043,kp=0.200,kd=0.650,p=-6.8,d=-3.5,steering=-4,scale=1.000,left=576,right=584"
