pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,telemetry_sent,telemetry_skip,debug_skip,network_slow,raw_message
2026-07-09 09:43:07.903,192.168.0.50:51276,boot,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,"type=boot,control_ms=10,max_speed=560,kp_straight=0.200,kd_straight=0.650"
2026-07-09 09:43:11.932,192.168.0.50:51276,start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type=start
2026-07-09 09:43:12.922,192.168.0.50:51276,status,99,0,FAST,560,532,21,21,1,36,-20.1,17.3,0.61,2,False,0.022,0.200,0.650,0.0,0.0,-11,1.000,521,543,,,,,,,,,,,,,,"type=status,loop=99,drive=0,speed_state=FAST,target=560,current=532,compute_ms=21,max_ms=21,overrun=1,error=36,filtered_error=-20.1,filtered_rate=17.3,confidence=0.61,active=2,wide=False,curve=0.022,kp=0.200,kd=0.650,p=0.0,d=0.0,steering=-11,scale=1.000,left=521,right=543"
2026-07-09 09:43:13.886,192.168.0.50:51276,status,198,0,FAST,560,334,20,21,2,153,268.9,32.4,0.59,2,False,0.111,0.200,0.650,33.8,21.1,115,1.000,449,219,,,,,,,,,,,,,,"type=status,loop=198,drive=0,speed_state=FAST,target=560,current=334,compute_ms=20,max_ms=21,overrun=2,error=153,filtered_error=268.9,filtered_rate=32.4,confidence=0.59,active=2,wide=False,curve=0.111,kp=0.200,kd=0.650,p=33.8,d=21.1,steering=115,scale=1.000,left=449,right=219"
2026-07-09 09:43:15.011,192.168.0.50:51276,status,297,0,FAST,560,480,20,21,3,138,142.9,8.3,0.65,2,False,0.047,0.200,0.650,8.6,5.4,19,1.000,499,461,,,,,,,,,,,,,,"type=status,loop=297,drive=0,speed_state=FAST,target=560,current=480,compute_ms=20,max_ms=21,overrun=3,error=138,filtered_error=142.9,filtered_rate=8.3,confidence=0.65,active=2,wide=False,curve=0.047,kp=0.200,kd=0.650,p=8.6,d=5.4,steering=19,scale=1.000,left=499,right=461"
2026-07-09 09:43:15.955,192.168.0.50:51276,status,396,0,FAST,560,452,20,21,4,360,337.7,5.8,0.78,3,False,0.098,0.200,0.650,47.5,3.7,27,1.000,479,425,,,,,,,,,,,,,,"type=status,loop=396,drive=0,speed_state=FAST,target=560,current=452,compute_ms=20,max_ms=21,overrun=4,error=360,filtered_error=337.7,filtered_rate=5.8,confidence=0.78,active=3,wide=False,curve=0.098,kp=0.200,kd=0.650,p=47.5,d=3.7,steering=27,scale=1.000,left=479,right=425"
2026-07-09 09:43:16.954,192.168.0.50:51276,status,495,0,FAST,560,362,20,21,5,277,244.9,4.7,0.79,3,False,0.073,0.200,0.650,29.0,3.0,7,1.000,369,355,,,,,,,,,,,,,,"type=status,loop=495,drive=0,speed_state=FAST,target=560,current=362,compute_ms=20,max_ms=21,overrun=5,error=277,filtered_error=244.9,filtered_rate=4.7,confidence=0.79,active=3,wide=False,curve=0.073,kp=0.200,kd=0.650,p=29.0,d=3.0,steering=7,scale=1.000,left=369,right=355"
2026-07-09 09:43:17.940,192.168.0.50:51276,status,594,0,FAST,560,348,21,21,6,-371,-304.3,-61.4,0.69,2,False,0.135,0.200,0.650,-40.9,-39.9,-56,1.000,292,404,,,,,,,,,,,,,,"type=status,loop=594,drive=0,speed_state=FAST,target=560,current=348,compute_ms=21,max_ms=21,overrun=6,error=-371,filtered_error=-304.3,filtered_rate=-61.4,confidence=0.69,active=2,wide=False,curve=0.135,kp=0.200,kd=0.650,p=-40.9,d=-39.9,steering=-56,scale=1.000,left=292,right=404"
2026-07-09 09:43:18.922,192.168.0.50:51276,status,693,0,FAST,560,560,22,22,7,-18,35.5,-12.5,0.56,2,False,0.023,0.200,0.650,0.0,0.0,5,1.000,565,555,,,,,,,,,,,,,,"type=status,loop=693,drive=0,speed_state=FAST,target=560,current=560,compute_ms=22,max_ms=22,overrun=7,error=-18,filtered_error=35.5,filtered_rate=-12.5,confidence=0.56,active=2,wide=False,curve=0.023,kp=0.200,kd=0.650,p=0.0,d=0.0,steering=5,scale=1.000,left=565,right=555"
2026-07-09 09:43:20.924,192.168.0.50:51276,status,891,0,FAST,560,428,20,22,9,321,198.6,54.3,0.58,3,False,0.103,0.200,0.650,19.7,35.3,4,1.000,432,424,,,,,,,,,,,,,,"type=status,loop=891,drive=0,speed_state=FAST,target=560,current=428,compute_ms=20,max_ms=22,overrun=9,error=321,filtered_error=198.6,filtered_rate=54.3,confidence=0.58,active=3,wide=False,curve=0.103,kp=0.200,kd=0.650,p=19.7,d=35.3,steering=4,scale=1.000,left=432,right=424"
2026-07-09 09:43:22.962,192.168.0.50:51276,status,1089,0,FAST,560,517,21,22,11,400,404.6,22.5,0.64,3,False,0.131,0.200,0.650,60.9,14.6,77,1.000,594,440,,,,,,,,,,,,,,"type=status,loop=1089,drive=0,speed_state=FAST,target=560,current=517,compute_ms=21,max_ms=22,overrun=11,error=400,filtered_error=404.6,filtered_rate=22.5,confidence=0.64,active=3,wide=False,curve=0.131,kp=0.200,kd=0.650,p=60.9,d=14.6,steering=77,scale=1.000,left=594,right=440"
2026-07-09 09:43:24.013,192.168.0.50:51276,status,1188,0,FAST,560,560,20,22,12,236,218.7,8.9,0.59,3,False,0.068,0.200,0.650,23.7,5.8,27,1.000,587,533,,,,,,,,,,,,,,"type=status,loop=1188,drive=0,speed_state=FAST,target=560,current=560,compute_ms=20,max_ms=22,overrun=12,error=236,filtered_error=218.7,filtered_rate=8.9,confidence=0.59,active=3,wide=False,curve=0.068,kp=0.200,kd=0.650,p=23.7,d=5.8,steering=27,scale=1.000,left=587,right=533"
2026-07-09 09:43:24.959,192.168.0.50:51276,status,1287,0,FAST,560,560,21,22,13,-209,-196.0,-23.2,0.68,2,False,0.074,0.200,0.650,-19.2,-15.1,-20,1.000,540,580,,,,,,,,,,,,,,"type=status,loop=1287,drive=0,speed_state=FAST,target=560,current=560,compute_ms=21,max_ms=22,overrun=13,error=-209,filtered_error=-196.0,filtered_rate=-23.2,confidence=0.68,active=2,wide=False,curve=0.074,kp=0.200,kd=0.650,p=-19.2,d=-15.1,steering=-20,scale=1.000,left=540,right=580"
2026-07-09 09:43:26.053,192.168.0.50:51276,status,1386,0,FAST,560,560,21,22,14,-237,-222.2,-10.0,0.73,3,False,0.069,0.200,0.650,-24.4,-6.5,-28,1.000,532,588,,,,,,,,,,,,,,"type=status,loop=1386,drive=0,speed_state=FAST,target=560,current=560,compute_ms=21,max_ms=22,overrun=14,error=-237,filtered_error=-222.2,filtered_rate=-10.0,confidence=0.73,active=3,wide=False,curve=0.069,kp=0.200,kd=0.650,p=-24.4,d=-6.5,steering=-28,scale=1.000,left=532,right=588"
2026-07-09 09:43:26.982,192.168.0.50:51276,status,1485,0,FAST,560,560,21,22,15,155,130.5,2.2,0.57,2,False,0.039,0.200,0.650,6.1,1.5,6,1.000,566,554,,,,,,,,,,,,,,"type=status,loop=1485,drive=0,speed_state=FAST,target=560,current=560,compute_ms=21,max_ms=22,overrun=15,error=155,filtered_error=130.5,filtered_rate=2.2,confidence=0.57,active=2,wide=False,curve=0.039,kp=0.200,kd=0.650,p=6.1,d=1.5,steering=6,scale=1.000,left=566,right=554"
