seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
7,164,5,20,1000,930,972,980,987,995,989,991,1000,3539,39,1,1000,979,1,1
8,189,5,20,1000,930,972,985,987,990,989,983,1000,3535,35,-3,1000,982,1,1
9,209,5,20,1000,930,972,980,987,995,984,991,1000,3538,38,0,1000,980,1,1
10,230,5,20,1000,930,979,985,987,990,989,991,1000,3535,35,-3,1000,982,1,1
11,250,5,20,1000,940,979,985,991,1000,994,991,1000,3532,32,2,1000,982,1,1
12,270,5,20,1000,930,979,990,991,995,994,991,1000,3535,35,3,1000,981,1,1
13,290,5,20,1000,930,979,985,991,995,989,991,1000,3536,36,5,1000,980,1,1
14,310,5,20,1000,930,972,985,987,990,984,983,1000,3534,34,-2,1000,982,1,1
15,335,5,20,1000,930,972,985,987,990,989,983,1000,3535,35,2,1000,981,1,1
16,355,5,20,1000,930,979,985,987,990,989,991,1000,3535,35,-1,1000,981,1,1
17,375,5,20,1000,930,979,985,987,990,989,991,1000,3535,35,-1,1000,981,1,1
18,399,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
19,420,5,20,1000,930,965,980,983,985,984,983,1000,3538,38,1,1000,979,1,1
21,460,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
22,480,5,20,1000,930,972,985,987,990,989,983,1000,3535,35,1,1000,981,1,1
23,500,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,2,1000,980,1,1
24,520,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,1,1000,980,1,1
25,540,5,20,1000,930,972,980,983,985,984,983,1000,3535,35,-1,1000,981,1,1
26,560,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
27,584,5,20,1000,930,972,980,987,990,984,983,1000,3535,35,0,1000,981,1,1
28,605,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,1,1000,980,1,1
29,625,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
30,649,5,20,1000,930,972,975,983,985,984,983,1000,3536,36,0,1000,981,1,1
31,670,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
32,690,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
33,710,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,-2,1000,981,1,1
34,730,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
35,755,5,20,1000,930,972,980,983,985,984,983,1000,3535,35,-1,1000,981,1,1
36,775,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
37,795,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
38,815,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
39,839,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
40,860,5,20,1000,930,965,980,983,990,984,983,1000,3538,38,2,1000,979,1,1
41,880,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
42,900,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
43,920,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,1,1000,980,1,1
44,940,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
45,960,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
54,1151,5,20,1000,930,965,980,983,985,979,983,1000,3537,37,1,1000,980,1,1
55,1171,5,20,1000,920,965,975,983,985,984,983,1000,3543,43,7,1000,975,1,1
57,1212,5,20,1000,930,965,980,979,985,984,983,1000,3538,38,4,1000,979,1,1
59,1252,5,20,1000,930,965,980,983,985,984,983,1000,3538,38,-3,1000,980,1,1
61,1296,5,20,1000,920,972,980,983,990,984,983,1000,3540,40,5,1000,977,1,1
62,1317,5,20,1000,930,965,975,979,985,979,983,1000,3538,38,0,1000,980,1,1
63,1337,5,20,1000,920,965,975,983,985,979,983,1000,3542,42,2,1000,977,1,1
65,1378,5,20,1000,930,972,980,983,985,984,983,1000,3535,35,-4,1000,982,1,1
69,1463,5,20,1000,930,972,975,979,985,984,983,1000,3537,37,-6,1000,981,1,1
70,1483,5,20,1000,930,972,975,983,985,984,983,1000,3536,36,1,1000,980,1,1
71,1507,5,20,1000,930,972,980,983,985,984,983,1000,3535,35,-3,1000,982,1,1
72,1528,5,20,1000,930,965,975,979,985,979,983,1000,3538,38,1,1000,979,1,1
73,1548,5,20,1000,930,965,980,979,985,984,983,1000,3538,38,-3,1000,980,1,1
74,1568,5,20,1000,930,972,980,983,985,984,983,1000,3535,35,-1,1000,981,1,1
75,1588,5,20,1000,930,972,980,983,985,984,983,1000,3535,35,0,1000,981,1,1
76,1608,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
77,1628,5,20,1000,930,972,980,983,985,984,983,1000,3535,35,0,1000,981,1,1
78,1648,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,-2,1000,981,1,1
80,1692,5,20,1000,930,972,980,987,990,984,983,1000,3535,35,-1,1000,981,1,1
81,1713,5,20,1000,930,972,980,983,985,984,983,1000,3535,35,0,1000,981,1,1
82,1733,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,1,1000,980,1,1
83,1753,5,20,1000,930,972,985,983,985,984,983,1000,3534,34,-1,1000,982,1,1
84,1773,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,1,1000,980,1,1
85,1798,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,1,1000,980,1,1
87,1839,5,20,1000,930,972,980,987,990,984,983,1000,3535,35,0,1000,981,1,1
88,1859,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
89,1879,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
90,1899,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,1,1000,980,1,1
91,1923,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
92,1944,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
93,1964,5,20,1000,930,972,980,987,990,984,983,1000,3535,35,-1,1000,981,1,1
94,1989,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,1,1000,980,1,1
95,2010,5,20,1000,930,972,980,983,990,984,983,1000,3536,36,0,1000,981,1,1
96,2030,5,20,1000,930,972,980,987,990,984,983,1000,3535,35,2,1000,981,1,1
97,2050,5,20,1000,930,972,980,987,995,989,983,1000,3537,37,3,1000,979,1,1
98,2070,5,20,1000,930,972,985,987,990,984,983,1000,3534,34,-2,1000,982,1,1
99,2090,5,20,1000,930,972,985,987,990,989,983,1000,3535,35,-1,1000,981,1,1
100,2110,5,20,1000,930,979,985,987,995,984,991,1000,3535,35,-3,1000,982,1,1
101,2134,5,20,1000,930,979,985,987,995,984,983,1000,3532,32,0,1000,983,1,1
102,2155,5,20,1000,930,972,980,987,990,984,983,1000,3535,35,-1,1000,981,1,1
104,2200,5,20,1000,930,972,980,987,990,984,991,1000,3538,38,5,1000,978,1,1
105,2220,5,20,1000,930,972,980,987,990,984,991,1000,3538,38,2,1000,979,1,1
106,2240,5,20,1000,930,965,985,987,990,984,983,1000,3537,37,4,1000,979,1,1
107,2260,5,20,1000,930,979,985,987,995,984,983,1000,3532,32,-1,1000,983,1,1
108,2285,5,20,1000,930,979,985,987,995,989,983,1000,3533,33,-2,1000,983,1,1
109,2305,5,20,1000,930,979,985,983,995,989,991,1000,3536,36,2,1000,980,1,1
110,2325,5,20,1000,930,979,985,987,990,989,991,1000,3535,35,2,1000,981,1,1
111,2349,5,20,1000,930,979,985,987,995,989,983,1000,3533,33,0,1000,982,1,1
112,2370,5,20,1000,930,979,985,987,990,989,991,1000,3535,35,-3,1000,982,1,1
113,2391,5,20,1000,930,979,985,987,995,989,991,1000,3536,36,2,1000,980,1,1
114,2411,5,20,1000,930,979,985,987,995,989,991,1000,3536,36,7,1000,979,1,1
115,2431,5,20,1000,940,979,985,987,990,989,991,1000,3531,31,-4,1000,984,1,1
116,2451,5,20,1000,930,972,985,987,990,989,991,1000,3538,38,3,1000,979,1,1
117,2475,5,20,1000,940,979,985,987,990,989,991,1000,3531,31,-5,1000,985,1,1
118,2496,5,20,1000,930,979,985,987,990,989,991,1000,3535,35,-1,1000,981,1,1
119,2516,5,20,1000,940,979,985,987,995,989,991,1000,3531,31,-2,1000,984,1,1
120,2536,5,20,1000,930,979,985,987,990,989,991,1000,3535,35,6,1000,980,1,1
121,2556,5,20,1000,940,979,985,987,995,989,991,1000,3531,31,0,1000,983,1,1
122,2576,5,20,1000,940,979,985,987,995,989,991,1000,3531,31,-5,1000,985,1,1
123,2596,5,20,1000,940,979,990,991,995,989,991,1000,3530,30,-1,1000,984,1,1
124,2616,5,20,1000,940,986,990,991,995,994,991,1000,3529,29,-2,1000,985,1,1
125,2640,5,20,1000,940,979,990,991,995,989,991,1000,3530,30,0,1000,984,1,1
126,2661,5,20,1000,940,986,990,991,995,994,991,1000,3529,29,0,1000,985,1,1
127,2681,5,20,1000,940,986,990,991,1000,994,991,1000,3529,29,0,1000,985,1,1
128,2701,5,20,1000,940,986,990,995,1000,994,991,1000,3529,29,0,1000,985,1,1
129,2721,5,20,1000,950,986,995,995,1000,994,1000,1000,3526,26,2,1000,986,1,1
130,2745,5,20,1000,940,993,995,995,1000,1000,1000,1000,3529,29,4,1000,984,1,1
131,2766,5,20,1000,940,993,995,1000,1000,1000,1000,1000,3529,29,7,1000,983,1,1
132,2790,5,20,1000,950,993,995,995,1000,1000,1000,1000,3525,25,0,1000,987,1,1
133,2811,5,20,1000,950,993,995,1000,1000,1000,1000,1000,3525,25,-4,1000,988,1,1
134,2831,5,20,1000,950,993,1000,1000,1000,1000,1000,1000,3524,24,-1,1000,988,1,1
136,2871,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
137,2891,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
138,2911,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
139,2937,5,20,1000,950,993,1000,1000,1000,1000,1000,1000,3524,24,0,1000,987,1,1
140,2961,5,20,1000,950,993,1000,1000,1000,1000,1000,1000,3524,24,2,1000,987,1,1
141,2982,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
142,3012,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
143,3032,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
144,3052,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,-5,1000,992,1,1
145,3072,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,-5,1000,992,1,1
146,3092,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,-5,1000,992,1,1
147,3117,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,-5,1000,992,1,1
148,3137,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
149,3157,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
150,3177,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
152,3222,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
153,3242,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,-5,1000,992,1,1
154,3266,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
155,3287,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
156,3307,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
157,3327,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
158,3347,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
159,3372,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
160,3392,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
161,3413,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
162,3433,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
163,3453,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
164,3473,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
165,3498,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
166,3518,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
167,3539,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
168,3559,5,20,1000,950,993,1000,995,1000,1000,1000,1000,3524,24,-1,1000,988,1,1
169,3579,5,20,1000,940,993,995,995,1000,994,1000,1000,3528,28,2,1000,985,1,1
170,3599,5,20,1000,940,986,990,991,1000,994,991,1000,3529,29,-2,1000,985,1,1
171,3619,5,20,1000,940,986,990,991,995,994,991,1000,3529,29,0,1000,985,1,1
172,3640,5,20,1000,940,986,990,991,995,994,991,1000,3529,29,0,1000,985,1,1
173,3660,5,20,1000,940,993,995,995,995,994,1000,1000,3528,28,-4,1000,986,1,1
174,3680,5,20,1000,950,993,995,995,1000,994,1000,1000,3524,24,0,1000,987,1,1
175,3700,5,20,1000,950,1000,1000,1000,1000,1000,1000,1000,3522,22,0,1000,988,1,1
176,3720,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
177,3740,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
178,3765,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
179,3785,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
180,3805,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
181,3829,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
182,3850,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
183,3870,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
184,3895,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
185,3915,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
186,3936,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
187,3956,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
188,3976,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
189,4015,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
190,4035,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
191,4055,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
192,4075,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
193,4100,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
194,4120,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
195,4140,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
196,4160,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
197,4180,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
198,4204,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
199,4225,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
200,4245,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
201,4265,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
202,4285,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
203,4309,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
204,4330,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
205,4350,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
206,4370,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
207,4390,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
208,4410,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
209,4430,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
210,4454,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
211,4475,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
212,4495,5,20,1000,960,1000,1000,1000,1000,1000,1000,1000,3517,17,0,1000,991,1,1
213,4515,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
214,4535,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
215,4555,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
216,4575,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,5,1000,992,1,1
217,4599,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,5,1000,992,1,1
218,4620,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
220,4661,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
221,4681,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,-5,1000,997,1,1
222,4701,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,5,1000,992,1,1
223,4721,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,-5,1000,997,1,1
224,4746,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,-5,1000,997,1,1
225,4766,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
227,4806,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
228,4826,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,5,1000,992,1,1
230,4866,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,0,1000,996,1,1
231,4891,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,0,1000,996,1,1
232,4911,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,0,1000,996,1,1
233,4931,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,-5,1000,997,1,1
234,4951,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
235,4971,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
236,5002,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
237,5022,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
238,5042,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
239,5066,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,5,1000,992,1,1
240,5087,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
241,5112,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
242,5133,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,5,1000,992,1,1
243,5153,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
244,5173,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,5,1000,992,1,1
245,5198,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
246,5218,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
247,5238,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,0,1000,996,1,1
248,5258,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
249,5278,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
250,5302,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,0,1000,993,1,1
251,5323,5,20,1000,970,1000,1000,1000,1000,1000,1000,1000,3513,13,5,1000,992,1,1
252,5343,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,0,1000,996,1,1
253,5367,5,20,1000,980,1000,1000,1000,1000,1000,1000,1000,3508,8,0,1000,996,1,1
