seq,t_ms,control_ms,send_ms,current_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
1322,31255,10,20,1000,79,80,955,1000,505,63,118,151,3186,-314,218,963,1000,1,0
1323,31285,10,20,1000,63,80,227,974,1000,97,108,78,3475,-25,-7,994,1000,1,0
1324,31315,10,20,1000,66,37,100,793,979,939,80,53,3980,480,323,1000,665,1,0
1326,31367,10,20,1000,29,53,61,64,508,959,989,160,5306,1806,244,1000,-101,1,0
1327,31395,10,20,1000,33,34,50,74,108,959,961,697,5824,2324,104,1000,-101,1,0
1328,31415,10,20,1000,36,26,97,64,132,988,987,548,5734,2234,19,1000,-101,1,0
1329,31448,10,20,1000,59,42,76,70,752,945,971,97,5082,1582,-283,1000,145,1,0
1330,31474,10,20,1000,73,56,61,258,975,919,116,0,4393,893,-248,1000,543,1,0
1331,31495,10,20,1000,69,69,120,941,982,783,41,78,3859,359,-132,1000,834,1,0
1332,31515,10,20,1000,9,50,94,958,965,432,33,59,3776,276,8,1000,957,1,0
1333,31544,10,20,1000,23,50,61,932,982,855,72,41,3972,472,111,1000,715,1,0
1334,31565,10,20,1000,16,42,97,474,972,930,64,0,4191,691,121,1000,584,1,0
1335,31585,10,20,1000,9,26,76,93,972,927,679,75,4886,1386,345,1000,125,1,0
1336,31608,10,20,1000,16,0,76,87,853,982,968,119,5120,1620,70,1000,-101,1,0
1337,31634,10,20,1000,66,64,82,32,658,971,974,252,5287,1787,-31,1000,-101,1,0
1338,31658,10,20,1000,16,50,100,93,923,959,963,138,5005,1505,-188,1000,169,1,0
1533,36278,10,20,1000,0,0,5,0,0,0,0,0,4065,565,1527,1000,358,0,0
1535,36328,10,20,1000,26,0,14,29,0,2,10,164,4065,565,1527,1000,358,0,0
1536,36348,10,20,1000,3,13,47,38,3,0,149,908,6859,3359,-141,1000,-101,1,0
1537,36378,10,20,1000,43,29,14,45,87,916,943,936,6007,2507,-298,1000,-101,1,0
1538,36401,10,20,1000,0,0,73,538,937,930,968,378,4922,1422,-628,1000,312,1,0
1539,36428,10,20,1000,794,960,976,948,1000,420,111,116,2504,-996,-818,252,1000,1,0
1540,36451,10,20,1000,933,925,926,283,55,83,95,104,1373,-2127,-752,-100,1000,1,0
1541,36478,10,20,1000,176,40,109,109,52,37,51,91,132,-3368,-488,-100,1000,0,0
1542,36507,10,20,1000,0,2,35,25,13,0,15,28,132,-3368,-488,-100,1000,0,0
1543,36528,10,20,1000,0,24,61,67,3,25,0,34,132,-3368,-488,-100,1000,0,0
1544,36548,10,20,1000,172,40,126,61,80,34,64,75,132,-3368,-488,-100,1000,0,0
1545,36568,10,20,1000,850,90,106,48,69,20,59,63,221,-3279,221,-100,1000,1,0
1546,36589,10,20,1000,906,514,109,77,69,14,54,72,478,-3022,314,-100,1000,1,0
1547,36609,10,20,1000,943,952,182,83,73,20,59,75,633,-2867,144,-100,1000,1,0
1548,36642,10,20,1000,169,930,941,132,87,72,77,100,1720,-1780,641,104,1000,1,0
1549,36662,10,20,1000,73,728,997,896,111,69,108,132,2498,-1002,767,581,1000,1,0
1550,36689,10,20,1000,102,88,507,941,954,89,105,123,3346,-154,402,1000,997,1,0
1551,36719,10,20,1000,106,66,132,932,979,374,93,72,3506,6,30,1000,1000,1,0
1552,36749,10,20,1000,119,96,174,496,979,976,126,151,4119,619,247,1000,599,1,0
1553,36769,10,20,1000,73,72,123,245,982,968,67,72,4205,705,-95,1000,621,1,0
1554,36789,10,20,1000,63,29,79,248,972,939,69,41,4320,820,-2,1000,534,1,0
1555,36809,10,20,1000,56,69,82,761,1000,726,43,28,3985,485,-227,1000,779,1,0
1556,36838,10,20,1000,23,45,129,935,951,25,41,37,3407,-93,-71,972,1000,1,0
1557,36859,10,20,1000,36,80,371,954,944,2,0,0,3252,-248,-138,932,1000,1,0
1558,36879,10,20,1000,66,74,935,1000,540,37,64,110,3017,-483,-25,716,1000,1,0
1559,36909,10,20,1000,176,141,982,977,219,77,134,129,2762,-738,-278,514,1000,1,0
1560,36938,10,20,1000,142,114,1000,993,289,121,147,173,3003,-497,9,715,1000,1,0
1562,36979,10,20,1000,119,122,702,974,919,138,157,157,3301,-199,246,990,1000,1,0
1563,37009,10,20,1000,142,96,218,967,1000,170,100,100,3517,17,168,1000,991,1,0
1564,37029,10,20,1000,102,50,141,967,1000,118,87,72,3338,-162,-56,960,1000,1,0
1565,37049,10,20,1000,49,16,82,919,930,135,59,69,3604,104,99,1000,981,1,0
1566,37069,10,20,1000,9,29,47,951,961,74,77,12,3502,2,-6,1000,1000,1,0
1568,37138,10,20,1000,16,37,53,919,912,83,0,6,3498,-2,-5,999,1000,1,0
1569,37168,10,20,1000,66,5,17,906,874,115,0,0,3582,82,-28,1000,1000,1,0
1570,37198,10,20,1000,23,0,0,887,937,158,0,0,3632,132,17,1000,986,1,0
1572,37248,10,20,1000,33,42,82,919,972,253,67,31,3689,189,6,1000,975,1,0
1573,37268,10,20,1000,76,106,115,941,989,253,67,31,3485,-15,-104,984,1000,1,0
1574,37288,10,20,1000,13,77,112,932,1000,198,46,63,3572,72,-117,1000,1000,1,0
1575,37309,10,20,1000,63,58,64,935,965,144,69,25,3613,113,-133,1000,1000,1,0
1576,37329,10,20,1000,26,10,41,922,891,95,54,82,3491,-9,-5,998,1000,1,0
1577,37349,10,20,1000,53,53,56,945,916,121,15,47,3584,84,88,1000,987,1,0
1578,37379,10,20,1000,53,0,61,929,923,80,23,69,3498,-2,6,1000,1000,1,0
1579,37408,10,20,1000,26,16,56,893,912,46,0,0,3505,5,8,1000,1000,1,0
1580,37429,10,20,1000,43,18,112,925,909,72,54,25,3409,-91,-94,970,1000,1,0
1581,37449,10,20,1000,19,24,61,919,916,31,0,0,3499,-1,6,1000,1000,1,0
1582,37469,10,20,1000,0,29,76,945,926,17,0,12,3494,-6,-11,998,1000,1,0
1583,37489,10,20,1000,36,48,61,909,923,40,15,0,3503,3,75,1000,1000,1,0
1584,37519,10,20,1000,23,50,103,906,937,20,33,37,3428,-72,15,987,1000,1,0
1585,37549,10,20,1000,26,40,85,929,881,80,0,44,3486,-14,57,1000,1000,1,0
1586,37579,10,20,1000,43,74,109,932,958,69,36,47,3424,-76,-70,976,1000,1,0
1587,37609,10,20,1000,0,0,56,890,965,2,0,0,3520,20,39,1000,1000,1,0
1588,37638,10,20,1000,29,8,138,967,1000,89,2,0,3409,-91,-3,981,1000,1,0
1589,37659,10,20,1000,43,0,91,912,933,0,0,0,3505,5,-2,1000,1000,1,0
1590,37688,10,20,1000,53,18,103,909,989,17,41,28,3442,-58,-60,981,1000,1,0
1591,37709,10,20,1000,36,64,129,941,968,43,46,72,3411,-89,-91,971,1000,1,0
1592,37729,10,20,1000,16,40,115,974,923,37,54,25,3401,-99,-107,966,1000,1,0
1593,37749,10,20,1000,63,24,147,964,961,37,51,88,3392,-108,-3,978,1000,1,0
1594,37779,10,20,1000,33,50,174,977,1000,118,69,63,3468,-32,28,997,1000,1,0
1595,37799,10,20,1000,119,72,188,987,1000,138,152,170,3677,177,225,1000,950,1,0
1596,37828,10,20,1000,3,80,171,1000,1000,121,136,154,3811,311,103,1000,937,1,0
1597,37849,10,20,1000,39,77,197,974,1000,103,152,129,3775,275,-29,1000,962,1,0
1598,37869,10,20,1000,46,72,182,967,1000,112,136,113,3757,257,110,1000,947,1,0
1599,37898,10,20,1000,89,112,191,945,1000,97,113,75,3391,-109,-395,928,1000,1,0
1600,37919,10,20,1000,23,50,191,967,1000,92,85,107,3546,46,-27,1000,1000,1,0
1601,37939,10,20,1000,76,56,179,958,993,100,100,100,3705,205,117,1000,958,1,0
1602,37959,10,20,1000,29,48,153,964,961,86,54,78,3388,-112,-62,969,1000,1,0
1603,37985,10,20,1000,9,58,188,990,979,69,43,82,3366,-134,-117,958,1000,1,0
1604,38009,10,20,1000,29,8,138,964,898,46,54,37,3380,-120,-27,972,1000,1,0
1605,38029,10,20,1000,16,18,144,961,940,63,49,75,3389,-111,-13,976,1000,1,0
1606,38049,10,20,1000,3,13,179,945,965,103,134,116,3760,260,181,1000,938,1,0
1607,38069,10,20,1000,56,24,179,983,986,95,100,123,3674,174,-47,1000,985,1,0
1608,38108,10,20,1000,0,29,265,929,1000,66,136,141,3690,190,-35,1000,980,1,0
1609,38128,10,20,1000,39,26,330,961,993,72,144,116,3612,112,-122,1000,1000,1,0
1610,38148,10,20,1000,0,10,330,945,972,51,126,135,3622,122,31,1000,986,1,0
1611,38168,10,20,1000,0,18,433,945,972,80,87,72,3229,-271,-298,907,1000,1,0
1612,38198,10,20,1000,19,32,297,945,951,8,33,12,3298,-202,56,966,1000,1,0
1613,38218,10,20,1000,9,40,283,951,961,40,80,63,3308,-192,10,962,1000,1,0
1614,38239,10,20,1000,0,0,212,906,944,0,43,41,3354,-146,25,973,1000,1,0
1615,38259,10,20,1000,0,26,224,929,968,0,59,0,3350,-150,-5,969,1000,1,0
1616,38289,10,20,1000,0,32,144,954,944,5,0,0,3391,-109,4,978,1000,1,0
1617,38318,10,20,1000,59,48,94,945,926,0,0,0,3494,-6,-7,998,1000,1,0
1618,38339,10,20,1000,73,37,67,922,909,11,0,0,3496,-4,5,1000,1000,1,0
1619,38359,10,20,1000,26,21,88,874,933,8,20,28,3516,16,10,1000,1000,1,0
1620,38388,10,20,1000,56,26,132,932,968,74,77,15,3411,-89,-93,970,1000,1,0
1621,38409,10,20,1000,0,0,82,941,1000,89,72,34,3515,15,-6,1000,1000,1,0
1622,38429,10,20,1000,0,34,120,932,1000,100,100,100,3756,256,260,1000,928,1,0
1623,38459,10,20,1000,49,82,188,1000,1000,170,152,151,3831,331,265,1000,912,1,0
1624,38489,10,20,1000,13,45,109,993,975,129,126,141,3835,335,34,1000,941,1,0
1625,38519,10,20,1000,6,2,85,974,944,100,77,135,3782,282,-163,1000,977,1,0
1626,38548,10,20,1000,53,24,76,958,958,89,108,116,3815,315,131,1000,932,1,0
1627,38569,10,20,1000,59,370,182,929,951,72,74,91,3011,-489,-563,599,1000,1,0
1628,38589,10,20,1000,26,120,238,932,937,51,38,69,3206,-294,-311,900,1000,1,0
1629,38609,10,20,1000,19,48,306,961,961,89,121,141,3635,135,-2,1000,988,1,0
1630,38629,10,20,1000,43,18,283,945,954,86,64,97,3307,-193,-245,929,1000,1,0
1631,38649,10,20,1000,16,37,318,987,979,121,87,129,3559,59,-18,1000,1000,1,0
1632,38669,10,20,1000,66,34,333,983,958,103,85,91,3349,-151,-208,943,1000,1,0
1633,38699,10,20,1000,56,2,297,935,968,57,51,94,3305,-195,-162,940,1000,1,0
1634,38728,10,20,1000,66,45,277,925,968,25,46,78,3318,-182,-135,946,1000,1,0
1635,38749,10,20,1000,29,29,247,951,926,23,23,41,3319,-181,-12,961,1000,1,0
1636,38769,10,20,1000,56,53,233,964,958,60,67,59,3336,-164,-4,966,1000,1,0
1637,38798,10,20,1000,26,10,150,929,961,37,38,25,3397,-103,29,983,1000,1,0
1638,38819,10,20,1000,49,10,176,941,975,43,18,12,3381,-119,-10,974,1000,1,0
1639,38839,10,20,1000,76,10,109,948,958,14,38,0,3421,-79,-4,984,1000,1,0
1640,38859,10,20,1000,36,16,103,974,937,8,0,15,3414,-86,-9,981,1000,1,0
1641,38888,10,20,1000,19,82,67,922,923,54,0,0,3500,0,12,1000,1000,1,0
1642,38909,10,20,1000,19,64,44,916,916,43,0,15,3500,0,2,1000,1000,1,0
1643,38929,10,20,1000,63,45,26,912,909,80,0,0,3499,-1,-6,1000,1000,1,0
1644,38949,10,20,1000,16,29,61,893,888,132,0,0,3602,102,108,1000,981,1,0
1645,38969,10,20,1000,49,45,73,925,951,265,28,41,3691,191,89,1000,965,1,0
1646,38990,10,20,1000,56,48,79,880,937,348,77,69,3754,254,39,1000,958,1,0
1647,39010,10,20,1000,56,24,76,822,996,435,28,31,3828,328,64,1000,938,1,0
1648,39039,10,20,1000,29,34,82,848,954,412,31,9,3803,303,26,1000,948,1,0
1649,39060,10,20,1000,3,0,58,812,919,423,7,0,3819,319,6,1000,947,1,0
1650,39080,10,20,1000,13,0,32,838,898,308,0,0,3740,240,-44,1000,971,1,0
1651,39109,10,20,1000,0,0,0,887,898,201,0,0,3654,154,-69,1000,992,1,0
1652,39138,10,20,1000,0,0,20,903,919,161,5,0,3625,125,3,1000,989,1,0
1653,39159,10,20,1000,23,2,106,961,940,175,46,28,3542,42,-128,993,1000,1,0
1654,39179,10,20,1000,0,8,26,883,919,95,5,0,3509,9,-107,989,1000,1,0
1655,39209,10,20,1000,3,0,82,948,916,46,0,0,3491,-9,-9,997,1000,1,0
1656,39239,10,20,1000,26,18,61,935,944,5,0,53,3502,2,3,1000,1000,1,0
1657,39260,10,20,1000,0,0,79,925,965,80,23,0,3510,10,98,1000,1000,1,0
1658,39289,10,20,1000,33,29,103,922,909,23,0,0,3416,-84,-86,972,1000,1,0
1659,39309,10,20,1000,0,0,44,916,912,43,0,9,3498,-2,-6,999,1000,1,0
1660,39339,10,20,1000,0,0,44,896,940,25,0,37,3511,11,-7,1000,1000,1,0
1661,39369,10,20,1000,0,13,106,909,937,8,0,0,3425,-75,-82,975,1000,1,0
1662,39399,10,20,1000,0,5,129,929,933,0,0,0,3403,-97,13,982,1000,1,0
1663,39429,10,20,1000,0,0,206,912,933,0,0,0,3354,-146,-19,968,1000,1,0
1664,39449,10,20,1000,0,8,283,922,937,17,2,18,3305,-195,-20,957,1000,1,0
1665,39478,10,20,1000,36,0,327,945,975,0,33,18,3288,-212,53,963,1000,1,0
1666,39499,10,20,1000,59,32,315,961,972,20,59,28,3292,-208,6,958,1000,1,0
1667,39519,10,20,1000,0,69,371,954,933,25,43,72,3248,-252,-27,945,1000,1,0
1668,39539,10,20,1000,59,18,371,922,965,2,0,41,3263,-237,21,954,1000,1,0
1669,39559,10,20,1000,39,37,342,980,975,0,0,82,3275,-225,28,957,1000,1,0
1670,39588,10,20,1000,73,21,230,941,986,48,51,15,3350,-150,40,974,1000,1,0
1671,39609,10,20,1000,86,53,212,938,947,20,25,12,3350,-150,-6,969,1000,1,0
1672,39629,10,20,1000,36,18,132,938,968,8,7,3,3410,-90,30,986,1000,1,0
1673,39649,10,20,1000,49,26,138,935,972,28,54,63,3407,-93,-15,979,1000,1,0
1674,39669,10,20,1000,73,45,162,967,982,5,51,56,3388,-112,-14,975,1000,1,0
