pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,telemetry_sent,telemetry_skip,debug_skip,network_slow,raw_message
2026-07-09 10:20:40.586,192.168.0.50:63358,boot,,,,,,,,,,,,,,,,0.240,0.420,,,,,,,,HIGH_SPEED,10,,,,,,,,,,,"type=boot,telemetry_ok=True,mode=HIGH_SPEED,control_ms=10,base_speed=850,max_speed=1000,kp=0.240,kd=0.420"
2026-07-09 10:20:47.063,192.168.0.50:63358,start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type=start
2026-07-09 10:20:47.587,192.168.0.50:63358,status,51,,,850,850,2,3,0,-350,-315.5,-22.1,0.61,2,,,0.240,0.420,,,-52,,798,902,,,,,,,,,,,,,,"type=status,loop=51,target=850,current=850,compute_ms=2,max_ms=3,overrun=0,error=-350,filtered_error=-315.5,filtered_rate=-22.1,confidence=0.61,active=2,kp=0.240,kd=0.420,steering=-52,left=798,right=902,on_line=1"
2026-07-09 10:20:48.035,192.168.0.50:63358,status,100,,,300,300,2,20,1,-3341,-3262.6,-11.1,0.07,0,,,0.240,0.420,,,0,,300,650,,,,,,,,,,,,,,"type=status,loop=100,target=300,current=300,compute_ms=2,max_ms=20,overrun=1,error=-3341,filtered_error=-3262.6,filtered_rate=-11.1,confidence=0.07,active=0,kp=0.240,kd=0.420,steering=0,left=300,right=650,on_line=0"
2026-07-09 10:20:48.634,192.168.0.50:63358,status,150,,,1000,855,2,20,1,-14,10.0,-51.9,0.64,2,,,0.240,0.420,,,-11,,844,866,,,,,,,,,,,,,,"type=status,loop=150,target=1000,current=855,compute_ms=2,max_ms=20,overrun=1,error=-14,filtered_error=10.0,filtered_rate=-51.9,confidence=0.64,active=2,kp=0.240,kd=0.420,steering=-11,left=844,right=866,on_line=1"
2026-07-09 10:20:49.110,192.168.0.50:63358,status,199,,,850,850,3,21,2,434,372.9,14.7,0.64,2,,,0.240,0.420,,,60,,910,790,,,,,,,,,,,,,,"type=status,loop=199,target=850,current=850,compute_ms=3,max_ms=21,overrun=2,error=434,filtered_error=372.9,filtered_rate=14.7,confidence=0.64,active=2,kp=0.240,kd=0.420,steering=60,left=910,right=790,on_line=1"
2026-07-09 10:20:49.516,192.168.0.50:63358,status,249,,,680,680,2,21,2,1106,1231.5,-12.8,0.67,3,,,0.240,0.420,,,275,,955,405,,,,,,,,,,,,,,"type=status,loop=249,target=680,current=680,compute_ms=2,max_ms=21,overrun=2,error=1106,filtered_error=1231.5,filtered_rate=-12.8,confidence=0.67,active=3,kp=0.240,kd=0.420,steering=275,left=955,right=405,on_line=1"
2026-07-09 10:20:50.051,192.168.0.50:63358,status,297,,,680,680,20,21,3,937,1004.5,-48.4,0.61,2,,,0.240,0.420,,,206,,886,474,,,,,,,,,,,,,,"type=status,loop=297,target=680,current=680,compute_ms=20,max_ms=21,overrun=3,error=937,filtered_error=1004.5,filtered_rate=-48.4,confidence=0.61,active=2,kp=0.240,kd=0.420,steering=206,left=886,right=474,on_line=1"
2026-07-09 10:20:50.569,192.168.0.50:63358,status,348,,,850,850,2,21,3,213,283.6,-25.4,0.73,3,,,0.240,0.420,,,23,,873,827,,,,,,,,,,,,,,"type=status,loop=348,target=850,current=850,compute_ms=2,max_ms=21,overrun=3,error=213,filtered_error=283.6,filtered_rate=-25.4,confidence=0.73,active=3,kp=0.240,kd=0.420,steering=23,left=873,right=827,on_line=1"
2026-07-09 10:20:51.122,192.168.0.50:63358,status,397,,,850,850,3,21,4,-238,-271.9,3.4,0.68,2,,,0.240,0.420,,,-27,,823,877,,,,,,,,,,,,,,"type=status,loop=397,target=850,current=850,compute_ms=3,max_ms=21,overrun=4,error=-238,filtered_error=-271.9,filtered_rate=3.4,confidence=0.68,active=2,kp=0.240,kd=0.420,steering=-27,left=823,right=877,on_line=1"
