pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,telemetry_sent,telemetry_skip,debug_skip,network_slow,raw_message
2026-07-09 10:31:34.478,192.168.0.50:49584,boot,,,,,,,,,,,,,,,,0.240,0.420,,,,,,,,HIGH_SPEED_UTURN,10,,,,,,,,,,,"type=boot,telemetry_ok=True,mode=HIGH_SPEED_UTURN,control_ms=10,base_speed=850,max_speed=1000,kp=0.240,kd=0.420,uturn_speed=380,uturn_hold=420"
2026-07-09 10:31:39.534,192.168.0.50:49584,start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type=start
2026-07-09 10:31:40.079,192.168.0.50:49584,status,51,,,1000,1000,2,3,0,-183,-149.1,-17.9,0.61,2,,,0.240,0.420,,,-15,,985,1000,,,,,,,,,,,,,,"type=status,loop=51,target=1000,current=1000,compute_ms=2,max_ms=3,overrun=0,error=-183,filtered_error=-149.1,filtered_rate=-17.9,confidence=0.61,active=2,kp=0.240,kd=0.420,steering=-15,left=985,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:40.515,192.168.0.50:49584,status,100,,,250,250,3,20,1,430,437.4,54.0,0.14,0,,,0.240,0.420,,,0,,900,250,,,,,,,,,,,,,,"type=status,loop=100,target=250,current=250,compute_ms=3,max_ms=20,overrun=1,error=430,filtered_error=437.4,filtered_rate=54.0,confidence=0.14,active=0,kp=0.240,kd=0.420,steering=0,left=900,right=250,on_line=0,uturn=1"
2026-07-09 10:31:40.969,192.168.0.50:49584,status,150,,,250,250,1,20,1,281,351.4,-0.8,0.03,0,,,0.240,0.420,,,0,,900,0,,,,,,,,,,,,,,"type=status,loop=150,target=250,current=250,compute_ms=1,max_ms=20,overrun=1,error=281,filtered_error=351.4,filtered_rate=-0.8,confidence=0.03,active=0,kp=0.240,kd=0.420,steering=0,left=900,right=0,on_line=0,uturn=0"
2026-07-09 10:31:41.497,192.168.0.50:49584,status,199,,,250,250,2,20,2,-591,-594.1,-7.0,0.07,0,,,0.240,0.420,,,0,,0,900,,,,,,,,,,,,,,"type=status,loop=199,target=250,current=250,compute_ms=2,max_ms=20,overrun=2,error=-591,filtered_error=-594.1,filtered_rate=-7.0,confidence=0.07,active=0,kp=0.240,kd=0.420,steering=0,left=0,right=900,on_line=0,uturn=0"
2026-07-09 10:31:41.942,192.168.0.50:49584,status,249,,,1000,775,3,20,2,184,-58.7,10.2,0.69,6,,,0.240,0.420,,,2,,777,773,,,,,,,,,,,,,,"type=status,loop=249,target=1000,current=775,compute_ms=3,max_ms=20,overrun=2,error=184,filtered_error=-58.7,filtered_rate=10.2,confidence=0.69,active=6,kp=0.240,kd=0.420,steering=2,left=777,right=773,on_line=1,uturn=0"
2026-07-09 10:31:42.559,192.168.0.50:49584,status,298,,,1000,950,3,20,3,90,10.3,40.6,0.71,8,,,0.240,0.420,,,9,,959,941,,,,,,,,,,,,,,"type=status,loop=298,target=1000,current=950,compute_ms=3,max_ms=20,overrun=3,error=90,filtered_error=10.3,filtered_rate=40.6,confidence=0.71,active=8,kp=0.240,kd=0.420,steering=9,left=959,right=941,on_line=1,uturn=0"
2026-07-09 10:31:43.016,192.168.0.50:49584,status,348,,,1000,1000,2,20,3,-154,-93.9,-16.9,0.71,7,,,0.240,0.420,,,-8,,992,1000,,,,,,,,,,,,,,"type=status,loop=348,target=1000,current=1000,compute_ms=2,max_ms=20,overrun=3,error=-154,filtered_error=-93.9,filtered_rate=-16.9,confidence=0.71,active=7,kp=0.240,kd=0.420,steering=-8,left=992,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:43.458,192.168.0.50:49584,status,397,,,1000,1000,3,20,4,-51,-56.5,4.0,0.60,4,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=397,target=1000,current=1000,compute_ms=3,max_ms=20,overrun=4,error=-51,filtered_error=-56.5,filtered_rate=4.0,confidence=0.60,active=4,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:44.050,192.168.0.50:49584,status,446,,,1000,1000,3,20,5,0,-0.6,15.3,1.00,8,,,0.240,0.420,,,3,,1000,997,,,,,,,,,,,,,,"type=status,loop=446,target=1000,current=1000,compute_ms=3,max_ms=20,overrun=5,error=0,filtered_error=-0.6,filtered_rate=15.3,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=3,left=1000,right=997,on_line=1,uturn=0"
2026-07-09 10:31:44.529,192.168.0.50:49584,status,495,,,1000,1000,3,20,6,0,-0.0,0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=495,target=1000,current=1000,compute_ms=3,max_ms=20,overrun=6,error=0,filtered_error=-0.0,filtered_rate=0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:44.965,192.168.0.50:49584,status,545,,,1000,1000,3,20,6,0,-0.0,0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=545,target=1000,current=1000,compute_ms=3,max_ms=20,overrun=6,error=0,filtered_error=-0.0,filtered_rate=0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:45.499,192.168.0.50:49584,status,594,,,1000,1000,3,21,7,0,0.0,-0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=594,target=1000,current=1000,compute_ms=3,max_ms=21,overrun=7,error=0,filtered_error=0.0,filtered_rate=-0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:45.942,192.168.0.50:49584,status,644,,,1000,1000,2,21,7,0,0.0,-0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=644,target=1000,current=1000,compute_ms=2,max_ms=21,overrun=7,error=0,filtered_error=0.0,filtered_rate=-0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:46.535,192.168.0.50:49584,status,692,,,1000,1000,21,21,8,0,0.0,-0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=692,target=1000,current=1000,compute_ms=21,max_ms=21,overrun=8,error=0,filtered_error=0.0,filtered_rate=-0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:48.576,192.168.0.50:49584,status,892,,,1000,1000,3,21,10,0,0.0,-0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=892,target=1000,current=1000,compute_ms=3,max_ms=21,overrun=10,error=0,filtered_error=0.0,filtered_rate=-0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:49.112,192.168.0.50:49584,status,942,,,1000,1000,2,21,10,0,0.0,-0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=942,target=1000,current=1000,compute_ms=2,max_ms=21,overrun=10,error=0,filtered_error=0.0,filtered_rate=-0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:49.566,192.168.0.50:49584,status,991,,,1000,1000,3,21,11,0,0.0,-0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=991,target=1000,current=1000,compute_ms=3,max_ms=21,overrun=11,error=0,filtered_error=0.0,filtered_rate=-0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:50.032,192.168.0.50:49584,status,1041,,,1000,1000,3,21,11,0,0.0,-0.0,1.00,8,,,0.240,0.420,,,0,,1000,1000,,,,,,,,,,,,,,"type=status,loop=1041,target=1000,current=1000,compute_ms=3,max_ms=21,overrun=11,error=0,filtered_error=0.0,filtered_rate=-0.0,confidence=1.00,active=8,kp=0.240,kd=0.420,steering=0,left=1000,right=1000,on_line=1,uturn=0"
2026-07-09 10:31:50.472,192.168.0.50:49584,status,1090,,,380,380,2,21,12,2460,2603.9,112.4,0.24,1,,,0.240,0.420,,,657,,1000,0,,,,,,,,,,,,,,"type=status,loop=1090,target=380,current=380,compute_ms=2,max_ms=21,overrun=12,error=2460,filtered_error=2603.9,filtered_rate=112.4,confidence=0.24,active=1,kp=0.240,kd=0.420,steering=657,left=1000,right=0,on_line=1,uturn=1"
2026-07-09 10:31:50.585,192.168.0.50:49584,finish,,,,,,,,,25,282.9,,,,,,,,,,,,,,,,,1098,,,,,,,,,,"type=finish,loops=1098,speed=380,error=25,filtered_error=282.9,uturn_entry=2"
