seq,t_ms,control_ms,send_ms,current_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
3,82,10,20,265,120,44,339,931,897,95,35,39,3086,-414,-22,204,326,1,0
5,123,10,20,285,134,80,165,938,924,132,40,69,3270,-230,2,253,317,1,0
6,153,10,20,300,114,71,152,967,941,86,20,36,3205,-295,-5,260,340,1,0
7,173,10,20,310,129,71,107,965,904,80,10,26,3194,-306,-6,265,355,1,0
8,202,10,20,325,137,86,81,933,948,144,20,6,3381,-119,29,325,325,1,0
9,222,10,20,335,131,113,105,935,962,172,0,13,3240,-260,0,334,336,1,0
10,243,10,20,345,117,44,68,960,945,204,0,0,3450,-50,14,345,345,1,0
11,263,10,20,355,108,26,65,970,931,236,10,0,3480,-20,19,362,348,1,0
12,283,10,20,365,196,62,86,940,962,314,0,6,3415,-85,7,371,359,1,0
13,303,10,20,375,73,44,107,940,928,377,20,6,3669,169,37,393,357,1,0
14,323,10,20,385,114,47,126,921,941,429,0,39,3525,25,12,399,371,1,0
15,343,10,20,395,85,38,102,874,948,475,10,13,3748,248,35,420,370,1,0
16,363,10,20,405,134,98,113,854,918,573,15,69,3597,97,13,428,382,1,0
17,384,10,20,415,108,44,73,852,928,507,20,13,3675,175,21,454,376,1,0
18,404,10,20,425,67,47,86,815,918,518,25,39,3868,368,30,473,377,1,0
19,424,10,20,435,46,56,89,852,918,461,15,72,3824,324,23,493,377,1,0
20,453,10,20,450,64,23,100,884,897,319,30,36,3652,152,-8,492,408,1,0
21,474,10,20,460,49,11,68,931,907,259,25,13,3679,179,-11,484,436,1,0
22,494,10,20,470,61,26,73,928,914,207,25,23,3648,148,-13,482,458,1,0
23,514,10,20,480,90,38,94,911,911,207,15,16,3653,153,-9,486,474,1,0
24,534,10,20,490,67,59,97,916,948,213,50,46,3661,161,-5,495,485,1,0
25,554,10,20,500,70,29,81,938,921,230,0,0,3661,161,-2,507,493,1,0
26,583,10,20,515,102,35,81,943,941,291,10,16,3534,34,-16,514,516,1,0
27,603,10,20,525,85,62,102,903,911,302,10,29,3637,137,-7,518,532,1,0
28,623,10,20,535,102,80,105,918,931,325,35,0,3491,-9,-12,529,541,1,0
29,644,10,20,545,58,38,100,901,887,377,20,0,3680,180,6,543,547,1,0
30,664,10,20,555,90,44,60,842,907,403,0,0,3796,296,24,569,541,1,0
31,684,10,20,565,137,74,115,859,935,547,0,29,3579,79,0,578,552,1,0
32,713,10,20,580,114,53,118,795,928,599,0,33,3652,152,4,592,568,1,0
33,734,10,20,580,114,47,107,837,914,587,15,0,3640,140,8,605,555,1,0
34,754,10,20,580,126,89,134,871,935,564,0,23,3589,89,0,610,550,1,0
35,774,10,20,580,99,86,115,899,993,461,25,66,3729,229,1,600,560,1,0
36,804,10,20,580,90,47,97,894,962,400,25,19,3781,281,6,601,559,1,0
37,824,10,20,580,161,80,52,876,928,377,71,46,3511,11,-20,584,576,1,0
38,844,10,20,580,196,149,84,903,873,345,65,49,3274,-226,-55,553,607,1,0
39,873,10,20,580,73,77,28,901,860,210,40,16,3649,149,14,576,584,1,0
40,894,10,20,580,41,50,13,896,887,138,20,42,3605,105,10,587,573,1,0
41,914,10,20,580,49,68,13,874,883,121,60,36,3599,99,6,589,571,1,0
42,934,10,20,580,20,23,26,899,887,129,0,56,3597,97,1,585,575,1,0
43,963,10,20,580,85,74,47,911,904,146,0,66,3609,109,1,583,577,1,0
44,984,10,20,580,41,0,26,901,883,146,0,36,3608,108,0,582,578,1,0
45,1005,10,20,580,99,8,57,940,907,155,0,23,3607,107,1,582,578,1,0
46,1025,10,20,580,79,47,97,931,914,184,0,3,3631,131,3,583,577,1,0
47,1045,10,20,580,73,17,71,955,901,210,0,3,3639,139,4,586,574,1,0
48,1065,10,20,580,55,17,47,926,897,190,0,0,3634,134,3,589,571,1,0
49,1085,10,20,580,26,0,42,908,901,172,0,0,3628,128,1,589,571,1,0
50,1105,10,20,580,41,2,28,894,907,216,0,0,3663,163,5,593,567,1,0
51,1134,10,20,580,76,74,100,926,921,253,10,6,3603,103,-2,594,566,1,0
52,1155,10,20,580,82,83,89,933,928,198,5,16,3643,143,0,591,569,1,0
53,1175,10,20,580,143,101,123,965,962,167,76,69,3220,-280,-55,559,601,1,0
54,1195,10,20,580,76,92,189,933,948,89,81,72,3366,-134,-31,551,609,1,0
55,1215,10,20,580,99,92,702,918,931,95,55,69,3089,-411,-54,526,634,1,0
56,1235,10,20,545,105,104,952,933,720,80,81,42,2731,-769,-93,419,671,1,0
