seq,t_ms,control_ms,send_ms,current_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
0,24,10,20,245,940,934,921,959,962,952,969,942,3518,18,1,180,180,1,1
1,44,10,20,255,946,934,918,947,962,952,969,946,3519,19,1,255,255,1,1
2,74,10,20,270,937,928,916,942,938,946,949,946,3516,16,0,270,270,1,1
3,94,10,20,280,940,940,946,919,948,979,969,936,3516,16,0,280,280,1,1
4,114,10,20,290,908,934,939,934,938,958,929,973,3532,32,1,290,290,1,1
5,143,10,20,305,911,914,918,937,897,952,863,855,3459,-41,-2,305,305,1,1
7,184,10,20,325,307,254,941,954,150,141,106,67,2432,-1068,-90,255,395,1,0
8,214,10,20,340,115,73,906,907,75,79,25,50,2351,-1149,-74,171,509,1,0
9,244,10,20,355,109,62,928,924,139,91,65,33,2468,-1032,-49,142,568,1,0
10,274,10,20,370,71,44,545,914,832,106,20,37,3208,-292,14,204,536,1,0
11,294,10,20,380,73,53,170,952,938,141,45,63,3477,-23,46,282,478,1,0
12,323,10,20,395,79,53,116,756,938,761,45,16,3911,411,77,383,407,1,0
13,343,10,20,405,62,50,121,233,962,979,80,43,4219,719,99,460,350,1,0
14,364,10,20,415,59,26,121,120,921,914,80,13,4265,765,94,529,301,1,0
15,384,10,20,425,109,65,139,118,969,949,106,40,4137,637,72,571,279,1,0
16,404,10,20,430,76,97,149,118,924,943,131,13,4348,848,65,593,267,1,0
17,424,10,20,430,85,109,162,180,955,952,65,37,4051,551,34,585,275,1,0
18,454,10,20,435,94,177,114,188,931,976,35,33,4012,512,16,570,300,1,0
19,474,10,20,445,91,62,147,442,952,911,45,43,4071,571,9,557,333,1,0
20,504,10,20,460,85,65,144,924,938,533,60,37,3732,232,-13,540,380,1,0
21,524,10,20,470,82,71,131,952,948,221,0,6,3559,59,-33,508,432,1,0
22,553,10,20,485,91,115,131,937,945,147,35,20,3385,-115,-40,499,471,1,0
23,573,10,20,495,100,85,111,969,945,97,50,47,3251,-249,-41,494,496,1,0
24,594,10,20,505,79,76,139,937,918,53,45,13,3390,-110,-29,505,505,1,0
25,614,10,20,515,68,73,142,934,894,82,30,33,3381,-119,-23,515,515,1,0
26,644,10,20,530,88,62,159,964,918,106,55,0,3452,-48,-12,530,530,1,0
27,674,10,20,545,109,82,164,967,948,159,0,0,3330,-170,-17,530,560,1,0
28,704,10,20,560,103,53,144,979,921,115,30,30,3308,-192,-13,538,582,1,0
29,733,10,20,575,106,100,180,974,928,150,40,0,3217,-283,-9,557,593,1,0
30,753,10,20,580,109,82,149,932,911,174,45,6,3344,-156,-5,563,597,1,0
31,774,10,20,580,82,59,111,942,928,209,0,23,3563,63,8,568,592,1,0
32,804,10,20,580,147,65,172,929,904,430,0,43,3445,-55,6,577,583,1,0
33,834,10,20,580,106,50,142,798,938,693,10,30,3696,196,26,590,570,1,0
34,854,10,20,580,85,68,131,753,921,681,5,20,3865,365,36,612,548,1,0
35,884,10,20,580,68,68,119,615,928,811,55,47,3983,483,35,635,525,1,0
36,914,10,20,580,53,32,111,650,914,778,55,0,3961,461,32,659,501,1,0
37,934,10,20,580,106,53,91,718,907,669,70,67,3802,302,14,657,503,1,0
38,964,10,20,580,150,91,73,899,873,330,45,104,3636,136,-16,612,548,1,0
39,1007,10,20,580,23,71,76,879,866,82,55,40,3496,-4,-14,603,557,1,0
40,1037,10,20,580,17,29,93,886,863,50,45,63,3493,-7,-19,588,572,1,0
41,1067,10,20,580,76,76,187,896,911,50,30,26,3363,-137,-22,582,578,1,0
42,1087,10,20,580,47,0,185,909,846,47,0,20,3340,-160,-24,576,584,1,0
43,1116,10,20,580,133,29,329,917,877,61,0,10,3066,-434,-39,547,613,1,0
44,1137,10,20,580,88,26,362,939,901,67,0,47,3244,-256,-28,531,629,1,0
45,1157,10,20,580,82,59,332,932,931,58,0,23,3272,-228,-19,527,633,1,0
46,1177,10,20,580,68,20,269,947,904,100,10,13,3376,-124,-3,539,621,1,0
47,1197,10,20,580,65,35,157,902,887,41,0,0,3375,-125,2,553,607,1,0
48,1217,10,20,580,53,35,157,934,921,44,30,0,3379,-121,4,564,596,1,0
49,1237,10,20,580,73,68,159,957,931,109,25,77,3459,-41,9,572,588,1,0
50,1266,10,20,580,97,68,197,942,952,85,55,50,3361,-139,2,578,582,1,0
