pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,raw_message
2026-07-08 20:36:37.854,192.168.0.50:49882,status,5697,0,CURVE,430,430,21,301,67,-726,-915.9,50.3,0.74,3,False,0.316,0.280,0.750,-231.2,37.7,-273,1.000,157,703,,,,,,,,,,"type=status,loop=5697,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=21,max_ms=301,overrun=67,error=-726,filtered_error=-915.9,filtered_rate=50.3,confidence=0.74,active=3,wide=False,curve=0.316,kp=0.280,kd=0.750,p=-231.2,d=37.7,steering=-273,scale=1.000,left=157,right=703"
2026-07-08 20:36:39.906,192.168.0.50:49882,status,5895,0,FAST,580,375,21,301,70,166,78.1,3.5,0.54,2,False,0.039,0.200,0.850,0.0,3.0,-21,1.000,354,396,,,,,,,,,,"type=status,loop=5895,drive=0,speed_state=FAST,target=580,current=375,compute_ms=21,max_ms=301,overrun=70,error=166,filtered_error=78.1,filtered_rate=3.5,confidence=0.54,active=2,wide=False,curve=0.039,kp=0.200,kd=0.850,p=0.0,d=3.0,steering=-21,scale=1.000,left=354,right=396"
2026-07-08 20:36:40.937,192.168.0.50:49882,status,5994,0,CURVE,430,320,21,301,71,-1119,-1215.4,28.3,0.80,3,False,0.367,0.280,0.750,-315.1,21.2,-349,1.000,0,669,,,,,,,,,,"type=status,loop=5994,drive=0,speed_state=CURVE,target=430,current=320,compute_ms=21,max_ms=301,overrun=71,error=-1119,filtered_error=-1215.4,filtered_rate=28.3,confidence=0.80,active=3,wide=False,curve=0.367,kp=0.280,kd=0.750,p=-315.1,d=21.2,steering=-349,scale=1.000,left=0,right=669"
2026-07-08 20:36:41.905,192.168.0.50:49882,status,6093,0,FAST,580,540,21,301,72,527,545.5,28.3,0.82,3,False,0.181,0.200,0.850,91.1,24.0,111,1.000,651,429,,,,,,,,,,"type=status,loop=6093,drive=0,speed_state=FAST,target=580,current=540,compute_ms=21,max_ms=301,overrun=72,error=527,filtered_error=545.5,filtered_rate=28.3,confidence=0.82,active=3,wide=False,curve=0.181,kp=0.200,kd=0.850,p=91.1,d=24.0,steering=111,scale=1.000,left=651,right=429"
2026-07-08 20:36:42.811,192.168.0.50:49882,status,6192,0,FAST,580,350,20,301,73,226,367.6,-91.3,0.61,2,False,0.185,0.200,0.850,55.5,-77.6,54,1.000,404,296,,,,,,,,,,"type=status,loop=6192,drive=0,speed_state=FAST,target=580,current=350,compute_ms=20,max_ms=301,overrun=73,error=226,filtered_error=367.6,filtered_rate=-91.3,confidence=0.61,active=2,wide=False,curve=0.185,kp=0.200,kd=0.850,p=55.5,d=-77.6,steering=54,scale=1.000,left=404,right=296"
2026-07-08 20:36:43.947,192.168.0.50:49882,status,6291,0,FAST,580,395,21,301,74,-517,-467.3,-34.6,0.69,3,False,0.159,0.200,0.850,-75.5,-29.4,-60,1.000,335,455,,,,,,,,,,"type=status,loop=6291,drive=0,speed_state=FAST,target=580,current=395,compute_ms=21,max_ms=301,overrun=74,error=-517,filtered_error=-467.3,filtered_rate=-34.6,confidence=0.69,active=3,wide=False,curve=0.159,kp=0.200,kd=0.850,p=-75.5,d=-29.4,steering=-60,scale=1.000,left=335,right=455"
2026-07-08 20:36:44.911,192.168.0.50:49882,status,6390,0,FAST,580,580,21,301,75,112,66.6,6.5,0.51,2,False,0.030,0.200,0.850,0.0,5.5,1,1.000,581,579,,,,,,,,,,"type=status,loop=6390,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=75,error=112,filtered_error=66.6,filtered_rate=6.5,confidence=0.51,active=2,wide=False,curve=0.030,kp=0.200,kd=0.850,p=0.0,d=5.5,steering=1,scale=1.000,left=581,right=579"
2026-07-08 20:36:45.934,192.168.0.50:49882,status,6489,0,CURVE,430,300,20,301,76,1449,1431.9,28.1,1.00,5,False,0.416,0.280,0.750,375.7,21.1,414,1.000,714,0,,,,,,,,,,"type=status,loop=6489,drive=0,speed_state=CURVE,target=430,current=300,compute_ms=20,max_ms=301,overrun=76,error=1449,filtered_error=1431.9,filtered_rate=28.1,confidence=1.00,active=5,wide=False,curve=0.416,kp=0.280,kd=0.750,p=375.7,d=21.1,steering=414,scale=1.000,left=714,right=0"
2026-07-08 20:36:46.858,192.168.0.50:49882,status,6588,0,FAST,580,580,21,301,77,227,201.0,-4.5,0.55,2,False,0.064,0.200,0.850,22.2,-3.8,1,1.000,581,579,,,,,,,,,,"type=status,loop=6588,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=77,error=227,filtered_error=201.0,filtered_rate=-4.5,confidence=0.55,active=2,wide=False,curve=0.064,kp=0.200,kd=0.850,p=22.2,d=-3.8,steering=1,scale=1.000,left=581,right=579"
2026-07-08 20:36:47.861,192.168.0.50:49882,status,6687,0,FAST,580,580,20,301,78,432,382.8,12.8,0.61,2,False,0.121,0.200,0.850,58.6,10.8,63,1.000,643,517,,,,,,,,,,"type=status,loop=6687,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=301,overrun=78,error=432,filtered_error=382.8,filtered_rate=12.8,confidence=0.61,active=2,wide=False,curve=0.121,kp=0.200,kd=0.850,p=58.6,d=10.8,steering=63,scale=1.000,left=643,right=517"
2026-07-08 20:36:48.956,192.168.0.50:49882,status,6786,0,FAST,580,580,21,301,80,279,186.8,9.8,0.62,2,False,0.074,0.200,0.850,19.4,8.3,12,1.000,592,568,,,,,,,,,,"type=status,loop=6786,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=80,error=279,filtered_error=186.8,filtered_rate=9.8,confidence=0.62,active=2,wide=False,curve=0.074,kp=0.200,kd=0.850,p=19.4,d=8.3,steering=12,scale=1.000,left=592,right=568"
2026-07-08 20:36:49.924,192.168.0.50:49882,status,6885,0,FAST,580,580,21,301,81,123,64.4,18.0,0.57,2,False,0.040,0.200,0.850,0.0,15.3,9,1.000,589,571,,,,,,,,,,"type=status,loop=6885,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=81,error=123,filtered_error=64.4,filtered_rate=18.0,confidence=0.57,active=2,wide=False,curve=0.040,kp=0.200,kd=0.850,p=0.0,d=15.3,steering=9,scale=1.000,left=589,right=571"
2026-07-08 20:36:51.004,192.168.0.50:49882,status,6984,0,FAST,580,580,21,301,82,137,149.1,4.1,0.57,2,False,0.047,0.200,0.850,11.8,3.5,14,1.000,594,566,,,,,,,,,,"type=status,loop=6984,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=82,error=137,filtered_error=149.1,filtered_rate=4.1,confidence=0.57,active=2,wide=False,curve=0.047,kp=0.200,kd=0.850,p=11.8,d=3.5,steering=14,scale=1.000,left=594,right=566"
2026-07-08 20:36:52.053,192.168.0.50:49882,status,7083,0,FAST,580,580,21,301,83,165,203.9,2.3,0.54,2,False,0.065,0.200,0.850,22.8,2.0,24,1.000,604,556,,,,,,,,,,"type=status,loop=7083,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=83,error=165,filtered_error=203.9,filtered_rate=2.3,confidence=0.54,active=2,wide=False,curve=0.065,kp=0.200,kd=0.850,p=22.8,d=2.0,steering=24,scale=1.000,left=604,right=556"
2026-07-08 20:36:53.014,192.168.0.50:49882,status,7182,0,FAST,580,580,21,301,84,127,156.5,-1.0,0.60,2,False,0.049,0.200,0.850,13.3,-0.8,18,1.000,598,562,,,,,,,,,,"type=status,loop=7182,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=84,error=127,filtered_error=156.5,filtered_rate=-1.0,confidence=0.60,active=2,wide=False,curve=0.049,kp=0.200,kd=0.850,p=13.3,d=-0.8,steering=18,scale=1.000,left=598,right=562"
2026-07-08 20:36:57.108,192.168.0.50:49882,status,7578,0,SHARP,280,280,20,301,89,-2641,-2501.2,-100.9,0.56,2,False,0.691,0.360,0.550,-868.0,-55.5,-558,1.000,0,838,,,,,,,,,,"type=status,loop=7578,drive=0,speed_state=SHARP,target=280,current=280,compute_ms=20,max_ms=301,overrun=89,error=-2641,filtered_error=-2501.2,filtered_rate=-100.9,confidence=0.56,active=2,wide=False,curve=0.691,kp=0.360,kd=0.550,p=-868.0,d=-55.5,steering=-558,scale=1.000,left=0,right=838"
2026-07-08 20:36:58.104,192.168.0.50:49882,status,7677,0,FAST,580,580,21,301,90,-2,5.5,-12.6,0.46,2,False,0.013,0.200,0.850,0.0,-10.7,-8,1.000,572,588,,,,,,,,,,"type=status,loop=7677,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=90,error=-2,filtered_error=5.5,filtered_rate=-12.6,confidence=0.46,active=2,wide=False,curve=0.013,kp=0.200,kd=0.850,p=0.0,d=-10.7,steering=-8,scale=1.000,left=572,right=588"
2026-07-08 20:36:58.931,192.168.0.50:49882,status,7776,0,FAST,580,580,20,301,91,-28,-85.0,-21.6,0.67,2,False,0.055,0.200,0.850,0.0,-18.4,-21,1.000,559,601,,,,,,,,,,"type=status,loop=7776,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=301,overrun=91,error=-28,filtered_error=-85.0,filtered_rate=-21.6,confidence=0.67,active=2,wide=False,curve=0.055,kp=0.200,kd=0.850,p=0.0,d=-18.4,steering=-21,scale=1.000,left=559,right=601"
2026-07-08 20:36:59.957,192.168.0.50:49882,status,7875,0,FAST,580,580,21,301,92,234,226.4,13.1,0.54,2,False,0.074,0.200,0.850,27.3,11.1,26,1.000,606,554,,,,,,,,,,"type=status,loop=7875,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=92,error=234,filtered_error=226.4,filtered_rate=13.1,confidence=0.54,active=2,wide=False,curve=0.074,kp=0.200,kd=0.850,p=27.3,d=11.1,steering=26,scale=1.000,left=606,right=554"
2026-07-08 20:37:01.014,192.168.0.50:49882,status,7974,0,FAST,580,580,21,301,93,116,111.4,6.1,0.54,2,False,0.036,0.200,0.850,4.3,5.2,8,1.000,588,572,,,,,,,,,,"type=status,loop=7974,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=93,error=116,filtered_error=111.4,filtered_rate=6.1,confidence=0.54,active=2,wide=False,curve=0.036,kp=0.200,kd=0.850,p=4.3,d=5.2,steering=8,scale=1.000,left=588,right=572"
2026-07-08 20:37:01.976,192.168.0.50:49882,status,8073,0,FAST,580,580,27,301,94,317,236.1,5.2,0.62,2,False,0.082,0.200,0.850,29.2,4.4,18,1.000,598,562,,,,,,,,,,"type=status,loop=8073,drive=0,speed_state=FAST,target=580,current=580,compute_ms=27,max_ms=301,overrun=94,error=317,filtered_error=236.1,filtered_rate=5.2,confidence=0.62,active=2,wide=False,curve=0.082,kp=0.200,kd=0.850,p=29.2,d=4.4,steering=18,scale=1.000,left=598,right=562"
2026-07-08 20:37:02.937,192.168.0.50:49882,status,8173,0,FAST,580,580,2,301,95,-42,110.4,-27.9,0.62,2,False,0.075,0.200,0.850,4.1,-23.7,19,1.000,599,561,,,,,,,,,,"type=status,loop=8173,drive=0,speed_state=FAST,target=580,current=580,compute_ms=2,max_ms=301,overrun=95,error=-42,filtered_error=110.4,filtered_rate=-27.9,confidence=0.62,active=2,wide=False,curve=0.075,kp=0.200,kd=0.850,p=4.1,d=-23.7,steering=19,scale=1.000,left=599,right=561"
2026-07-08 20:37:03.988,192.168.0.50:49882,status,8272,0,FAST,580,580,3,301,96,125,135.0,-3.7,0.57,2,False,0.041,0.200,0.850,9.0,-3.1,7,1.000,587,573,,,,,,,,,,"type=status,loop=8272,drive=0,speed_state=FAST,target=580,current=580,compute_ms=3,max_ms=301,overrun=96,error=125,filtered_error=135.0,filtered_rate=-3.7,confidence=0.57,active=2,wide=False,curve=0.041,kp=0.200,kd=0.850,p=9.0,d=-3.1,steering=7,scale=1.000,left=587,right=573"
2026-07-08 20:37:05.933,192.168.0.50:49882,status,8470,0,CURVE,430,315,2,301,98,254,442.6,-128.6,0.59,2,False,0.238,0.280,0.750,98.7,-96.5,108,1.000,423,204,,,,,,,,,,"type=status,loop=8470,drive=0,speed_state=CURVE,target=430,current=315,compute_ms=2,max_ms=301,overrun=98,error=254,filtered_error=442.6,filtered_rate=-128.6,confidence=0.59,active=2,wide=False,curve=0.238,kp=0.280,kd=0.750,p=98.7,d=-96.5,steering=108,scale=1.000,left=423,right=204"
2026-07-08 20:37:07.045,192.168.0.50:49882,status,8569,0,FAST,580,495,2,301,99,632,570.3,41.4,0.66,3,False,0.194,0.200,0.850,96.1,35.2,91,1.000,586,404,,,,,,,,,,"type=status,loop=8569,drive=0,speed_state=FAST,target=580,current=495,compute_ms=2,max_ms=301,overrun=99,error=632,filtered_error=570.3,filtered_rate=41.4,confidence=0.66,active=3,wide=False,curve=0.194,kp=0.200,kd=0.850,p=96.1,d=35.2,steering=91,scale=1.000,left=586,right=404"
2026-07-08 20:37:08.004,192.168.0.50:49882,status,8668,0,FAST,580,580,2,301,100,131,47.4,57.7,0.50,2,False,0.066,0.200,0.850,0.0,49.1,28,1.000,608,552,,,,,,,,,,"type=status,loop=8668,drive=0,speed_state=FAST,target=580,current=580,compute_ms=2,max_ms=301,overrun=100,error=131,filtered_error=47.4,filtered_rate=57.7,confidence=0.50,active=2,wide=False,curve=0.066,kp=0.200,kd=0.850,p=0.0,d=49.1,steering=28,scale=1.000,left=608,right=552"
2026-07-08 20:37:09.062,192.168.0.50:49882,status,8767,0,FAST,580,580,3,301,101,210,168.9,13.8,0.62,2,False,0.062,0.200,0.850,15.8,11.8,12,1.000,592,568,,,,,,,,,,"type=status,loop=8767,drive=0,speed_state=FAST,target=580,current=580,compute_ms=3,max_ms=301,overrun=101,error=210,filtered_error=168.9,filtered_rate=13.8,confidence=0.62,active=2,wide=False,curve=0.062,kp=0.200,kd=0.850,p=15.8,d=11.8,steering=12,scale=1.000,left=592,right=568"
2026-07-08 20:37:09.959,192.168.0.50:49882,status,8866,0,FAST,580,580,2,301,102,-185,-116.5,-22.7,0.64,2,False,0.059,0.200,0.850,-5.3,-19.3,-9,1.000,571,589,,,,,,,,,,"type=status,loop=8866,drive=0,speed_state=FAST,target=580,current=580,compute_ms=2,max_ms=301,overrun=102,error=-185,filtered_error=-116.5,filtered_rate=-22.7,confidence=0.64,active=2,wide=False,curve=0.059,kp=0.200,kd=0.850,p=-5.3,d=-19.3,steering=-9,scale=1.000,left=571,right=589"
2026-07-08 20:37:10.925,192.168.0.50:49882,status,8965,0,FAST,580,580,3,301,103,-11,61.6,-17.6,0.46,2,False,0.041,0.200,0.850,0.0,-14.9,2,1.000,582,578,,,,,,,,,,"type=status,loop=8965,drive=0,speed_state=FAST,target=580,current=580,compute_ms=3,max_ms=301,overrun=103,error=-11,filtered_error=61.6,filtered_rate=-17.6,confidence=0.46,active=2,wide=False,curve=0.041,kp=0.200,kd=0.850,p=0.0,d=-14.9,steering=2,scale=1.000,left=582,right=578"
2026-07-08 20:37:11.214,192.168.0.50:49882,finish,,,,,,,,,22,,,,,,0.064,,,,,,,,,,,,8986,,,,,,"type=finish,loops=8986,speed=580,error=22,curve=0.064"
2026-07-08 20:37:11.215,192.168.0.50:49882,final,,,,,,,,,,,,,,,,,,,,,,,,True,DEBUG,10,8986,2.902,301,103,1.15,8,"type=final,finished=True,mode=DEBUG,control_ms=10,loops=8986,average_compute_ms=2.902,max_compute_ms=301,overrun_count=103,overrun_rate=1.15,line_lost_entry=8"
