seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,distance_ticks,left_speed,right_speed,dl,dr,heading_ticks,udp_loop_ms,udp_send_cost_ms,udp_overrun
46,1125,10,20,1000,118,113,133,952,955,110,65,88,3194,-306,23,846,1000,1,0,0,0,0,0,0,0,3,1,0
47,1145,10,20,1000,176,61,45,939,934,110,65,95,3289,-211,-147,860,1000,1,0,0,0,0,0,0,0,3,1,0
48,1174,10,20,1000,127,82,85,942,900,73,60,32,3263,-237,-216,832,1000,1,0,0,0,0,0,0,0,3,1,0
49,1195,10,20,1000,72,107,61,904,934,67,86,78,3370,-130,-65,919,1000,1,0,0,0,0,0,0,0,2,1,0
50,1215,10,20,1000,97,103,130,929,982,110,91,121,3568,68,-138,1000,994,1,0,0,0,0,0,0,0,3,1,0
51,1245,10,20,1000,48,70,109,939,924,48,111,108,3721,221,214,1000,841,1,0,0,0,0,0,0,0,3,1,0
52,1265,10,20,1000,91,165,146,964,979,91,55,95,3223,-277,-301,793,1000,1,0,0,0,0,0,0,0,3,1,0
53,1295,10,20,1000,103,128,216,959,955,103,76,81,3154,-346,-286,761,1000,1,0,0,0,0,0,0,0,3,1,0
54,1315,10,20,1000,45,61,221,916,934,67,71,108,3525,25,308,1000,923,1,0,0,0,0,0,0,0,3,1,0
55,1345,10,20,1000,45,24,194,899,920,33,71,78,3360,-140,-133,900,1000,1,0,0,0,0,0,0,0,3,1,0
56,1365,10,20,1000,0,61,253,896,875,39,60,36,3307,-193,-26,895,1000,1,0,0,0,0,0,0,0,3,1,0
57,1385,10,20,1000,3,33,317,904,865,36,45,65,3262,-238,-220,831,1000,1,0,0,0,0,0,0,0,3,1,0
58,1405,10,20,1000,27,33,378,911,882,64,50,39,3232,-268,-19,857,1000,1,0,0,0,0,0,0,0,3,1,0
59,1426,10,20,1000,100,61,373,957,913,146,106,186,3573,73,255,1000,909,1,0,0,0,0,0,0,0,2,1,0
60,1446,10,20,1000,142,131,384,977,944,168,121,209,3457,-43,43,987,1000,1,0,0,0,0,0,0,0,3,1,0
61,1466,10,20,1000,91,58,317,919,944,143,91,88,3393,-107,-154,913,1000,1,0,0,0,0,0,0,0,3,1,0
62,1486,10,20,1000,161,82,328,944,968,155,131,144,3507,7,53,1000,986,1,0,0,0,0,0,0,0,3,1,0
64,1536,10,20,1000,45,42,133,921,927,67,40,81,3400,-100,-2,948,1000,1,0,0,0,0,0,0,0,3,1,0
65,1556,10,20,1000,42,45,29,899,889,12,60,59,3497,-3,0,999,1000,1,0,0,0,0,0,0,0,3,1,0
66,1585,10,20,1000,72,82,117,876,951,76,55,62,3429,-71,-3,963,1000,1,0,0,0,0,0,0,0,3,1,0
67,1606,10,20,1000,27,9,34,896,893,21,35,22,3499,-1,-5,999,1000,1,0,0,0,0,0,0,0,2,1,0
68,1626,10,20,1000,30,42,40,886,906,39,96,49,3505,5,1,1000,998,1,0,0,0,0,0,0,0,3,1,0
69,1656,10,20,1000,57,48,0,811,889,379,25,0,3792,292,286,1000,789,1,0,0,0,0,0,0,0,3,1,0
70,1676,10,20,1000,33,30,13,380,858,880,45,19,4236,736,224,1000,571,1,0,0,0,0,0,0,0,3,1,0
71,1706,10,20,1000,0,6,10,37,841,816,177,0,4637,1137,149,1000,378,1,0,0,0,0,0,0,0,3,1,0
72,1726,10,20,1000,66,27,2,22,862,889,299,49,4725,1225,58,1000,351,1,0,0,0,0,0,0,0,3,1,0
73,1746,10,20,1000,9,24,34,40,882,859,223,72,4664,1164,-39,1000,403,1,0,0,0,0,0,0,0,3,1,0
74,1766,10,20,1000,27,12,53,68,837,892,157,55,4639,1139,22,1000,404,1,0,0,0,0,0,0,0,3,1,0
75,1795,10,20,1000,72,73,98,302,868,880,106,49,4366,866,-94,1000,570,1,0,0,0,0,0,0,0,3,1,0
76,1816,10,20,1000,24,9,10,707,865,822,25,32,4048,548,-100,1000,737,1,0,0,0,0,0,0,0,2,1,0
77,1836,10,20,1000,88,45,74,848,913,819,55,98,3988,488,-1,1000,747,1,0,0,0,0,0,0,0,3,1,0
78,1865,10,20,1000,60,79,104,692,962,944,55,72,4016,516,-8,1000,734,1,0,0,0,0,0,0,0,3,1,0
79,1886,10,20,1000,218,229,229,473,1000,1000,116,219,3827,327,-4,1000,831,1,0,0,0,0,0,0,0,2,2,0
80,1906,10,20,1000,407,302,362,413,1000,1000,517,373,3881,381,103,1000,781,1,0,0,0,0,0,0,0,3,1,0
81,1939,10,20,830,63,67,64,47,675,929,959,124,5197,1697,843,1000,-229,1,0,0,0,0,0,0,0,3,1,0
82,1966,10,20,680,3,18,34,75,58,889,903,757,5948,2448,378,1000,-420,1,0,0,0,0,0,0,0,6,1,0
83,2005,10,20,830,72,36,138,123,182,978,949,554,5415,1915,-470,1000,-67,1,0,0,0,0,0,0,0,3,1,0
84,2028,10,20,830,82,39,80,50,500,914,939,127,5279,1779,213,1000,-139,1,0,0,0,0,0,0,0,3,1,0
85,2054,10,20,1000,88,42,106,173,920,908,121,3,4343,843,-449,1000,656,1,0,0,0,0,0,0,0,6,1,0
86,2075,10,20,1000,85,110,130,921,924,495,30,114,3749,249,-325,1000,939,1,0,0,0,0,0,0,0,2,1,0
88,2115,10,20,1000,237,201,312,1000,1000,244,203,219,3453,-47,16,979,1000,1,0,0,0,0,0,0,0,3,1,0
89,2145,10,20,1000,0,3,37,904,872,428,50,55,3784,284,-100,1000,874,1,0,0,0,0,0,0,0,3,1,0
90,2165,10,20,1000,51,39,56,738,951,932,60,118,4200,700,113,1000,613,1,0,0,0,0,0,0,0,3,1,0
91,2195,10,20,1000,45,61,82,105,931,929,619,81,4797,1297,92,1000,307,1,0,0,0,0,0,0,0,3,1,0
92,2218,10,20,830,33,0,66,90,906,966,903,104,5071,1571,103,1000,-8,1,0,0,0,0,0,0,0,3,1,0
93,2245,10,20,1000,36,0,72,141,934,978,609,59,4771,1271,-77,1000,356,1,0,0,0,0,0,0,0,6,1,0
94,2275,10,20,1000,48,51,128,594,975,954,96,85,4039,539,-101,1000,741,1,0,0,0,0,0,0,0,3,1,0
96,2325,10,20,1000,21,30,69,148,896,892,233,0,4557,1057,648,1000,315,1,0,0,0,0,0,0,0,3,1,0
97,2345,10,20,1000,75,36,125,88,917,932,852,91,4844,1344,92,1000,282,1,0,0,0,0,0,0,0,3,1,0
98,2378,10,20,830,39,61,61,73,737,883,954,81,5084,1584,279,1000,-52,1,0,0,0,0,0,0,0,3,1,0
99,2406,10,20,830,66,64,66,78,886,929,918,98,5011,1511,-23,1000,50,1,0,0,0,0,0,0,0,5,1,0
100,2426,10,20,1000,21,21,56,75,941,862,350,26,4725,1225,-175,1000,400,1,0,0,0,0,0,0,0,3,1,0
101,2456,10,20,1000,75,100,101,843,951,880,76,62,3838,338,-290,1000,886,1,0,0,0,0,0,0,0,3,1,0
102,2476,10,20,1000,197,122,186,954,968,822,142,200,3784,284,49,1000,843,1,0,0,0,0,0,0,0,3,1,0
103,2505,10,20,1000,18,24,98,702,920,899,81,49,4078,578,222,1000,653,1,0,0,0,0,0,0,0,3,1,0
104,2526,10,20,1000,42,51,77,138,934,926,274,91,4588,1088,201,1000,393,1,0,0,0,0,0,0,0,2,1,0
105,2546,10,20,830,3,0,10,45,889,899,898,52,5003,1503,88,1000,30,1,0,0,0,0,0,0,0,3,1,0
106,2566,10,20,830,21,36,21,55,803,899,949,62,5055,1555,36,1000,14,1,0,0,0,0,0,0,0,3,1,0
107,2596,10,20,830,36,45,56,65,889,941,928,68,5014,1514,-36,1000,51,1,0,0,0,0,0,0,0,3,1,0
108,2616,10,20,830,39,39,21,47,920,899,598,39,4866,1366,-131,1000,148,1,0,0,0,0,0,0,0,3,1,0
109,2636,10,20,1000,48,51,29,267,941,966,96,59,4321,821,-285,1000,633,1,0,0,0,0,0,0,0,3,1,0
110,2666,10,20,1000,136,134,162,974,1000,189,137,150,3538,38,-396,937,1000,1,0,0,0,0,0,0,0,3,1,0
111,2686,10,20,1000,164,159,290,997,1000,204,131,203,3480,-20,-3,989,1000,1,0,0,0,0,0,0,0,3,1,0
112,2716,10,20,1000,130,122,282,992,982,168,55,98,3150,-350,-445,725,1000,1,0,0,0,0,0,0,0,3,1,0
113,2736,10,20,1000,161,149,306,1000,1000,232,162,190,3507,7,-2,1000,997,1,0,0,0,0,0,0,0,3,1,0
114,2765,10,20,1000,142,113,184,997,982,192,76,111,3357,-143,-100,905,1000,1,0,0,0,0,0,0,0,3,1,0
115,2786,10,20,1000,145,137,120,1000,993,149,60,114,3345,-155,-197,879,1000,1,0,0,0,0,0,0,0,2,1,0
116,2806,10,20,1000,145,146,173,979,986,214,71,140,3385,-115,12,943,1000,1,0,0,0,0,0,0,0,3,1,0
117,2836,10,20,1000,88,73,90,760,982,669,101,75,4044,544,283,1000,658,1,0,0,0,0,0,0,0,3,1,0
118,2856,10,20,1000,91,58,82,397,965,889,60,39,4218,718,133,1000,599,1,0,0,0,0,0,0,0,3,1,0
119,2876,10,20,1000,12,36,56,259,965,908,40,16,4304,804,-14,1000,585,1,0,0,0,0,0,0,0,3,1,0
120,2906,10,20,1000,72,88,32,705,993,608,40,52,3957,457,-168,1000,798,1,0,0,0,0,0,0,0,3,1,0
121,2926,10,20,1000,3,51,26,891,979,152,5,0,3634,134,-147,1000,962,1,0,0,0,0,0,0,0,3,1,0
123,2976,10,20,1000,124,82,149,972,986,58,60,85,3208,-292,-21,844,1000,1,0,0,0,0,0,0,0,3,1,0
124,3005,10,20,1000,88,70,160,904,941,42,35,49,3389,-111,177,980,1000,1,0,0,0,0,0,0,0,3,1,0
125,3025,10,20,1000,118,70,181,984,962,33,40,72,3190,-310,-21,835,1000,1,0,0,0,0,0,0,0,3,1,0
126,3045,10,20,1000,127,128,162,979,944,51,96,62,3061,-439,-329,703,1000,1,0,0,0,0,0,0,0,3,1,0
127,3075,10,20,1000,115,79,144,962,972,73,65,52,3220,-280,21,859,1000,1,0,0,0,0,0,0,0,3,1,0
128,3095,10,20,1000,158,119,157,1000,1000,131,35,65,3153,-347,-74,805,1000,1,0,0,0,0,0,0,0,3,1,0
129,3125,10,20,1000,130,82,117,911,965,262,35,88,3411,-89,27,960,1000,1,0,0,0,0,0,0,0,3,1,0
130,3146,10,20,1000,103,82,138,801,965,587,86,65,3652,152,262,1000,866,1,0,0,0,0,0,0,0,2,1,0
131,3166,10,20,1000,91,107,104,561,913,819,91,62,3891,391,-21,1000,802,1,0,0,0,0,0,0,0,3,2,0
132,3196,10,20,1000,45,15,29,241,927,886,76,9,4314,814,33,1000,570,1,0,0,0,0,0,0,0,3,1,0
133,3216,10,20,1000,18,27,40,377,858,779,50,6,4199,699,-69,1000,652,1,0,0,0,0,0,0,0,3,1,0
134,3245,10,20,1000,27,45,16,848,889,192,50,62,3659,159,-181,1000,956,1,0,0,0,0,0,0,0,3,1,0
135,3266,10,20,1000,51,24,77,863,931,0,45,49,3518,18,13,1000,988,1,0,0,0,0,0,0,0,2,1,0
136,3286,10,20,1000,45,24,34,881,882,36,60,62,3500,0,-17,997,1000,1,0,0,0,0,0,0,0,3,1,0
137,3316,10,20,1000,24,24,109,881,917,27,50,32,3423,-77,-75,945,1000,1,0,0,0,0,0,0,0,3,1,0
138,3346,10,20,1000,51,48,378,904,841,0,10,3,3218,-282,-109,831,1000,1,0,0,0,0,0,0,0,3,1,0
139,3366,10,20,1000,100,82,584,899,737,36,81,65,2936,-564,-62,694,1000,1,0,0,0,0,0,0,0,3,1,0
140,3395,10,20,1000,63,58,656,929,672,18,5,59,3007,-493,39,752,1000,1,0,0,0,0,0,0,0,3,1,0
141,3416,10,20,1000,139,140,458,967,910,159,137,154,3359,-141,237,977,1000,1,0,0,0,0,0,0,0,2,1,0
142,3436,10,20,1000,94,128,224,934,958,107,86,101,3446,-54,202,1000,986,1,0,0,0,0,0,0,0,3,1,0
143,3465,10,20,1000,85,33,85,957,951,88,20,98,3498,-2,284,1000,942,1,0,0,0,0,0,0,0,3,1,0
144,3486,10,20,1000,115,85,224,957,941,97,45,39,3166,-334,-88,808,1000,1,0,0,0,0,0,0,0,2,1,0
145,3506,10,20,1000,82,103,850,926,865,24,91,26,2930,-570,-92,685,1000,1,0,0,0,0,0,0,0,3,1,0
146,3538,10,20,830,419,960,994,972,106,76,10,68,1822,-1678,-632,-175,1000,1,0,0,0,0,0,0,0,3,1,0
147,3566,10,20,830,945,993,949,158,89,110,35,101,1419,-2081,116,-227,1000,1,0,0,0,0,0,0,0,5,1,0
148,3586,10,20,830,939,987,605,133,86,64,30,108,1209,-2291,169,-270,1000,1,0,0,0,0,0,0,0,3,1,0
149,3615,10,20,830,957,938,528,118,106,100,65,118,1430,-2070,234,-197,1000,1,0,0,0,0,0,0,0,3,1,0
150,3636,10,20,680,902,963,765,100,65,0,40,88,1023,-2477,49,-420,1000,1,0,0,0,0,0,0,0,2,1,0
151,3656,10,20,830,911,941,893,224,96,27,30,101,1337,-2163,143,-250,1000,1,0,0,0,0,0,0,0,3,1,0
152,3678,10,20,830,191,957,962,931,110,73,60,52,1940,-1560,618,149,1000,1,0,0,0,0,0,0,0,3,1,0
153,3706,10,20,1000,112,107,928,1000,920,100,81,75,2886,-614,165,716,1000,1,0,0,0,0,0,0,0,5,1,0
154,3736,10,20,1000,200,171,440,1000,986,250,157,203,3407,-93,147,983,1000,1,0,0,0,0,0,0,0,3,1,0
155,3756,10,20,1000,182,171,397,1000,1000,201,111,196,3378,-122,-37,929,1000,1,0,0,0,0,0,0,0,3,1,0
156,3785,10,20,1000,12,58,554,914,924,27,81,134,3358,-142,138,956,1000,1,0,0,0,0,0,0,0,3,1,0
157,3806,10,20,1000,15,70,840,879,572,6,106,75,3020,-480,-18,747,1000,1,0,0,0,0,0,0,0,2,1,0
158,3826,10,20,1000,63,67,906,894,175,51,30,111,2862,-638,-119,644,1000,1,0,0,0,0,0,0,0,3,1,0
159,3855,10,20,1000,115,51,882,848,120,33,0,95,2436,-1064,-154,415,1000,1,0,0,0,0,0,0,0,3,1,0
160,3876,10,20,1000,54,79,901,901,68,48,0,29,2500,-1000,8,482,1000,1,0,0,0,0,0,0,0,2,1,0
161,3896,10,20,1000,69,0,912,894,79,0,30,42,2495,-1005,0,478,1000,1,0,0,0,0,0,0,0,3,1,0
162,3926,10,20,1000,51,24,626,939,768,42,0,3,3060,-440,247,824,1000,1,0,0,0,0,0,0,0,3,1,0
163,3946,10,20,1000,0,0,85,853,882,9,35,0,3508,8,195,1000,955,1,0,0,0,0,0,0,0,3,1,0
164,3976,10,20,1000,182,91,170,974,962,94,40,55,3107,-393,-10,794,1000,1,0,0,0,0,0,0,0,3,1,0
165,4005,10,20,1000,97,39,104,947,955,318,0,45,3639,139,138,1000,899,1,0,0,0,0,0,0,0,3,1,0
166,4025,10,20,1000,218,107,242,891,1000,666,86,124,3528,28,150,1000,954,1,0,0,0,0,0,0,0,3,1,0
167,4045,10,20,1000,75,12,66,675,903,675,20,0,4000,500,373,1000,662,1,0,0,0,0,0,0,0,3,1,0
168,4075,10,20,1000,45,73,48,672,900,645,20,0,3987,487,-7,1000,749,1,0,0,0,0,0,0,0,3,1,0
169,4095,10,20,1000,0,15,8,780,889,452,5,0,3845,345,-53,1000,832,1,0,0,0,0,0,0,0,3,1,0
170,4125,10,20,1000,0,0,0,846,879,0,35,0,3509,9,-104,983,1000,1,0,0,0,0,0,0,0,3,1,0
171,4145,10,20,1000,0,9,32,921,900,73,60,55,3494,-6,9,999,1000,1,0,0,0,0,0,0,0,3,1,0
172,4165,10,20,1000,0,0,69,874,900,0,50,13,3507,7,91,1000,978,1,0,0,0,0,0,0,0,3,1,0
173,4195,10,20,1000,0,0,314,886,851,21,40,39,3261,-239,-249,824,1000,1,0,0,0,0,0,0,0,3,1,0
174,4215,10,20,1000,0,0,600,863,665,0,15,75,3030,-470,-121,731,1000,1,0,0,0,0,0,0,0,3,1,0
175,4245,10,20,1000,36,9,712,949,603,39,71,52,2951,-549,19,719,1000,1,0,0,0,0,0,0,0,3,1,0
176,4265,10,20,1000,0,30,608,947,731,18,86,26,3053,-447,38,776,1000,1,0,0,0,0,0,0,0,3,1,0
177,4294,10,20,1000,69,64,290,972,913,51,35,42,3286,-214,82,906,1000,1,0,0,0,0,0,0,0,3,1,0
178,4315,10,20,1000,112,45,192,974,955,88,40,91,3191,-309,-158,807,1000,1,0,0,0,0,0,0,0,2,1,0
179,4335,10,20,1000,133,97,170,1000,962,134,55,104,3430,-70,114,988,1000,1,0,0,0,0,0,0,0,3,1,0
180,4365,10,20,1000,103,61,138,924,975,149,60,75,3360,-140,-146,897,1000,1,0,0,0,0,0,0,0,3,1,0
181,4385,10,20,1000,15,76,74,886,955,223,30,36,3678,178,283,1000,849,1,0,0,0,0,0,0,0,3,1,0
182,4414,10,20,1000,109,110,112,788,955,584,96,91,3550,50,-76,1000,990,1,0,0,0,0,0,0,0,3,1,0
183,4435,10,20,1000,6,0,13,710,906,519,40,16,3910,410,-8,1000,789,1,0,0,0,0,0,0,0,2,1,0
184,4464,10,20,1000,21,12,77,768,920,541,35,68,3898,398,1,1000,793,1,0,0,0,0,0,0,0,3,1,0
185,4485,10,20,1000,106,110,157,866,986,422,71,147,3616,116,-252,1000,993,1,0,0,0,0,0,0,0,2,1,0
186,4505,10,20,1000,103,33,74,921,924,174,65,72,3453,-47,-210,932,1000,1,0,0,0,0,0,0,0,3,1,0
187,4535,10,20,1000,200,131,192,992,1000,189,96,160,3336,-164,-48,905,1000,1,0,0,0,0,0,0,0,3,1,0
188,4555,10,20,1000,39,51,53,904,900,48,40,9,3498,-2,85,1000,984,1,0,0,0,0,0,0,0,3,1,0
189,4584,10,20,1000,112,100,224,952,948,110,71,121,3347,-153,-131,893,1000,1,0,0,0,0,0,0,0,3,1,0
190,4605,10,20,1000,39,18,266,944,855,15,60,42,3285,-215,-43,880,1000,1,0,0,0,0,0,0,0,2,1,0
191,4625,10,20,1000,33,70,413,967,831,55,65,13,3189,-311,-44,830,1000,1,0,0,0,0,0,0,0,3,1,0
192,4655,10,20,1000,63,113,426,957,848,116,65,55,3173,-327,250,883,1000,1,0,0,0,0,0,0,0,3,1,0
193,4675,10,20,1000,91,107,322,972,944,61,55,91,3173,-327,-78,814,1000,1,0,0,0,0,0,0,0,3,1,0
194,4704,10,20,1000,94,70,133,994,962,64,45,78,3396,-104,-64,933,1000,1,0,0,0,0,0,0,0,3,1,0
195,4725,10,20,1000,142,110,170,969,941,128,60,121,3335,-165,87,933,1000,1,0,0,0,0,0,0,0,2,1,0
196,4745,10,20,1000,97,79,117,942,917,67,20,42,3404,-96,111,974,1000,1,0,0,0,0,0,0,0,3,1,0
197,4775,10,20,1000,39,39,98,896,944,296,50,78,3719,219,93,1000,867,1,0,0,0,0,0,0,0,3,1,0
198,4795,10,20,1000,124,103,125,874,941,495,106,167,3754,254,-137,1000,897,1,0,0,0,0,0,0,0,3,1,0
199,4824,10,20,1000,51,15,40,851,965,519,45,85,3857,357,13,1000,812,1,0,0,0,0,0,0,0,3,1,0
200,4845,10,20,1000,69,82,112,881,965,388,65,131,3869,369,-117,1000,833,1,0,0,0,0,0,0,0,2,1,0
201,4874,10,20,1000,33,30,66,949,944,113,55,91,3583,83,81,1000,940,1,0,0,0,0,0,0,0,3,1,0
202,4895,10,20,1000,72,79,96,904,937,55,65,16,3508,8,-393,922,1000,1,0,0,0,0,0,0,0,2,1,0
203,4915,10,20,1000,72,45,144,939,927,100,30,72,3465,-35,48,992,1000,1,0,0,0,0,0,0,0,3,1,0
204,4945,10,20,1000,124,100,285,929,900,140,71,140,3337,-163,-31,909,1000,1,0,0,0,0,0,0,0,3,1,0
205,4965,10,20,1000,197,177,405,1000,968,192,121,180,3334,-166,133,942,1000,1,0,0,0,0,0,0,0,3,1,0
206,4995,10,20,1000,112,70,352,929,910,30,30,78,3096,-404,-180,753,1000,1,0,0,0,0,0,0,0,3,1,0
207,5016,10,20,1000,85,103,344,931,917,24,25,88,3159,-341,63,836,1000,1,0,0,0,0,0,0,0,3,1,0
208,5036,10,20,1000,60,76,165,889,875,0,35,0,3368,-132,56,944,1000,1,0,0,0,0,0,0,0,3,1,0
209,5065,10,20,1000,33,85,56,871,879,0,0,19,3502,2,155,1000,967,1,0,0,0,0,0,0,0,3,1,0
210,5086,10,20,1000,66,70,74,894,906,33,15,49,3503,3,-4,1000,1000,1,0,0,0,0,0,0,0,2,1,0
211,5106,10,20,1000,57,67,40,866,882,15,15,0,3504,4,1,1000,998,1,0,0,0,0,0,0,0,3,2,0
212,5135,10,20,1000,75,70,104,929,924,76,0,19,3419,-81,-83,941,1000,1,0,0,0,0,0,0,0,3,1,0
213,5156,10,20,1000,12,0,32,866,889,6,0,0,3506,6,285,1000,938,1,0,0,0,0,0,0,0,2,1,0
214,5176,10,20,1000,33,15,88,904,882,55,0,36,3493,-7,-6,996,1000,1,0,0,0,0,0,0,0,3,1,0
215,5206,10,20,1000,63,9,74,937,900,73,0,0,3489,-11,2,995,1000,1,0,0,0,0,0,0,0,3,1,0
216,5226,10,20,1000,94,3,93,954,913,143,20,36,3596,96,110,1000,927,1,0,0,0,0,0,0,0,3,1,0
217,5255,10,20,1000,97,27,96,906,917,195,0,0,3647,147,52,1000,913,1,0,0,0,0,0,0,0,3,1,0
218,5276,10,20,1000,57,0,77,881,917,241,10,9,3686,186,20,1000,900,1,0,0,0,0,0,0,0,2,1,0
219,5296,10,20,1000,0,0,61,853,872,217,5,0,3672,172,-27,1000,917,1,0,0,0,0,0,0,0,3,1,0
220,5316,10,20,1000,72,61,144,889,900,266,10,0,3585,85,-83,1000,974,1,0,0,0,0,0,0,0,3,1,0
221,5336,10,20,1000,0,0,104,866,903,204,0,0,3581,81,-111,1000,982,1,0,0,0,0,0,0,0,3,1,0
222,5357,10,20,1000,21,12,5,871,872,91,0,0,3500,0,-127,974,1000,1,0,0,0,0,0,0,0,2,1,0
223,5386,10,20,1000,69,73,72,931,858,33,25,0,3479,-21,-25,984,1000,1,0,0,0,0,0,0,0,3,1,0
224,5408,10,20,1000,6,64,82,926,886,0,40,59,3488,-12,-5,993,1000,1,0,0,0,0,0,0,0,2,1,0
225,5428,10,20,1000,39,0,56,911,865,0,0,0,3487,-13,-12,991,1000,1,0,0,0,0,0,0,0,3,1,0
226,5458,10,20,1000,0,18,42,881,851,6,0,0,3491,-9,-3,995,1000,1,0,0,0,0,0,0,0,3,1,0
227,5479,10,20,1000,33,51,162,926,906,42,25,45,3373,-127,-136,906,1000,1,0,0,0,0,0,0,0,2,1,0
