seq,t_ms,control_ms,send_ms,current_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
0,22,10,20,225,903,887,914,912,935,887,964,936,3538,38,4,60,60,1,1
1,44,10,20,240,906,887,912,920,942,890,969,933,3537,37,4,240,240,1,1
2,65,10,20,250,909,936,922,961,942,918,949,936,3514,14,0,250,250,1,1
3,95,10,20,265,894,908,901,943,912,896,918,930,3517,17,0,265,265,1,1
4,125,10,20,280,924,869,949,946,952,887,979,946,3535,35,0,280,280,1,1
5,155,10,20,295,755,741,832,935,929,716,822,893,3576,76,5,295,295,1,1
6,185,10,20,310,87,33,598,907,756,109,86,126,3352,-148,-24,301,319,1,0
7,205,10,20,320,48,21,571,897,739,61,25,73,3076,-424,-56,277,363,1,0
8,234,10,20,335,45,21,502,876,790,84,0,33,3132,-368,-37,258,412,1,0
9,254,10,20,345,33,54,367,958,864,95,5,0,3227,-273,-11,278,412,1,0
10,275,10,20,355,42,21,204,958,905,92,20,19,3339,-161,11,315,395,1,0
11,295,10,20,365,48,36,130,943,908,92,0,0,3392,-108,21,353,377,1,0
12,324,10,20,380,54,45,111,969,939,92,0,39,3410,-90,18,391,369,1,0
13,345,10,20,390,120,45,95,956,905,109,0,0,3365,-135,5,399,381,1,0
14,375,10,20,405,81,36,95,969,918,103,0,23,3564,64,21,417,393,1,0
15,395,10,20,415,78,60,109,953,942,115,0,6,3501,1,12,427,403,1,0
16,425,10,20,430,66,24,140,961,915,106,0,6,3465,-35,0,431,429,1,0
17,445,10,20,440,75,103,85,979,935,126,0,0,3457,-43,-6,434,446,1,0
18,475,10,20,455,84,30,125,953,969,143,25,16,3515,15,8,458,452,1,0
19,504,10,20,470,51,51,71,943,932,179,30,16,3628,128,21,481,459,1,0
20,525,10,20,480,81,51,69,948,942,171,0,13,3622,122,16,496,464,1,0
21,554,10,20,495,63,15,23,943,918,216,5,0,3649,149,12,514,476,1,0
22,575,10,20,505,42,15,74,935,912,272,25,59,3687,187,12,527,483,1,0
23,605,10,20,520,6,3,82,902,932,294,20,29,3714,214,11,549,491,1,0
24,626,10,20,530,39,0,77,920,939,415,25,9,3777,277,16,567,493,1,0
25,646,10,20,540,69,33,79,882,929,396,55,33,3779,279,13,583,497,1,0
26,676,10,20,540,63,0,98,920,932,373,0,0,3754,254,3,579,501,1,0
27,705,10,20,540,102,6,103,948,915,280,0,43,3454,-46,-33,546,534,1,0
28,725,10,20,540,69,51,98,961,979,278,15,56,3692,192,-4,544,536,1,0
30,776,10,20,540,63,42,87,979,929,252,0,43,3663,163,3,538,542,1,0
31,805,10,20,540,90,42,90,958,918,292,0,0,3692,192,2,542,538,1,0
32,825,10,20,540,111,66,127,946,939,323,0,3,3459,-41,-15,538,542,1,0
33,846,10,20,540,108,79,135,966,949,356,5,19,3478,-22,-13,536,544,1,0
34,875,10,20,540,99,72,125,925,925,379,25,0,3661,161,11,543,537,1,0
35,896,10,20,540,51,36,58,892,939,435,10,19,3798,298,30,569,511,1,0
36,916,10,20,540,51,33,82,884,969,455,15,0,3814,314,28,588,492,1,0
37,936,10,20,540,99,30,53,869,925,424,71,19,3799,299,19,595,485,1,0
38,966,10,20,540,141,66,34,892,875,269,65,23,3454,-46,-43,531,549,1,0
39,1009,10,20,540,12,0,0,884,858,103,30,46,3576,76,-4,535,545,1,0
40,1029,10,20,540,0,30,0,874,902,106,20,39,3591,91,-1,537,543,1,0
41,1059,10,20,540,0,0,7,887,854,126,10,43,3592,92,0,538,542,1,0
42,1089,10,20,540,39,9,53,897,875,179,0,23,3631,131,7,546,534,1,0
43,1110,10,20,540,9,0,10,900,868,188,0,6,3635,135,6,549,531,1,0
44,1140,10,20,540,33,0,39,943,905,283,0,0,3690,190,10,557,523,1,0
45,1160,10,20,540,42,42,95,941,939,339,0,36,3728,228,13,566,514,1,0
46,1190,10,20,540,45,36,61,928,929,331,0,0,3727,227,10,571,509,1,0
47,1219,10,20,540,0,0,47,915,881,261,0,0,3682,182,0,568,512,1,0
48,1240,10,20,540,0,0,37,882,912,233,0,0,3679,179,-2,562,518,1,0
50,1290,10,20,540,36,54,74,923,908,174,45,23,3626,126,-8,545,535,1,0
51,1319,10,20,540,66,33,127,969,945,146,55,46,3507,7,-18,535,545,1,0
52,1340,10,20,540,33,60,284,976,929,75,35,43,3294,-206,-42,521,559,1,0
53,1369,10,20,540,57,88,946,961,800,84,65,9,2946,-554,-86,443,637,1,0
54,1389,10,20,470,117,595,984,989,266,87,76,73,2234,-1266,-151,251,689,1,0
55,1410,10,20,400,625,963,938,933,67,87,45,3,1629,-1871,-210,0,807,1,0
57,1460,10,20,280,933,936,920,630,67,67,0,9,1364,-2136,-121,0,821,1,0
58,1490,10,20,280,933,908,896,261,67,67,0,0,1161,-2339,-93,0,834,1,0
59,1510,10,20,280,954,948,930,189,77,70,0,73,1117,-2383,-72,0,837,1,0
60,1530,10,20,280,900,957,843,115,74,58,10,0,1061,-2439,-55,0,838,1,0
61,1550,10,20,280,924,942,630,79,87,84,30,29,882,-2618,-53,0,838,1,0
62,1579,10,20,280,927,917,361,23,23,47,5,19,743,-2757,-61,0,838,1,0
64,1621,10,20,280,918,954,851,100,91,112,30,36,1197,-2303,25,0,838,1,0
65,1651,10,20,280,658,936,941,210,87,87,25,36,1256,-2244,42,0,838,1,0
66,1671,10,20,280,93,945,957,848,70,81,0,39,1964,-1536,125,0,833,1,0
67,1701,10,20,280,3,82,954,987,364,50,30,29,2744,-756,194,0,661,1,0
68,1721,10,20,290,0,36,438,941,929,98,30,49,3212,-288,216,84,446,1,0
69,1741,10,20,300,57,0,103,915,996,345,65,76,3671,171,227,204,270,1,0
70,1770,10,20,315,96,60,98,253,952,960,60,83,4326,826,223,384,109,1,0
71,1791,10,20,325,57,51,93,128,945,941,55,36,4403,903,175,504,42,1,0
72,1812,10,20,335,6,39,85,379,929,904,20,86,4237,737,97,621,49,1,0
74,1862,10,20,360,75,60,614,951,881,92,35,3,3109,-391,-113,353,326,1,0
75,1882,10,20,370,54,100,960,930,250,67,40,49,2593,-907,-162,230,446,1,0
76,1912,10,20,385,57,258,949,982,108,143,15,39,2561,-939,-121,104,626,1,0
77,1933,10,20,395,135,176,965,976,114,78,20,63,2320,-1180,-105,74,716,1,0
78,1962,10,20,410,108,112,984,1000,320,132,55,76,2643,-857,-16,124,696,1,0
79,1982,10,20,420,102,91,651,1000,939,117,25,73,3076,-424,62,244,577,1,0
80,2016,10,20,430,48,45,95,969,945,227,25,26,3653,153,125,364,450,1,0
81,2046,10,20,420,45,33,50,612,942,831,50,53,4091,591,149,544,296,1,0
82,2066,10,20,420,15,3,71,394,942,955,60,56,4244,744,131,618,222,1,0
83,2095,10,20,425,54,18,87,843,976,702,5,33,3944,444,36,603,247,1,0
84,2115,10,20,435,33,36,109,971,952,235,40,63,3579,79,-36,523,347,1,0
85,2136,10,20,445,6,21,180,1000,976,132,65,39,3463,-37,-57,459,431,1,0
86,2156,10,20,455,54,79,792,948,804,106,25,73,3084,-416,-98,404,506,1,0
87,2186,10,20,420,81,51,981,984,263,129,55,56,2804,-696,-105,246,594,1,0
88,2206,10,20,420,105,97,1000,982,199,129,86,132,2870,-630,-64,226,614,1,0
89,2236,10,20,435,87,18,930,964,449,140,20,73,2919,-581,-25,287,583,1,0
90,2257,10,20,445,105,63,617,979,861,154,71,79,3087,-413,9,338,552,1,0
91,2287,10,20,460,36,79,119,958,976,162,20,86,3533,33,72,467,453,1,0
92,2317,10,20,475,54,36,103,971,986,176,60,102,3702,202,70,526,424,1,0
93,2337,10,20,485,69,60,77,989,945,193,91,142,3836,336,64,556,414,1,0
94,2367,10,20,500,60,48,93,997,956,148,116,136,3911,411,45,581,419,1,0
95,2396,10,20,515,90,66,127,971,962,165,111,116,3800,300,14,580,450,1,0
96,2417,10,20,525,57,57,345,966,969,132,45,102,3515,15,-33,539,511,1,0
97,2447,10,20,540,99,54,800,989,689,120,50,142,3254,-246,-57,508,572,1,0
98,2467,10,20,540,66,63,904,951,439,112,50,119,3093,-407,-68,469,611,1,0
99,2497,10,20,540,93,88,968,958,304,143,45,146,3081,-419,-44,450,630,1,0
100,2517,10,20,540,111,66,954,1000,361,146,65,159,3000,-500,-35,452,628,1,0
101,2553,10,20,540,93,66,837,976,543,157,65,129,3202,-298,-2,460,620,1,0
102,2577,10,20,540,87,91,539,1000,898,188,96,156,3488,-12,41,511,569,1,0
103,2597,10,20,540,72,97,382,961,959,188,71,176,3621,121,62,557,523,1,0
104,2627,10,20,540,120,27,234,958,952,154,45,152,3495,-5,27,569,511,1,0
105,2647,10,20,540,90,60,287,987,956,196,60,166,3665,165,34,571,509,1,0
106,2677,10,20,540,93,79,303,943,952,157,71,119,3581,81,4,553,527,1,0
107,2697,10,20,540,102,63,324,974,942,137,60,139,3436,-64,-9,543,537,1,0
108,2726,10,20,540,66,57,388,953,925,160,81,166,3586,86,7,543,537,1,0
109,2747,10,20,540,105,97,473,961,895,162,76,186,3422,-78,-13,537,543,1,0
110,2776,10,20,540,160,115,505,1000,898,179,86,142,3203,-297,-37,518,562,1,0
111,2797,10,20,540,157,106,531,974,878,168,91,166,3222,-278,-39,491,589,1,0
112,2817,10,20,540,99,57,430,961,925,162,91,122,3502,2,4,504,576,1,0
113,2847,10,20,540,72,103,300,976,976,188,50,129,3509,9,21,543,537,1,0
114,2876,10,20,540,66,82,210,958,956,162,81,172,3715,215,41,564,516,1,0
115,2897,10,20,540,93,97,183,941,949,174,101,132,3784,284,43,585,495,1,0
116,2927,10,20,540,111,115,239,920,925,132,55,109,3322,-178,-36,538,542,1,0
117,2947,10,20,540,114,88,321,987,962,188,60,149,3467,-33,-7,537,543,1,0
118,2977,10,20,540,148,69,279,958,969,148,35,112,3378,-122,-21,515,565,1,0
120,3022,10,20,540,169,112,212,984,966,176,20,122,3314,-186,-18,497,583,1,0
121,3052,10,20,540,135,133,170,948,956,134,50,96,3154,-346,-22,501,579,1,0
122,3073,10,20,540,193,145,180,1000,956,160,65,83,3086,-414,-26,493,587,1,0
123,3103,10,20,540,93,85,143,979,983,171,35,83,3519,19,26,525,555,1,0
124,3123,10,20,540,138,94,117,938,932,205,25,89,3348,-152,8,534,546,1,0
125,3152,10,20,540,166,109,63,951,976,264,55,93,3319,-181,-5,525,555,1,0
126,3173,10,20,540,117,112,143,969,972,317,30,132,3512,12,29,548,532,1,0
127,3193,10,20,540,154,118,122,961,939,382,55,89,3329,-171,5,552,528,1,0
128,3222,10,20,540,154,127,127,923,976,429,25,126,3522,22,19,556,524,1,0
129,3242,10,20,540,166,106,122,848,952,654,40,102,3622,122,17,554,526,1,0
130,3263,10,20,540,145,133,135,725,939,828,15,86,3605,105,16,562,518,1,0
131,3284,10,20,540,117,103,117,528,949,938,35,102,3896,396,41,581,499,1,0
132,3313,10,20,540,117,109,119,264,952,969,81,102,3991,491,53,638,442,1,0
133,3334,10,20,540,117,85,130,184,956,980,86,83,4028,528,35,644,436,1,0
134,3364,10,20,475,141,94,93,194,966,963,86,99,4090,590,33,625,325,1,0
135,3384,10,20,420,111,75,117,161,993,971,147,119,4298,798,43,607,233,1,0
136,3414,10,20,430,111,54,127,200,996,966,86,96,4028,528,-9,571,289,1,0
137,3444,10,20,445,138,66,148,417,1000,988,106,79,3976,476,-23,527,363,1,0
138,3473,10,20,460,135,75,125,692,983,969,65,79,3823,323,-29,514,406,1,0
139,3494,10,20,470,151,109,170,674,996,997,96,136,3832,332,-23,514,426,1,0
140,3514,10,20,480,163,103,151,530,1000,991,76,116,3851,351,-16,518,442,1,0
141,3544,10,20,495,181,142,202,282,1000,1000,131,129,3939,439,5,549,441,1,0
142,3574,10,20,470,105,121,111,161,993,997,309,126,4282,782,50,597,343,1,0
143,3595,10,20,420,120,88,162,179,1000,963,664,142,4536,1036,69,611,229,1,0
144,3625,10,20,420,135,100,125,133,942,974,868,119,4542,1042,61,706,134,1,0
145,3645,10,20,420,84,88,69,158,986,943,837,69,4840,1340,75,757,83,1,0
