seq,t_ms,control_ms,send_ms,current_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
191,4283,10,20,475,59,53,937,987,178,103,0,0,2749,-751,-233,199,600,1,0
192,4303,10,20,485,44,208,922,951,151,11,0,0,2468,-1032,-205,69,840,1,0
193,4323,10,20,495,101,149,968,946,127,29,0,0,2370,-1130,-155,20,970,1,0
194,4343,10,20,505,68,56,916,938,535,73,15,0,2840,-660,-44,4,1000,1,0
195,4363,10,20,515,80,32,116,943,962,215,35,0,3570,70,90,179,833,1,0
196,4393,10,20,530,143,104,106,104,835,979,928,164,4632,1132,232,539,296,1,0
197,4414,10,20,460,56,50,98,84,121,837,954,945,5953,2453,342,951,0,1,0
198,4444,10,20,355,65,65,142,81,134,126,959,883,5964,2464,252,983,0,1,0
199,4464,10,20,365,92,77,153,117,107,165,892,941,5831,2331,151,1000,0,1,0
200,4493,10,20,380,83,74,101,122,117,70,775,903,5949,2449,74,1000,0,1,0
201,4514,10,20,390,98,71,140,92,104,109,841,941,6029,2529,44,1000,0,1,0
202,4534,10,20,400,59,83,119,76,121,100,877,914,6045,2545,39,1000,0,1,0
203,4555,10,20,410,167,98,124,148,97,156,943,927,5524,2024,-37,1000,0,1,0
204,4575,10,20,420,197,65,137,97,127,241,954,914,5489,1989,-72,1000,0,1,0
205,4595,10,20,430,77,101,119,104,138,781,943,934,5546,2046,-29,1000,0,1,0
206,4624,10,20,430,101,26,90,61,144,941,933,206,5299,1799,-47,1000,0,1,0
207,4645,10,20,440,53,68,59,51,865,949,882,41,5006,1506,-88,1000,0,1,0
208,4665,10,20,450,32,59,67,61,919,893,91,0,4492,992,-139,997,0,1,0
209,4685,10,20,460,47,53,64,882,939,705,56,27,3929,429,-191,933,0,1,0
210,4705,10,20,470,122,41,207,951,959,94,25,10,3172,-328,-251,610,240,1,0
211,4725,10,20,480,56,56,906,948,323,91,25,65,2732,-768,-252,308,480,1,0
212,4745,10,20,490,83,179,937,923,121,73,30,75,2456,-1044,-229,118,720,1,0
213,4765,10,20,500,44,235,914,879,107,73,5,17,2401,-1099,-173,44,956,1,0
214,4785,10,20,510,26,71,909,920,181,58,10,41,2637,-863,-85,17,1000,1,0
215,4805,10,20,520,41,35,537,938,922,117,40,30,3246,-254,31,105,935,1,0
216,4825,10,20,530,35,62,75,820,979,967,147,58,4151,651,168,345,624,1,0
217,4846,10,20,540,65,44,103,135,875,943,954,151,4937,1437,266,585,280,1,0
218,4866,10,20,470,62,53,98,97,134,823,979,945,5949,2449,353,972,0,1,0
219,4896,10,20,365,47,23,75,89,101,115,903,962,6309,2809,272,995,0,1,0
220,4916,10,20,375,53,35,59,61,90,88,811,965,6543,3043,203,1000,0,1,0
221,4936,10,20,385,101,44,101,84,114,106,663,989,5828,2328,45,1000,0,1,0
222,4956,10,20,395,65,71,116,102,90,144,653,989,6037,2537,37,1000,0,1,0
223,4976,10,20,405,83,53,96,63,94,85,780,975,6555,3055,73,1000,0,1,0
224,4996,10,20,415,122,59,103,104,144,150,892,931,5606,2106,-44,1000,0,1,0
225,5017,10,20,420,77,62,122,138,154,162,948,979,5842,2342,-41,1000,0,1,0
226,5047,10,20,430,104,83,142,117,171,746,964,982,5488,1988,-71,1000,0,1,0
227,5076,10,20,435,107,92,158,127,222,1000,923,178,4924,1424,-113,1000,0,1,0
228,5096,10,20,445,92,98,135,112,939,985,653,89,4675,1175,-126,1000,0,1,0
229,5116,10,20,455,170,98,181,324,1000,994,91,109,3983,483,-197,934,0,1,0
230,5136,10,20,465,116,128,189,1000,986,224,56,116,3400,-100,-231,629,240,1,0
231,5156,10,20,475,128,116,903,989,619,153,30,61,2795,-705,-250,332,480,1,0
232,5176,10,20,485,194,232,1000,1000,212,200,66,113,2667,-833,-206,125,720,1,0
233,5196,10,20,495,137,626,968,820,181,138,51,51,2242,-1258,-202,43,947,1,0
234,5216,10,20,505,137,597,984,879,185,138,112,123,2587,-913,-114,15,995,1,0
235,5236,10,20,515,119,167,1000,1000,212,126,56,79,2532,-968,-55,7,1000,1,0
236,5257,10,20,525,140,128,924,1000,595,174,81,113,2933,-567,19,67,983,1,0
237,5278,10,20,535,122,119,168,1000,1000,262,71,123,3445,-55,107,248,822,1,0
238,5298,10,20,545,92,86,163,207,989,994,102,72,4270,770,199,488,498,1,0
239,5319,10,20,515,62,86,140,135,235,1000,908,171,5125,1625,282,728,140,1,0
240,5348,10,20,430,89,68,114,120,138,772,954,962,5705,2205,255,1000,0,1,0
241,5368,10,20,430,95,71,132,69,191,598,948,969,5810,2310,209,1000,0,1,0
242,5389,10,20,430,107,92,129,120,175,784,943,893,5441,1941,97,1000,0,1,0
243,5410,10,20,440,140,50,124,97,141,988,933,374,5173,1673,1,1000,0,1,0
244,5430,10,20,450,89,62,106,122,205,967,964,127,5181,1681,-8,994,0,1,0
245,5450,10,20,460,119,89,148,99,861,976,729,123,4687,1187,-73,989,0,1,0
246,5470,10,20,470,104,56,122,140,969,1000,102,92,4165,665,-140,993,0,1,0
247,5500,10,20,485,98,47,158,961,956,123,35,20,3474,-26,-189,691,249,1,0
248,5529,10,20,500,101,110,979,971,208,76,61,13,2453,-1047,-256,239,609,1,0
249,5549,10,20,470,98,913,945,434,94,70,35,0,1791,-1709,-277,4,849,1,0
250,5570,10,20,430,128,961,948,222,107,47,20,0,1669,-1831,-235,0,1000,1,0
251,5590,10,20,430,140,940,979,383,171,117,45,51,1947,-1553,-126,0,1000,1,0
252,5610,10,20,440,119,417,974,918,127,85,35,61,2202,-1298,-35,0,1000,1,0
253,5630,10,20,450,101,89,955,966,195,91,25,72,2520,-980,43,0,990,1,0
254,5659,10,20,465,83,95,155,987,966,135,40,44,3481,-19,159,120,798,1,0
255,5680,10,20,475,125,92,124,373,1000,961,51,65,3938,438,195,360,495,1,0
256,5700,10,20,485,92,89,83,71,936,943,515,37,4824,1324,270,600,194,1,0
257,5720,10,20,430,53,53,119,71,215,952,964,72,5174,1674,266,840,0,1,0
258,5740,10,20,430,71,47,77,66,127,932,974,89,5416,1916,215,1000,0,1,0
259,5769,10,20,430,29,38,70,53,397,935,938,79,5238,1738,101,1000,0,1,0
260,5790,10,20,440,59,41,88,56,979,973,265,10,4677,1177,-15,1000,0,1,0
261,5811,10,20,450,20,17,85,335,976,935,56,3,4267,767,-92,994,0,1,0
262,5831,10,20,460,74,32,114,928,932,79,35,0,3414,-86,-193,777,120,1,0
263,5851,10,20,470,56,44,836,910,558,32,0,0,2879,-621,-232,439,360,1,0
264,5871,10,20,480,56,268,940,946,107,44,20,0,2394,-1106,-254,167,600,1,0
265,5900,10,20,430,83,910,1000,102,80,38,5,0,1598,-1902,-258,0,960,1,0
266,5921,10,20,430,86,916,942,112,104,35,0,17,1712,-1788,-174,0,1000,1,0
267,5941,10,20,435,98,883,950,378,84,47,10,30,1771,-1729,-99,0,1000,1,0
268,5961,10,20,445,23,155,922,936,80,23,20,3,2387,-1113,20,0,998,1,0
269,5981,10,20,455,2,41,911,879,333,38,35,0,2727,-773,86,0,988,1,0
270,6001,10,20,465,8,50,93,907,936,26,0,27,3507,7,177,120,782,1,0
271,6022,10,20,470,11,14,88,383,936,887,10,0,4228,728,252,240,576,1,0
272,6042,10,20,480,0,35,64,0,851,890,556,0,4871,1371,306,480,225,1,0
273,6062,10,20,430,0,0,46,0,40,884,943,44,5516,2016,326,720,0,1,0
274,6092,10,20,360,2,29,59,0,26,840,923,505,5852,2352,240,989,0,1,0
275,6112,10,20,370,0,0,36,5,43,896,923,202,5656,2156,137,1000,0,1,0
276,6132,10,20,380,5,0,23,20,60,917,923,24,5501,2001,57,1000,0,1,0
277,6161,10,20,395,41,11,23,7,865,902,428,10,4800,1300,-68,979,0,1,0
278,6182,10,20,405,71,59,77,166,939,961,40,61,4384,884,-134,951,0,1,0
279,6202,10,20,415,14,17,90,933,919,117,0,6,3585,85,-210,782,48,1,0
280,6222,10,20,425,35,41,831,877,572,53,0,27,2886,-614,-259,446,288,1,0
281,6242,10,20,435,41,274,961,941,90,44,0,3,2306,-1194,-285,144,528,1,0
282,6262,10,20,430,47,943,922,196,90,56,30,41,1637,-1863,-304,0,768,1,0
283,6282,10,20,430,101,925,929,127,107,79,5,6,1640,-1860,-230,0,1000,1,0
284,6302,10,20,430,104,919,955,268,101,73,15,0,1720,-1780,-140,0,1000,1,0
285,6328,10,20,440,104,510,945,872,154,73,30,30,2178,-1322,-25,0,1000,1,0
286,6352,10,20,455,92,74,927,928,424,76,0,37,2779,-721,93,0,989,1,0
287,6372,10,20,465,173,83,194,969,973,141,40,37,3221,-279,136,46,884,1,0
288,6392,10,20,475,194,119,161,409,989,955,91,54,3678,178,171,286,615,1,0
289,6412,10,20,485,158,125,176,89,898,949,576,37,4257,757,207,526,346,1,0
290,6432,10,20,495,149,77,129,92,107,952,928,106,4958,1458,258,766,137,1,0
291,6452,10,20,505,146,119,174,115,121,873,928,498,4947,1447,198,956,54,1,0
292,6472,10,20,515,152,137,155,143,154,949,943,384,4833,1333,129,1000,24,1,0
293,6492,10,20,525,149,56,127,63,171,917,913,24,4831,1331,60,1000,17,1,0
294,6512,10,20,535,173,125,124,92,912,973,336,30,4124,624,-35,1000,20,1,0
295,6532,10,20,545,140,101,142,588,986,893,35,10,3704,204,-112,937,153,1,0
296,6552,10,20,555,119,83,231,946,969,53,25,0,3168,-332,-182,632,393,1,0
297,6572,10,20,565,167,152,961,1000,168,123,25,65,2474,-1026,-236,301,633,1,0
298,6592,10,20,575,128,919,987,570,181,117,25,41,2037,-1463,-235,164,873,1,0
299,6612,10,20,505,263,976,974,156,141,76,15,0,1576,-1924,-230,0,1000,1,0
300,6642,10,20,430,589,1000,979,184,121,70,15,0,1390,-2110,-169,0,1000,1,0
301,6662,10,20,430,467,976,1000,265,154,109,10,20,1660,-1840,-79,0,1000,1,0
302,6682,10,20,435,419,982,994,585,124,79,5,27,1682,-1818,-31,0,1000,1,0
303,6702,10,20,445,305,952,963,907,131,82,15,48,1879,-1621,10,0,1000,1,0
304,6722,10,20,455,284,955,981,961,181,109,51,30,2036,-1464,43,0,991,1,0
305,6751,10,20,470,404,958,976,915,353,100,5,41,2041,-1459,28,0,993,1,0
306,6771,10,20,480,491,934,924,910,760,76,40,20,2127,-1373,31,0,1000,1,0
307,6792,10,20,490,344,934,880,882,861,76,15,0,2251,-1249,42,0,1000,1,0
308,6812,10,20,500,92,898,890,869,872,82,10,10,2485,-1015,63,0,1000,1,0
309,6832,10,20,510,47,734,859,864,902,56,10,34,2575,-925,63,0,1000,1,0
310,6853,10,20,520,35,116,862,869,898,41,0,0,2928,-572,90,56,984,1,0
311,6873,10,20,530,0,0,714,851,885,106,0,0,3149,-351,103,161,899,1,0
312,6893,10,20,540,20,0,93,836,875,563,0,0,3879,379,170,398,656,1,0
313,6914,10,20,550,5,0,33,716,915,846,0,0,4052,552,171,638,403,1,0
314,6934,10,20,560,0,0,0,324,861,852,0,0,4259,759,150,878,235,1,0
315,6954,10,20,570,0,0,0,549,925,852,0,0,4130,630,91,951,189,1,0
316,6984,10,20,585,0,0,293,918,942,44,0,0,3301,-199,-63,791,359,1,0
317,7004,10,20,595,47,20,955,1000,299,47,0,0,2708,-792,-154,514,599,1,0
