seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
14,314,10,20,1000,104,84,131,964,958,112,25,29,3325,-175,-167,892,1000,1,0
15,334,10,20,1000,83,51,116,949,923,129,0,16,3503,3,-16,958,960,1,0
16,354,10,20,1000,92,69,160,979,989,191,60,51,3522,22,-103,966,974,1,0
17,374,10,20,1000,80,30,134,937,975,241,0,45,3578,78,4,994,951,1,0
18,394,10,20,1000,107,96,105,954,951,317,5,61,3476,-24,12,956,967,1,0
19,414,10,20,1000,77,48,136,939,955,345,10,16,3635,135,272,1000,905,1,0
20,435,10,20,1000,98,63,136,892,948,393,45,38,3674,174,17,997,900,1,0
21,455,10,20,1000,74,66,121,912,986,441,25,64,3710,210,-74,1000,922,1,0
22,475,10,20,1000,95,81,93,877,903,424,65,51,3794,294,-20,1000,860,1,0
23,495,10,20,1000,83,87,38,887,927,297,20,29,3720,220,-37,1000,898,1,0
24,515,10,20,1000,80,63,93,887,910,216,70,67,3666,166,-14,980,892,1,0
25,535,10,20,1000,14,0,43,877,903,92,40,80,3507,7,7,946,937,1,0
26,555,10,20,1000,68,21,69,869,899,87,0,25,3508,8,-1,940,935,1,0
27,575,10,20,1000,86,0,98,904,941,106,0,51,3590,90,90,989,923,1,0
28,596,10,20,1000,47,15,139,957,934,87,0,3,3391,-109,-15,932,994,1,0
29,616,10,20,1000,26,0,111,904,934,75,0,32,3422,-78,-69,929,982,1,0
30,636,10,20,1000,26,0,124,919,955,61,45,29,3415,-85,-84,926,986,1,0
31,656,10,20,1000,83,18,191,939,955,78,20,64,3366,-134,-104,906,998,1,0
32,676,10,20,1000,134,78,550,962,944,117,80,90,3083,-417,-321,766,1000,1,0
33,696,10,20,1000,101,105,940,924,467,129,45,110,2896,-604,-31,601,937,1,0
34,716,10,20,1000,119,876,943,967,83,87,20,64,1949,-1551,-484,149,1000,1,0
35,736,10,20,1000,955,933,912,416,62,56,10,22,1245,-2255,-305,-300,1000,1,0
36,756,10,20,1000,913,951,904,92,51,73,0,19,996,-2504,-102,-437,958,1,0
37,776,10,20,1000,910,891,878,47,62,47,0,19,988,-2512,-24,-437,946,1,0
38,796,10,20,1000,940,927,914,132,55,95,5,42,1081,-2419,22,-392,934,1,0
39,816,10,20,1000,970,930,935,290,55,78,20,38,1174,-2326,60,-329,943,1,0
40,836,10,20,1000,961,972,927,932,110,98,45,25,1553,-1947,158,-34,1000,1,0
41,856,10,20,1000,447,936,943,897,290,101,40,87,1986,-1514,281,209,1000,1,0
