pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,telemetry_sent,telemetry_skip,debug_skip,network_slow,raw_message
2026-07-09 10:37:29.912,192.168.0.50:52978,boot,,,,,,,,,,,,,,,,0.240,0.420,,,,,,,,HIGH_SPEED_UTURN_GATED,10,,,,,,,,,,,"type=boot,telemetry_ok=True,mode=HIGH_SPEED_UTURN_GATED,control_ms=10,base_speed=850,max_speed=1000,kp=0.240,kd=0.420,slow_error=750,hard_error=1500,uturn_after=6500,uturn_speed=380,uturn_hold=420"
2026-07-09 10:37:35.682,192.168.0.50:52978,start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type=start
2026-07-09 10:37:36.109,192.168.0.50:52978,status,51,,,850,850,2,3,0,-553,-528.0,-48.2,0.61,3,,,0.240,0.420,,,-132,,718,982,,,,,,,,,,,,,,"type=status,loop=51,target=850,current=850,compute_ms=2,max_ms=3,overrun=0,error=-553,filtered_error=-528.0,filtered_rate=-48.2,confidence=0.61,active=3,kp=0.240,kd=0.420,steering=-132,left=718,right=982,on_line=1,uturn=0,uturn_enabled=0"
2026-07-09 10:37:36.693,192.168.0.50:52978,status,100,,,250,250,3,19,1,-3279,-3195.2,-22.5,0.10,0,,,0.240,0.420,,,0,,0,900,,,,,,,,,,,,,,"type=status,loop=100,target=250,current=250,compute_ms=3,max_ms=19,overrun=1,error=-3279,filtered_error=-3195.2,filtered_rate=-22.5,confidence=0.10,active=0,kp=0.240,kd=0.420,steering=0,left=0,right=900,on_line=0,uturn=0,uturn_enabled=0"
2026-07-09 10:37:37.197,192.168.0.50:52978,status,150,,,850,850,2,19,1,-370,-449.9,-7.2,0.65,3,,,0.240,0.420,,,-72,,778,922,,,,,,,,,,,,,,"type=status,loop=150,target=850,current=850,compute_ms=2,max_ms=19,overrun=1,error=-370,filtered_error=-449.9,filtered_rate=-7.2,confidence=0.65,active=3,kp=0.240,kd=0.420,steering=-72,left=778,right=922,on_line=1,uturn=0,uturn_enabled=0"
2026-07-09 10:37:37.629,192.168.0.50:52978,status,199,,,1000,1000,3,20,2,188,109.2,39.1,0.73,3,,,0.240,0.420,,,15,,1000,985,,,,,,,,,,,,,,"type=status,loop=199,target=1000,current=1000,compute_ms=3,max_ms=20,overrun=2,error=188,filtered_error=109.2,filtered_rate=39.1,confidence=0.73,active=3,kp=0.240,kd=0.420,steering=15,left=1000,right=985,on_line=1,uturn=0,uturn_enabled=0"
2026-07-09 10:37:38.182,192.168.0.50:52978,status,249,,,700,700,2,20,2,999,1011.0,-39.9,0.67,2,,,0.240,0.420,,,211,,911,489,,,,,,,,,,,,,,"type=status,loop=249,target=700,current=700,compute_ms=2,max_ms=20,overrun=2,error=999,filtered_error=1011.0,filtered_rate=-39.9,confidence=0.67,active=2,kp=0.240,kd=0.420,steering=211,left=911,right=489,on_line=1,uturn=0,uturn_enabled=0"
2026-07-09 10:37:38.624,192.168.0.50:52978,status,297,,,850,670,20,20,3,529,615.9,-104.0,0.75,3,,,0.240,0.420,,,89,,759,581,,,,,,,,,,,,,,"type=status,loop=297,target=850,current=670,compute_ms=20,max_ms=20,overrun=3,error=529,filtered_error=615.9,filtered_rate=-104.0,confidence=0.75,active=3,kp=0.240,kd=0.420,steering=89,left=759,right=581,on_line=1,uturn=0,uturn_enabled=0"
2026-07-09 10:37:39.180,192.168.0.50:52978,status,348,,,850,850,2,20,3,-311,-299.5,-64.3,0.64,2,,,0.240,0.420,,,-46,,804,896,,,,,,,,,,,,,,"type=status,loop=348,target=850,current=850,compute_ms=2,max_ms=20,overrun=3,error=-311,filtered_error=-299.5,filtered_rate=-64.3,confidence=0.64,active=2,kp=0.240,kd=0.420,steering=-46,left=804,right=896,on_line=1,uturn=0,uturn_enabled=0"
2026-07-09 10:37:39.618,192.168.0.50:52978,status,397,,,850,850,3,20,4,-202,-233.4,1.3,0.63,2,,,0.240,0.420,,,-22,,828,872,,,,,,,,,,,,,,"type=status,loop=397,target=850,current=850,compute_ms=3,max_ms=20,overrun=4,error=-202,filtered_error=-233.4,filtered_rate=1.3,confidence=0.63,active=2,kp=0.240,kd=0.420,steering=-22,left=828,right=872,on_line=1,uturn=0,uturn_enabled=0"
2026-07-09 10:37:41.168,192.168.0.50:52978,status,547,,,1000,1000,3,20,5,34,27.5,-15.6,0.47,2,,,0.240,0.420,,,-3,,997,1000,,,,,,,,,,,,,,"type=status,loop=547,target=1000,current=1000,compute_ms=3,max_ms=20,overrun=5,error=34,filtered_error=27.5,filtered_rate=-15.6,confidence=0.47,active=2,kp=0.240,kd=0.420,steering=-3,left=997,right=1000,on_line=1,uturn=0,uturn_enabled=0"
2026-07-09 10:37:42.161,192.168.0.50:52978,status,646,,,1000,875,2,20,6,181,200.9,-6.3,0.59,2,,,0.240,0.420,,,17,,892,858,,,,,,,,,,,,,,"type=status,loop=646,target=1000,current=875,compute_ms=2,max_ms=20,overrun=6,error=181,filtered_error=200.9,filtered_rate=-6.3,confidence=0.59,active=2,kp=0.240,kd=0.420,steering=17,left=892,right=858,on_line=1,uturn=0,uturn_enabled=1"
2026-07-09 10:37:42.670,192.168.0.50:52978,status,695,,,1000,900,2,20,7,-131,-134.7,18.2,0.62,2,,,0.240,0.420,,,-5,,895,905,,,,,,,,,,,,,,"type=status,loop=695,target=1000,current=900,compute_ms=2,max_ms=20,overrun=7,error=-131,filtered_error=-134.7,filtered_rate=18.2,confidence=0.62,active=2,kp=0.240,kd=0.420,steering=-5,left=895,right=905,on_line=1,uturn=0,uturn_enabled=1"
2026-07-09 10:37:43.187,192.168.0.50:52978,status,745,,,1000,950,2,20,7,-58,-126.0,15.5,0.69,2,,,0.240,0.420,,,-5,,945,955,,,,,,,,,,,,,,"type=status,loop=745,target=1000,current=950,compute_ms=2,max_ms=20,overrun=7,error=-58,filtered_error=-126.0,filtered_rate=15.5,confidence=0.69,active=2,kp=0.240,kd=0.420,steering=-5,left=945,right=955,on_line=1,uturn=0,uturn_enabled=1"
2026-07-09 10:37:43.704,192.168.0.50:52978,status,794,,,1000,975,2,20,8,-207,-203.8,-0.7,0.57,3,,,0.240,0.420,,,-19,,956,994,,,,,,,,,,,,,,"type=status,loop=794,target=1000,current=975,compute_ms=2,max_ms=20,overrun=8,error=-207,filtered_error=-203.8,filtered_rate=-0.7,confidence=0.57,active=3,kp=0.240,kd=0.420,steering=-19,left=956,right=994,on_line=1,uturn=0,uturn_enabled=1"
2026-07-09 10:37:44.150,192.168.0.50:52978,status,844,,,1000,925,3,20,8,7,45.0,-48.1,0.60,2,,,0.240,0.420,,,-11,,914,936,,,,,,,,,,,,,,"type=status,loop=844,target=1000,current=925,compute_ms=3,max_ms=20,overrun=8,error=7,filtered_error=45.0,filtered_rate=-48.1,confidence=0.60,active=2,kp=0.240,kd=0.420,steering=-11,left=914,right=936,on_line=1,uturn=0,uturn_enabled=1"
2026-07-09 10:37:44.700,192.168.0.50:52978,status,893,,,1000,1000,2,20,9,240,216.4,18.2,0.60,3,,,0.240,0.420,,,24,,1000,976,,,,,,,,,,,,,,"type=status,loop=893,target=1000,current=1000,compute_ms=2,max_ms=20,overrun=9,error=240,filtered_error=216.4,filtered_rate=18.2,confidence=0.60,active=3,kp=0.240,kd=0.420,steering=24,left=1000,right=976,on_line=1,uturn=0,uturn_enabled=1"
2026-07-09 10:37:45.132,192.168.0.50:52978,status,943,,,1000,1000,2,20,9,-132,-87.8,-3.7,0.56,2,,,0.240,0.420,,,-4,,996,1000,,,,,,,,,,,,,,"type=status,loop=943,target=1000,current=1000,compute_ms=2,max_ms=20,overrun=9,error=-132,filtered_error=-87.8,filtered_rate=-3.7,confidence=0.56,active=2,kp=0.240,kd=0.420,steering=-4,left=996,right=1000,on_line=1,uturn=0,uturn_enabled=1"
2026-07-09 10:37:45.660,192.168.0.50:52978,status,992,,,1000,925,3,20,10,20,58.4,-44.2,0.51,2,,,0.240,0.420,,,-10,,915,935,,,,,,,,,,,,,,"type=status,loop=992,target=1000,current=925,compute_ms=3,max_ms=20,overrun=10,error=20,filtered_error=58.4,filtered_rate=-44.2,confidence=0.51,active=2,kp=0.240,kd=0.420,steering=-10,left=915,right=935,on_line=1,uturn=0,uturn_enabled=1"
