seq,t_ms,control_ms,send_ms,current_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
0,23,10,20,495,889,939,930,947,946,917,918,935,3511,11,1,495,495,1,1
1,43,10,20,545,978,963,1000,986,1000,996,934,969,3486,-14,-1,545,545,1,1
2,63,10,20,595,935,909,925,944,950,892,934,921,3495,-5,-1,595,595,1,1
3,83,10,20,645,944,897,847,968,936,795,776,723,3330,-170,-18,635,655,1,1
4,103,10,20,695,79,96,30,944,932,180,35,3,3628,128,-1,691,699,1,0
5,123,10,20,745,33,39,25,942,911,204,25,0,3641,141,28,755,735,1,0
6,143,10,20,795,30,39,63,900,950,235,25,0,3681,181,30,814,776,1,0
7,163,10,20,845,61,111,66,942,943,342,0,20,3600,100,12,853,837,1,0
8,183,10,20,850,85,87,77,921,932,373,0,0,3753,253,27,877,823,1,0
9,203,10,20,900,92,60,75,902,961,400,0,0,3778,278,18,924,876,1,0
10,223,10,20,950,85,90,63,892,936,431,0,40,3795,295,13,969,931,1,0
11,243,10,20,850,73,45,111,873,971,550,10,47,3782,282,22,883,817,1,0
12,263,10,20,850,92,54,77,715,968,770,60,78,4022,522,38,922,778,1,0
13,283,10,20,850,64,78,30,681,932,715,45,40,4014,514,41,942,758,1,0
14,303,10,20,850,30,12,33,681,925,681,30,10,4000,500,28,968,732,1,0
15,323,10,20,850,46,18,41,744,954,605,0,0,3939,439,12,926,774,1,0
16,343,10,20,850,21,30,88,907,946,391,20,0,3770,270,-13,894,806,1,0
17,363,10,20,875,55,24,75,981,950,192,0,10,3628,128,-34,882,868,1,0
18,383,10,20,925,73,93,75,984,950,128,35,0,3584,84,-34,922,928,1,0
19,403,10,20,975,73,66,77,947,922,73,15,0,3493,-7,-35,967,983,1,0
20,423,10,20,1000,95,108,105,989,971,64,0,20,3299,-201,-50,978,1000,1,0
21,443,10,20,1000,122,117,111,992,975,110,5,0,3199,-301,-47,971,1000,1,0
22,463,10,20,1000,107,93,130,957,943,119,5,30,3323,-177,-29,977,1000,1,0
23,483,10,20,1000,58,108,122,950,939,100,25,0,3360,-140,-13,985,1000,1,0
24,503,10,20,1000,122,66,108,950,911,91,25,40,3208,-292,-19,979,1000,1,0
25,523,10,20,1000,3,45,58,931,922,30,50,20,3497,-3,7,1000,1000,1,0
26,543,10,20,1000,21,39,47,876,915,9,15,0,3510,10,15,1000,997,1,0
27,563,10,20,1000,0,9,147,878,925,3,5,30,3398,-102,1,1000,1000,1,0
28,583,10,20,1000,79,0,188,900,932,24,0,37,3368,-132,-7,993,1000,1,0
29,603,10,20,850,101,0,280,915,890,6,0,0,3140,-360,-32,816,884,1,0
30,623,10,20,850,76,54,377,984,925,27,0,0,3239,-261,-19,821,879,1,0
31,643,10,20,850,55,54,372,952,876,21,0,0,3229,-271,-15,820,880,1,0
32,663,10,20,850,46,15,397,944,936,39,0,40,3236,-264,-10,821,879,1,0
33,683,10,20,850,27,45,363,936,922,24,40,0,3251,-249,-4,825,875,1,0
34,703,10,20,850,67,72,586,934,876,24,25,20,3121,-379,-17,795,905,1,0
35,723,10,20,850,187,135,977,986,600,73,71,20,2581,-919,-74,666,1000,1,0
36,743,10,20,700,98,318,952,960,155,27,5,61,2399,-1101,-97,436,964,1,0
37,763,10,20,460,328,963,936,881,24,0,20,10,1762,-1738,-153,60,900,1,0
