wall_time,event_type,old_section_id,new_section_id,section_display_no,section_name,section_label_ko,section_type,profile_key,section_role,section_note,profile_label_ko,profile_base_speed,profile_curve_speed,profile_sharp_curve_speed,profile_min_run_speed,profile_kp,profile_kd,profile_max_correction,profile_reverse_allow,profile_reverse_pwm_mid,profile_reverse_pwm_high,profile_error_curve_threshold,profile_error_sharp_threshold,profile_d_error_curve_threshold,profile_d_error_sharp_threshold,profile_search_pwm,profile_line_loss_max_ms,cmd_seq,ack,status,rtt_ms,seq,t_ms,base_speed,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,packet_loss_count
2026-07-10T03:53:08.499,NEXT_SECTION,0,1,2,long_straight,긴 직진 구간,STRAIGHT,STRAIGHT,NORMAL,가장 높은 속도를 시도할 수 있는 긴 직진 구간.,직진,1050,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,1,1,OK,52,177,4143,880,3505,5,5,883,877,1,0,9
2026-07-10T03:53:14.370,NEXT_SECTION,1,2,3,short_s_1,짧은 S자,NARROW_S,NARROW_S,NORMAL,길이가 짧으므로 보수적으로 좁은 S자 profile 적용.,좁은 S자,720,650,560,470,0.57,0.3,1150,True,-220,-380,1150,2100,750,1400,300,280,2,1,OK,53,440,9988,1050,3507,7,-2,1000,1000,1,0,17
2026-07-10T03:53:18.580,NEXT_SECTION,2,3,4,short_straight_1,짧은 직진,STRAIGHT,STRAIGHT,NORMAL,직전 S자 이후 자세 안정 확인.,직진,1050,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,3,1,OK,53,620,14193,720,2923,-577,-82,367,1000,1,0,21
2026-07-10T03:53:20.083,NEXT_SECTION,3,4,5,wide_s_1,넓은 S자,WIDE_S,WIDE_S,NORMAL,직진보다 감속하고 진동 억제.,넓은 S자,880,780,650,500,0.53,0.24,1050,True,-120,-260,1350,2350,900,1600,280,240,4,1,OK,52,690,15693,1050,2988,-512,-18,791,1000,1,0,25
2026-07-10T03:53:27.910,NEXT_SECTION,4,5,6,narrow_s_1,좁은 S자,NARROW_S,NARROW_S,NORMAL,완주 안정성 우선.,좁은 S자,720,650,560,470,0.57,0.3,1150,True,-220,-380,1150,2100,750,1400,300,280,5,1,OK,52,1030,23548,880,2896,-604,175,602,1000,1,0,34
2026-07-10T03:53:39.790,NEXT_SECTION,5,6,7,hairpin_u_1,헤어핀,HAIRPIN_U,HAIRPIN_U,NORMAL,큰 감속과 강한 조향 필요.,헤어핀,620,560,500,430,0.62,0.34,1200,True,-300,-460,1000,1900,650,1250,320,320,6,1,OK,54,1547,35409,720,3502,2,-1,720,720,1,0,52
2026-07-10T03:53:42.311,NEXT_SECTION,6,7,8,middle_straight,중간 직진구간,STRAIGHT,STRAIGHT,NORMAL,헤어핀 탈출 후 자세가 안정되면 가속.,직진,1050,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,7,1,OK,83,1657,37902,620,3415,-85,-86,539,701,1,0,53
2026-07-10T03:53:46.593,NEXT_SECTION,7,8,9,wide_u_1,완만한 U턴,WIDE_U,WIDE_U,NORMAL,진입 감속 필요.,완만한 U턴,800,700,600,480,0.55,0.27,1100,True,-180,-320,1250,2250,850,1500,290,260,8,1,OK,51,1848,42227,1050,3412,-88,-87,989,1000,1,0,59
2026-07-10T03:53:48.088,NEXT_SECTION,8,9,10,short_straight_2,짧은 직진,STRAIGHT,STRAIGHT,NORMAL,다음 좁은 S자 진입 전 과속 주의.,직진,1050,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,9,1,OK,42,1913,43728,800,3494,-6,5,799,801,1,0,62
2026-07-10T03:53:51.760,NEXT_SECTION,9,10,11,half_narrow_s,좁은 S자 절반,NARROW_S,NARROW_S,NORMAL,짧지만 라인 이탈 위험이 있음.,좁은 S자,720,650,560,470,0.57,0.3,1150,True,-220,-380,1150,2100,750,1400,300,280,10,1,OK,54,2076,47363,1050,3503,3,4,1000,1000,1,0,80
2026-07-10T03:53:53.853,NEXT_SECTION,10,11,12,finish_short_straight,Finish 전 짧은 직진,STRAIGHT,STRAIGHT,FINISH_APPROACH,Finish까지 짧은 직진 거리.,직진,1050,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,11,1,OK,43,2168,49496,720,3364,-136,-136,602,838,1,0,89
