seq,t_ms,control_ms,send_ms,current_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
117,2436,10,20,700,62,55,108,139,968,981,361,6,4527,1027,4,934,466,1,0
118,2456,10,20,700,40,42,79,80,940,963,467,34,4800,1300,33,992,408,1,0
119,2476,10,20,700,75,55,100,90,971,987,663,47,4776,1276,26,991,409,1,0
120,2496,10,20,700,96,64,87,98,940,941,768,40,4935,1435,32,1000,392,1,0
121,2516,10,20,700,46,21,79,85,947,966,859,47,4968,1468,41,1000,360,1,0
122,2537,10,20,700,78,49,65,87,947,944,829,61,4956,1456,32,1000,358,1,0
123,2566,10,20,700,87,64,81,131,954,938,703,47,4811,1311,3,1000,390,1,0
124,2586,10,20,700,112,46,76,131,929,907,542,30,4538,1038,-27,959,441,1,0
125,2606,10,20,700,59,79,138,144,957,880,321,37,4451,951,-41,921,479,1,0
126,2626,10,20,700,159,49,76,162,926,953,236,0,4257,757,-57,874,526,1,0
127,2646,10,20,700,46,49,62,142,975,907,281,37,4575,1075,-19,918,482,1,0
128,2666,10,20,700,112,92,122,204,989,947,366,27,4285,785,-33,886,514,1,0
129,2686,10,20,700,159,58,76,113,964,907,542,13,4462,962,-8,921,479,1,0
130,2706,10,20,700,46,52,84,131,954,950,643,61,4786,1286,20,967,433,1,0
131,2727,10,20,700,84,85,89,105,957,929,824,0,4878,1378,42,1000,380,1,0
132,2747,10,20,700,103,76,81,74,912,929,889,44,4810,1310,29,1000,383,1,0
133,2767,10,20,700,15,42,38,33,891,864,874,51,4993,1493,39,1000,348,1,0
135,2807,10,20,700,87,76,54,69,922,935,829,75,4965,1465,18,1000,353,1,0
136,2828,10,20,700,68,67,89,139,961,944,648,129,4881,1381,-9,993,407,1,0
137,2857,10,20,700,75,39,68,95,943,969,422,40,4776,1276,-12,978,422,1,0
138,2877,10,20,700,59,49,111,155,943,956,271,85,4460,960,-40,922,478,1,0
139,2897,10,20,700,62,52,51,160,950,972,246,47,4560,1060,-27,926,474,1,0
140,2917,10,20,700,50,3,84,180,957,953,246,51,4541,1041,-23,917,483,1,0
141,2937,10,20,700,75,39,73,131,954,969,437,105,4780,1280,13,975,425,1,0
142,2957,10,20,700,21,46,59,80,954,935,618,88,4865,1365,31,1000,384,1,0
143,2977,10,20,700,43,39,49,72,894,938,768,78,4951,1451,36,1000,360,1,0
144,2997,10,20,700,46,61,79,74,957,956,839,112,5037,1537,37,1000,342,1,0
145,3018,10,20,700,25,64,92,67,954,953,768,78,4930,1430,24,1000,355,1,0
146,3038,10,20,700,62,88,108,116,975,969,396,92,4557,1057,-27,961,439,1,0
147,3058,10,20,700,31,88,76,118,971,963,125,61,4502,1002,-42,919,481,1,0
148,3078,10,20,725,78,61,119,346,1000,996,65,68,4167,667,-78,850,600,1,0
149,3098,10,20,775,93,64,114,679,1000,956,100,95,4087,587,-70,877,673,1,0
150,3119,10,20,825,131,88,125,829,1000,815,55,98,3728,228,-88,852,798,1,0
151,3148,10,20,850,134,85,147,860,989,738,80,102,3782,282,-59,877,823,1,0
152,3168,10,20,850,106,70,114,795,1000,796,105,92,3848,348,-32,896,804,1,0
153,3189,10,20,850,96,85,163,640,1000,886,50,92,3970,470,-11,913,787,1,0
154,3218,10,20,850,84,70,160,416,968,950,75,40,4085,585,7,964,736,1,0
155,3238,10,20,850,125,92,155,328,992,1000,95,88,3946,446,0,928,772,1,0
156,3259,10,20,850,81,55,92,304,971,1000,80,81,4305,805,37,1000,672,1,0
157,3288,10,20,750,75,36,100,361,968,978,60,51,4173,673,8,898,602,1,0
158,3308,10,20,800,53,21,76,514,943,889,95,17,4159,659,1,935,665,1,0
159,3328,10,20,850,75,58,92,780,936,670,105,47,4040,540,-7,968,732,1,0
160,3349,10,20,850,106,88,108,958,968,301,45,3,3468,-32,-79,838,862,1,0
161,3378,10,20,850,150,82,136,979,992,150,85,61,3293,-207,-73,830,870,1,0
162,3398,10,20,900,93,64,111,948,961,104,15,51,3498,-2,-39,891,909,1,0
163,3419,10,20,950,75,49,117,953,947,98,45,34,3411,-89,-31,943,957,1,0
164,3448,10,20,1000,96,88,160,948,968,67,55,40,3389,-111,-21,993,1000,1,0
165,3468,10,20,1000,59,73,133,935,975,55,35,27,3412,-88,-16,993,1000,1,0
166,3489,10,20,1000,65,88,155,940,1000,83,0,0,3403,-97,-11,994,1000,1,0
167,3518,10,20,1000,90,55,220,917,943,40,0,0,3347,-153,-13,988,1000,1,0
168,3538,10,20,1000,56,18,286,901,943,24,25,6,3308,-192,-15,982,1000,1,0
169,3558,10,20,850,53,76,384,873,936,27,0,0,3251,-249,-18,825,875,1,0
170,3578,10,20,850,0,15,544,863,845,0,60,0,3133,-367,-29,794,906,1,0
171,3598,10,20,850,115,49,752,927,680,15,5,0,2831,-669,-57,710,990,1,0
172,3618,10,20,850,46,39,803,878,533,0,5,0,2878,-622,-48,699,1000,1,0
173,3638,10,20,850,46,24,719,899,708,40,20,0,2995,-505,-21,725,975,1,0
174,3659,10,20,850,50,42,386,940,929,73,35,61,3240,-260,18,805,895,1,0
175,3688,10,20,900,15,76,130,935,964,67,40,27,3411,-89,41,902,898,1,0
176,3708,10,20,950,40,24,76,930,992,92,0,0,3516,16,44,960,940,1,0
177,3728,10,20,1000,31,46,87,948,968,166,40,6,3624,124,47,1000,985,1,0
178,3748,10,20,1000,40,6,35,922,905,326,30,10,3723,223,46,1000,972,1,0
179,3768,10,20,850,43,12,49,834,929,541,30,37,3872,372,47,888,812,1,0
180,3788,10,20,850,34,42,70,759,936,732,20,30,3988,488,53,925,775,1,0
181,3808,10,20,850,134,64,106,558,936,867,0,27,3831,331,35,922,778,1,0
182,3829,10,20,850,90,85,62,421,957,923,25,81,4218,718,52,990,710,1,0
183,3849,10,20,850,143,107,103,459,950,913,55,47,3758,258,1,902,798,1,0
184,3869,10,20,850,178,125,128,617,992,812,35,51,3597,97,-21,868,832,1,0
185,3889,10,20,900,134,70,128,803,992,683,75,68,3667,167,-23,910,890,1,0
186,3909,10,20,950,125,70,136,922,1000,396,35,75,3496,-4,-40,941,959,1,0
187,3929,10,20,1000,84,82,133,950,985,190,35,0,3545,45,-21,996,1000,1,0
188,3949,10,20,1000,96,107,275,979,1000,92,25,23,3216,-284,-49,978,1000,1,0
189,3969,10,20,850,121,156,991,984,775,92,60,47,2705,-795,-109,672,1000,1,0
190,3989,10,20,460,790,993,1000,953,136,83,25,40,1651,-1849,-216,80,892,1,0
191,4019,10,20,460,943,950,604,43,52,80,5,54,864,-2636,-278,80,1000,1,0
192,4039,10,20,460,909,539,59,33,84,43,5,27,372,-3128,-285,80,1000,1,0
193,4068,10,20,250,71,46,10,2,66,64,40,27,171,-3329,-186,250,900,0,0
194,4088,10,20,250,0,3,0,0,24,0,0,17,171,-3329,-125,250,900,0,0
195,4108,10,20,250,0,0,2,38,45,9,10,75,171,-3329,-84,250,900,0,0
196,4128,10,20,250,0,0,0,0,0,0,25,27,171,-3329,-56,250,900,0,0
197,4149,10,20,250,0,0,0,0,52,0,0,0,171,-3329,-38,250,900,0,0
198,4169,10,20,250,65,0,13,0,31,0,10,0,171,-3329,-25,250,900,0,0
199,4189,10,20,250,59,15,35,41,42,0,0,37,171,-3329,-17,0,900,0,0
200,4219,10,20,250,93,15,76,2,52,0,0,0,171,-3329,-9,0,900,0,0
201,4249,10,20,250,115,9,57,49,21,0,0,0,171,-3329,-5,0,900,0,0
203,4300,10,20,325,971,131,57,74,52,0,0,0,118,-3382,-35,120,945,1,0
204,4329,10,20,400,943,947,130,82,94,49,0,0,597,-2903,46,120,1000,1,0
205,4349,10,20,450,796,932,833,54,24,15,5,0,1014,-2486,82,120,1000,1,0
206,4369,10,20,500,71,920,986,147,24,24,0,0,1623,-1877,144,120,927,1,0
207,4389,10,20,545,46,88,937,935,77,15,0,0,2499,-1001,222,333,757,1,0
208,4409,10,20,595,78,58,561,912,824,6,25,0,3114,-386,254,547,643,1,0
209,4429,10,20,645,37,46,106,922,957,163,20,0,3547,47,262,734,556,1,0
210,4449,10,20,695,68,98,89,498,933,886,35,0,4167,667,269,896,494,1,0
211,4469,10,20,745,21,39,68,242,936,944,30,0,4330,830,231,1000,486,1,0
212,4490,10,20,700,71,61,68,271,933,950,0,0,4315,815,166,949,451,1,0
213,4519,10,20,750,46,58,43,842,915,467,0,0,3831,331,38,837,663,1,0
214,4540,10,20,800,18,12,76,919,940,67,0,0,3505,5,-30,801,799,1,0
215,4560,10,20,850,25,21,155,917,971,27,0,0,3399,-101,-49,839,861,1,0
216,4580,10,20,900,56,52,348,930,957,18,0,0,3272,-228,-52,873,927,1,0
217,4600,10,20,850,43,58,520,968,856,21,0,0,3143,-357,-56,789,911,1,0
218,4620,10,20,850,0,24,689,937,729,58,0,0,3016,-484,-59,765,935,1,0
219,4640,10,20,850,34,12,741,932,628,15,0,0,2950,-550,-54,717,983,1,0
220,4660,10,20,850,0,33,637,927,761,46,0,10,3053,-447,-28,767,933,1,0
221,4680,10,20,850,25,0,351,950,926,67,0,0,3258,-242,8,809,891,1,0
222,4700,10,20,900,21,58,155,932,964,61,20,0,3394,-106,29,895,905,1,0
223,4720,10,20,950,6,0,95,917,957,36,10,23,3510,10,37,958,942,1,0
224,4740,10,20,1000,12,24,70,956,936,95,35,40,3494,-6,29,1000,994,1,0
225,4760,10,20,1000,28,15,65,963,880,89,0,13,3477,-23,21,1000,995,1,0
226,4780,10,20,1000,0,27,8,906,950,107,45,20,3592,92,25,1000,994,1,0
227,4801,10,20,1000,0,0,0,886,891,166,5,0,3629,129,27,1000,988,1,0
228,4830,10,20,850,0,15,0,790,901,449,0,0,3840,340,41,889,811,1,0
229,4850,10,20,850,0,15,40,731,926,658,0,0,3968,468,50,929,771,1,0
230,4871,10,20,850,0,3,2,583,866,723,30,0,4064,564,51,983,717,1,0
231,4900,10,20,850,0,15,0,651,915,732,0,0,4035,535,30,981,719,1,0
232,4920,10,20,850,3,0,29,868,929,430,0,0,3803,303,-6,907,793,1,0
233,4940,10,20,875,3,0,8,896,912,95,0,0,3504,4,-48,873,877,1,0
234,4960,10,20,925,0,0,19,881,933,58,10,0,3514,14,-46,915,935,1,0
235,4981,10,20,975,0,0,21,909,922,30,45,0,3503,3,-35,967,983,1,0
236,5020,10,20,1000,0,55,125,896,919,36,20,51,3409,-91,-29,994,1000,1,0
238,5060,10,20,1000,0,0,111,899,936,0,0,0,3423,-77,-17,994,1000,1,0
239,5081,10,20,1000,0,0,144,865,929,0,0,0,3405,-95,-12,994,1000,1,0
240,5110,10,20,1000,0,6,256,870,922,0,0,3,3325,-175,-17,983,1000,1,0
241,5131,10,20,1000,28,9,340,886,898,0,0,0,3262,-238,-21,975,1000,1,0
242,5160,10,20,850,40,0,441,868,856,0,0,0,3191,-309,-22,814,886,1,0
243,5180,10,20,850,12,0,544,886,821,0,0,0,3123,-377,-24,790,910,1,0
244,5200,10,20,850,18,0,585,888,789,0,0,0,3090,-410,-24,782,918,1,0
245,5221,10,20,850,0,0,509,881,800,0,0,0,3132,-368,-13,788,912,1,0
246,5250,10,20,850,0,0,269,863,884,0,0,0,3305,-195,15,831,869,1,0
247,5270,10,20,900,0,0,81,881,954,43,45,0,3519,19,39,909,891,1,0
248,5291,10,20,950,0,0,76,881,940,9,0,0,3516,16,35,958,942,1,0
249,5320,10,20,1000,0,0,62,891,940,43,5,0,3513,13,21,1000,996,1,0
250,5340,10,20,1000,0,3,38,888,891,0,0,0,3500,0,13,1000,997,1,0
251,5360,10,20,1000,0,0,70,932,954,43,0,0,3505,5,8,1000,998,1,0
252,5381,10,20,1000,6,55,73,930,905,98,10,0,3493,-7,4,1000,999,1,0
253,5410,10,20,1000,0,21,35,930,919,227,0,3,3661,161,21,1000,987,1,0
254,5430,10,20,850,0,36,29,865,964,446,0,0,3815,315,36,883,817,1,0
255,5451,10,20,850,0,6,0,710,905,587,0,0,3944,444,46,924,776,1,0
256,5480,10,20,850,0,6,2,594,908,750,30,10,4069,569,48,987,713,1,0
257,5500,10,20,850,0,9,13,677,912,735,35,6,4024,524,30,977,723,1,0
258,5520,10,20,850,18,64,68,847,947,544,40,6,3870,370,2,917,783,1,0
259,5540,10,20,850,53,73,111,1000,1000,310,15,61,3623,123,-33,863,837,1,0
260,5561,10,20,900,118,119,130,1000,985,215,95,102,3412,-88,-57,887,913,1,0
261,5590,10,20,850,159,128,198,984,982,138,50,95,3126,-374,-75,808,892,1,0
262,5610,10,20,850,90,82,174,976,1000,83,10,47,3384,-116,-42,819,881,1,0
263,5631,10,20,850,96,92,261,989,968,98,35,47,3318,-182,-28,821,879,1,0
264,5660,10,20,850,159,70,283,981,968,58,10,40,3086,-414,-33,788,912,1,0
265,5680,10,20,850,96,70,277,971,947,67,40,44,3305,-195,-4,826,874,1,0
266,5700,10,20,850,21,101,223,963,964,64,35,68,3239,-261,-3,826,874,1,0
267,5720,10,20,900,40,64,196,968,943,83,35,34,3354,-146,8,889,911,1,0
268,5740,10,20,950,65,64,163,943,982,64,0,0,3392,-108,12,945,955,1,0
269,5760,10,20,1000,65,88,160,963,992,98,20,30,3393,-107,10,997,1000,1,0
270,5780,10,20,1000,46,55,92,896,922,92,40,54,3507,7,17,1000,996,1,0
271,5800,10,20,1000,46,55,92,906,957,58,30,30,3513,13,19,1000,996,1,0
272,5820,10,20,1000,3,33,19,878,898,21,20,17,3505,5,14,1000,997,1,0
273,5840,10,20,1000,0,39,70,850,901,0,5,0,3514,14,10,1000,998,1,0
274,5860,10,20,1000,0,0,43,873,891,0,25,0,3505,5,6,1000,999,1,0
275,5880,10,20,1000,0,27,43,855,905,24,35,20,3514,14,5,1000,999,1,0
276,5900,10,20,1000,6,12,59,878,926,6,0,0,3513,13,2,1000,1000,1,0
277,5920,10,20,1000,0,6,27,883,894,46,0,0,3503,3,1,1000,1000,1,0
278,5940,10,20,1000,0,24,38,896,922,61,0,0,3507,7,0,1000,1000,1,0
279,5960,10,20,1000,6,6,43,927,964,55,0,0,3509,9,0,1000,1000,1,0
280,5980,10,20,1000,37,3,54,906,943,52,20,0,3510,10,0,1000,1000,1,0
281,6000,10,20,1000,3,3,59,953,922,73,0,0,3491,-9,-1,1000,1000,1,0
282,6021,10,20,1000,37,3,98,930,898,18,0,27,3491,-9,-1,1000,1000,1,0
283,6041,10,20,1000,46,49,108,935,992,110,30,23,3514,14,-1,1000,1000,1,0
284,6061,10,20,1000,3,33,73,896,926,40,0,34,3508,8,2,1000,1000,1,0
285,6081,10,20,1000,43,58,59,904,940,27,25,0,3509,9,0,1000,1000,1,0
286,6102,10,20,1000,0,27,5,896,901,0,0,0,3501,1,1,1000,1000,1,0
287,6131,10,20,1000,31,58,51,899,943,40,0,30,3511,11,2,1000,1000,1,0
288,6151,10,20,1000,0,61,98,896,950,33,0,10,3514,14,1,1000,1000,1,0
289,6171,10,20,1000,68,9,87,940,901,49,0,47,3489,-11,-3,1000,1000,1,0
290,6192,10,20,1000,71,9,108,953,971,73,15,61,3424,-76,-6,999,1000,1,0
291,6221,10,20,1000,40,0,81,966,947,95,0,40,3495,-5,1,1000,1000,1,0
292,6241,10,20,1000,28,33,79,997,936,153,10,47,3595,95,11,1000,998,1,0
293,6261,10,20,1000,68,49,106,971,950,147,0,64,3523,23,5,1000,999,1,0
294,6281,10,20,1000,40,33,76,945,964,141,0,27,3607,107,9,1000,997,1,0
295,6301,10,20,1000,31,42,76,968,950,156,10,51,3608,108,7,1000,997,1,0
296,6321,10,20,1000,68,70,106,976,905,203,70,58,3550,50,0,1000,1000,1,0
297,6341,10,20,1000,59,61,81,945,919,236,15,34,3662,162,17,1000,987,1,0
298,6361,10,20,1000,59,76,89,925,919,313,0,0,3716,216,20,1000,979,1,0
299,6381,10,20,850,65,52,62,891,961,507,15,37,3837,337,31,888,812,1,0
300,6401,10,20,850,25,27,79,811,947,630,25,6,3924,424,33,915,785,1,0
301,6421,10,20,850,25,18,51,713,940,698,45,23,3993,493,37,933,767,1,0
302,6441,10,20,850,25,3,8,614,922,815,40,51,4085,585,40,985,715,1,0
303,6461,10,20,850,31,12,35,560,929,824,30,20,4114,614,34,995,705,1,0
304,6481,10,20,850,46,52,106,793,975,689,0,34,3876,376,0,923,777,1,0
305,6501,10,20,850,34,67,57,927,929,323,0,54,3722,222,-27,884,816,1,0
306,6522,10,20,900,0,3,87,940,943,129,0,13,3596,96,-45,899,901,1,0
307,6552,10,20,975,84,39,138,974,964,138,45,44,3497,-3,-41,966,984,1,0
308,6581,10,20,850,115,119,228,963,943,95,45,58,3055,-445,-71,805,895,1,0
309,6601,10,20,850,53,61,299,919,912,55,0,20,3287,-213,-38,820,880,1,0
310,6621,10,20,850,68,55,446,891,873,33,0,13,3193,-307,-35,814,886,1,0
311,6641,10,20,850,62,49,555,886,835,18,20,13,3123,-377,-35,788,912,1,0
312,6661,10,20,850,46,0,640,909,750,0,0,0,3047,-453,-36,774,926,1,0
313,6681,10,20,850,78,92,662,966,782,27,0,34,3049,-451,-33,763,937,1,0
314,6701,10,20,850,65,36,623,963,863,58,15,51,3097,-403,-12,780,920,1,0
315,6721,10,20,850,96,73,395,958,961,46,10,44,3244,-256,12,811,889,1,0
316,6741,10,20,875,59,61,168,932,950,15,0,3,3381,-119,30,868,882,1,0
317,6761,10,20,925,106,107,155,984,975,196,75,143,3469,-31,36,932,918,1,0
318,6781,10,20,975,165,153,177,1000,992,252,40,150,3386,-114,16,970,980,1,0
319,6801,10,20,1000,18,21,87,919,936,129,0,78,3601,101,39,1000,991,1,0
320,6822,10,20,1000,106,85,100,956,985,212,65,64,3420,-80,13,1000,997,1,0
321,6851,10,20,1000,56,95,125,948,1000,227,55,61,3577,77,17,1000,997,1,0
322,6871,10,20,1000,109,95,130,968,975,320,0,88,3462,-38,0,1000,1000,1,0
323,6891,10,20,1000,75,64,119,912,929,375,0,37,3668,168,22,1000,994,1,0
324,6912,10,20,1000,112,70,95,909,943,486,40,17,3644,144,23,1000,987,1,0
325,6941,10,20,850,115,85,108,764,996,772,50,34,3757,257,28,880,820,1,0
326,6961,10,20,850,87,125,125,638,975,821,5,64,3835,335,33,911,789,1,0
327,6982,10,20,850,75,85,95,550,926,849,55,34,4128,628,54,987,713,1,0
328,7021,10,20,850,87,92,122,692,933,775,50,17,3936,436,18,922,778,1,0
329,7041,10,20,850,90,110,98,844,978,590,40,44,3768,268,-5,896,804,1,0
330,7061,10,20,900,109,104,133,981,978,353,40,85,3382,-118,-55,888,912,1,0
331,7081,10,20,950,84,131,106,987,968,227,25,92,3435,-65,-40,941,959,1,0
