wall_time,telemetry_version,seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,run_state,run_state_name,actual_section_id,active_profile_id,active_profile_key,last_cmd_seq,last_cmd_type,last_cmd_type_name,last_cmd_status,last_cmd_status_name,pc_section_id,pc_section_label,pc_profile_key,section_mismatch,packet_loss_count,bad_packet_count,last_packet_age_ms
2026-07-10T06:01:29.092,2,4,116,10,20,1000,251,978,997,231,158,186,143,213,2399,-1101,-488,319,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,0,0,0
2026-07-10T06:01:29.102,2,5,137,10,20,980,368,969,952,110,73,71,71,85,1335,-2165,-918,80,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,0,0,0
2026-07-10T06:01:29.171,2,6,167,10,20,980,116,975,930,82,28,46,15,52,1402,-2098,45,80,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,0,0,0
2026-07-10T06:01:29.171,2,7,187,10,20,1000,61,560,905,706,42,52,51,85,2067,-1433,519,345,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,0,0,0
2026-07-10T06:01:29.267,2,9,237,10,20,1000,223,174,205,1000,992,208,87,118,3225,-275,8,856,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.268,2,10,267,10,20,1000,193,177,163,329,992,996,138,115,3890,390,242,1000,745,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.268,2,11,296,10,20,1000,165,135,88,102,971,972,179,115,4192,692,134,1000,607,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.305,2,12,318,10,20,1000,134,96,63,102,883,909,492,78,4498,998,181,1000,435,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.314,2,13,348,10,20,1000,76,99,38,92,961,913,194,29,4629,1129,-133,1000,429,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.357,2,14,369,10,20,1000,46,63,41,92,926,931,92,55,4501,1001,-81,1000,486,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.392,2,15,389,10,20,1000,85,81,38,727,908,689,35,23,3983,483,-336,1000,812,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.392,2,16,419,10,20,1000,95,81,138,946,936,71,35,78,3395,-105,-101,925,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.438,2,17,439,10,20,1000,95,111,808,917,464,21,5,0,2753,-747,-171,570,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.442,2,18,469,10,20,1000,61,87,900,951,98,43,15,62,2513,-987,-75,462,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.485,2,19,499,10,20,1000,36,48,900,948,239,24,30,69,2683,-817,124,592,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.485,2,20,519,10,20,1000,0,27,441,868,795,0,0,42,3168,-332,282,881,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.541,2,21,549,10,20,1000,76,60,27,907,957,93,41,62,3513,13,4,1000,993,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.542,2,22,569,10,20,1000,42,21,0,907,922,77,25,19,3504,4,-86,985,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.569,2,23,599,10,20,1000,0,66,0,843,897,220,15,69,3682,182,41,1000,896,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.591,2,24,629,10,20,1000,21,9,0,892,936,248,87,78,3689,189,2,1000,900,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.632,2,25,649,10,20,1000,58,54,27,889,929,217,46,78,3669,169,-13,1000,914,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.678,2,26,678,10,20,1000,104,162,105,979,1000,186,56,161,3472,-28,-130,960,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.678,2,27,698,10,20,1000,138,114,83,946,957,149,133,144,3615,115,138,1000,912,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.716,2,28,719,10,20,1000,104,87,41,930,961,155,71,148,3674,174,-93,1000,927,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.716,2,29,748,10,20,1000,134,102,75,974,975,77,112,101,3462,-38,-30,974,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.732,2,30,768,10,20,1000,95,141,808,1000,943,136,92,78,3041,-459,-319,693,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
2026-07-10T06:01:29.759,2,31,789,10,20,1000,119,861,958,956,119,96,30,92,2031,-1469,-647,100,1000,1,0,1,RUN,0,2,WIDE_S,0,0,0,0,OK,0,시작구간,WIDE_S,0,1,0,0
