wall_time,event_type,old_section_id,new_section_id,section_display_no,section_name,section_label_ko,section_type,profile_key,section_role,section_note,profile_label_ko,profile_base_speed,profile_curve_speed,profile_sharp_curve_speed,profile_min_run_speed,profile_kp,profile_kd,profile_max_correction,profile_reverse_allow,profile_reverse_pwm_mid,profile_reverse_pwm_high,profile_error_curve_threshold,profile_error_sharp_threshold,profile_d_error_curve_threshold,profile_d_error_sharp_threshold,profile_search_pwm,profile_line_loss_max_ms,cmd_seq,ack,status,rtt_ms,seq,t_ms,base_speed,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,packet_loss_count
2026-07-10T04:17:13.926,NEXT_SECTION,0,1,2,long_straight,긴 직진 구간,STRAIGHT,STRAIGHT,NORMAL,가장 높은 속도를 시도할 수 있는 긴 직진 구간.,직진,1000,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,1,1,OK,44,165,3880,920,2789,-711,282,611,1000,1,0,1
2026-07-10T04:17:20.305,NEXT_SECTION,1,2,3,short_s_1,짧은 S자,NARROW_S,NARROW_S,NORMAL,길이가 짧으므로 보수적으로 좁은 S자 profile 적용.,좁은 S자,760,680,580,470,0.57,0.3,1150,True,-220,-380,1150,2100,750,1400,300,280,2,1,OK,50,448,10249,1000,3843,343,-105,1000,850,1,0,7
2026-07-10T04:17:24.293,NEXT_SECTION,2,3,4,short_straight_1,짧은 직진,STRAIGHT,STRAIGHT,NORMAL,직전 S자 이후 자세 안정 확인.,직진,1000,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,3,1,OK,53,620,14245,760,3668,168,121,892,628,1,0,10
2026-07-10T04:17:25.743,NEXT_SECTION,3,4,5,wide_s_1,넓은 S자,WIDE_S,WIDE_S,NORMAL,직진보다 감속하고 진동 억제.,넓은 S자,920,810,670,500,0.53,0.24,1050,True,-120,-260,1350,2350,900,1600,280,240,4,1,OK,44,684,15717,1000,3674,174,79,1000,898,1,0,11
2026-07-10T04:17:34.377,NEXT_SECTION,4,5,6,narrow_s_1,좁은 S자,NARROW_S,NARROW_S,NORMAL,완주 안정성 우선.,좁은 S자,760,680,580,470,0.57,0.3,1150,True,-220,-380,1150,2100,750,1400,300,280,5,1,OK,49,1055,24327,920,3645,145,-209,946,894,1,0,17
2026-07-10T04:17:44.852,NEXT_SECTION,5,6,7,hairpin_u_1,헤어핀,HAIRPIN_U,HAIRPIN_U,NORMAL,큰 감속과 강한 조향 필요.,헤어핀,620,560,500,430,0.62,0.34,1200,True,-300,-460,1000,1900,650,1250,320,320,6,1,OK,28,1504,34785,760,3502,2,79,784,736,1,0,27
2026-07-10T04:17:46.548,NEXT_SECTION,6,7,8,middle_straight,중간 직진구간,STRAIGHT,STRAIGHT,NORMAL,헤어핀 탈출 후 자세가 안정되면 가속.,직진,1000,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,7,1,OK,38,1580,36517,620,3597,97,89,710,530,1,0,27
2026-07-10T04:17:51.242,NEXT_SECTION,7,8,9,wide_u_1,완만한 U턴,WIDE_U,WIDE_U,NORMAL,진입 감속 필요.,완만한 U턴,800,700,600,480,0.55,0.27,1100,True,-180,-320,1250,2250,850,1500,290,260,8,1,OK,41,1788,41203,1000,3503,3,-89,984,1000,1,0,28
2026-07-10T04:17:51.332,NEXT_SECTION,8,9,10,short_straight_2,짧은 직진,STRAIGHT,STRAIGHT,NORMAL,다음 좁은 S자 진입 전 과속 주의.,직진,1000,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,9,1,OK,44,1791,41273,800,3492,-8,-15,792,808,1,0,28
2026-07-10T04:17:56.871,NEXT_SECTION,9,10,11,half_narrow_s,좁은 S자 절반,NARROW_S,NARROW_S,NORMAL,짧지만 라인 이탈 위험이 있음.,좁은 S자,760,680,580,470,0.57,0.3,1150,True,-220,-380,1150,2100,750,1400,300,280,10,1,OK,52,2042,46805,1000,2031,-1469,-759,114,1000,1,0,32
2026-07-10T04:17:58.739,NEXT_SECTION,10,11,12,finish_short_straight,Finish 전 짧은 직진,STRAIGHT,STRAIGHT,FINISH_APPROACH,Finish까지 짧은 직진 거리.,직진,1000,900,740,520,0.5,0.2,950,False,0,0,1500,2500,1000,1800,260,220,11,1,OK,46,2122,48678,760,3502,2,-158,714,806,1,0,33
