wall_time,event,cmd_seq,cmd_type,cmd_type_name,cmd_status,cmd_status_name,ack_rtt_ms,pc_from_section_id,pc_from_label,pc_from_profile_key,pc_to_section_id,pc_to_label,pc_to_profile_key,pc_section_id_after,pico_actual_section_id,pico_active_profile_id,pico_active_profile_key,pico_last_cmd_seq,pico_last_cmd_type,pico_last_cmd_status,t_ms,seq,base_speed,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,packet_loss_count,bad_packet_count,profile_set,profile_version,profile_source_key,profile_label_ko,profile_base_speed,profile_curve_speed,profile_sharp_curve_speed,profile_min_run_speed,profile_kp,profile_kd,profile_max_correction,profile_reverse_allow,profile_reverse_pwm_mid,profile_reverse_pwm_high,profile_error_curve_threshold,profile_error_sharp_threshold,profile_d_error_curve_threshold,profile_d_error_sharp_threshold,profile_search_pwm,profile_line_loss_max_ms
2026-07-10T06:21:48.254,NEXT_SECTION,1,5,NEXT_SECTION,0,OK,40,0,시작구간,WIDE_S,1,긴 직진 구간,STRAIGHT,1,0,2,WIDE_S,0,0,0,3565,143,980,1367,-2133,403,80,1000,1,0,2,0,FAST_V5,6,WIDE_S,넓은 S자,1000,980,880,600,0.53,0.2,900,True,0,-120,1900,3200,1450,2400,280,240
2026-07-10T06:21:54.870,NEXT_SECTION,2,5,NEXT_SECTION,0,OK,49,1,긴 직진 구간,STRAIGHT,2,짧은 S자,NARROW_S,2,1,1,STRAIGHT,1,5,0,10163,406,1000,3611,111,182,1000,903,1,0,2,0,FAST_V5,6,STRAIGHT,직진,1000,1000,940,600,0.55,0.2,900,False,0,0,2000,3200,1500,2400,260,220
2026-07-10T06:21:58.450,NEXT_SECTION,3,5,NEXT_SECTION,0,OK,10,2,짧은 S자,NARROW_S,3,짧은 직진,STRAIGHT,3,2,3,NARROW_S,2,5,0,13722,553,1000,3089,-411,50,782,1000,1,0,12,0,FAST_V5,6,NARROW_S,좁은 S자,1000,920,780,560,0.56,0.24,1050,True,-120,-260,1450,2500,1000,1800,300,280
2026-07-10T06:22:00.037,NEXT_SECTION,4,5,NEXT_SECTION,0,OK,11,3,짧은 직진,STRAIGHT,4,넓은 S자,WIDE_S,4,3,1,STRAIGHT,3,5,0,15375,619,1000,3860,360,186,1000,765,1,0,18,0,FAST_V5,6,STRAIGHT,직진,1000,1000,940,600,0.55,0.2,900,False,0,0,2000,3200,1500,2400,260,220
2026-07-10T06:22:09.006,NEXT_SECTION,5,5,NEXT_SECTION,0,OK,58,4,넓은 S자,WIDE_S,5,좁은 S자,NARROW_S,5,4,2,WIDE_S,4,5,0,24212,977,1000,4116,616,96,1000,655,1,0,33,0,FAST_V5,6,WIDE_S,넓은 S자,1000,980,880,600,0.53,0.2,900,True,0,-120,1900,3200,1450,2400,280,240
2026-07-10T06:22:18.788,NEXT_SECTION,6,5,NEXT_SECTION,0,OK,36,5,좁은 S자,NARROW_S,6,헤어핀 진입+헤어핀,HAIRPIN_U,6,5,3,NARROW_S,5,5,0,34103,1378,1000,3580,80,86,1000,935,1,0,39,0,FAST_V5,6,NARROW_S,좁은 S자,1000,920,780,560,0.56,0.24,1050,True,-120,-260,1450,2500,1000,1800,300,280
2026-07-10T06:22:19.732,NEXT_SECTION,7,5,NEXT_SECTION,0,OK,39,6,헤어핀 진입+헤어핀,HAIRPIN_U,7,중간 직진구간,STRAIGHT,7,6,4,HAIRPIN_U,6,5,0,35033,1416,1000,3752,252,201,1000,818,1,0,41,0,FAST_V5,6,HAIRPIN_U,헤어핀,1000,930,820,560,0.55,0.22,1000,True,-80,-240,1600,2800,1150,2000,320,320
2026-07-10T06:22:24.659,NEXT_SECTION,8,5,NEXT_SECTION,0,OK,46,7,중간 직진구간,STRAIGHT,8,완만한 U턴,WIDE_U,8,7,1,STRAIGHT,7,5,0,39941,1613,1000,3588,88,86,1000,935,1,0,49,0,FAST_V5,6,STRAIGHT,직진,1000,1000,940,600,0.55,0.2,900,False,0,0,2000,3200,1500,2400,260,220
2026-07-10T06:22:25.836,NEXT_SECTION,9,5,NEXT_SECTION,0,OK,56,8,완만한 U턴,WIDE_U,9,짧은 직진,STRAIGHT,9,8,5,WIDE_U,8,5,0,41125,1661,950,3192,-308,10,780,1000,1,0,52,0,FAST_V5,6,WIDE_U,완만한 U턴,950,860,720,530,0.56,0.24,1050,True,-120,-260,1350,2300,950,1700,290,260
2026-07-10T06:22:29.669,NEXT_SECTION,10,5,NEXT_SECTION,0,OK,47,9,짧은 직진,STRAIGHT,10,좁은 S자 절반,NARROW_S,10,9,1,STRAIGHT,9,5,0,44971,1813,1000,3405,-95,31,954,1000,1,0,55,0,FAST_V5,6,STRAIGHT,직진,1000,1000,940,600,0.55,0.2,900,False,0,0,2000,3200,1500,2400,260,220
2026-07-10T06:22:31.406,NEXT_SECTION,11,5,NEXT_SECTION,0,OK,38,10,좁은 S자 절반,NARROW_S,11,Finish 전 짧은 직진,STRAIGHT,11,10,3,NARROW_S,10,5,0,46722,1885,1000,3135,-365,98,820,1000,1,0,56,0,FAST_V5,6,NARROW_S,좁은 S자,1000,920,780,560,0.56,0.24,1050,True,-120,-260,1450,2500,1000,1800,300,280
