wall_time,event,cmd_seq,cmd_type,cmd_type_name,cmd_status,cmd_status_name,ack_rtt_ms,pc_from_section_id,pc_from_label,pc_from_profile_key,pc_to_section_id,pc_to_label,pc_to_profile_key,pc_section_id_after,pico_actual_section_id,pico_active_profile_id,pico_active_profile_key,pico_last_cmd_seq,pico_last_cmd_type,pico_last_cmd_status,t_ms,seq,base_speed,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,packet_loss_count,bad_packet_count,profile_set,profile_version,profile_source_key,profile_label_ko,profile_base_speed,profile_curve_speed,profile_sharp_curve_speed,profile_min_run_speed,profile_kp,profile_kd,profile_max_correction,profile_reverse_allow,profile_reverse_pwm_mid,profile_reverse_pwm_high,profile_error_curve_threshold,profile_error_sharp_threshold,profile_d_error_curve_threshold,profile_d_error_sharp_threshold,profile_search_pwm,profile_line_loss_max_ms
2026-07-10T09:03:56.641,NEXT_SECTION,1,5,NEXT_SECTION,0,OK,59,0,시작구간,WIDE_S,1,긴 직진 구간,STRAIGHT,1,0,2,WIDE_S,0,0,0,4208,169,1000,3331,-169,254,957,1000,1,0,20,0,ATTACK_V7,8,WIDE_S,넓은 S자,1000,1000,970,610,0.38,0.08,700,True,0,0,2400,3600,1900,2800,280,240
2026-07-10T09:04:02.838,NEXT_SECTION,2,5,NEXT_SECTION,0,OK,50,1,긴 직진 구간,STRAIGHT,2,짧은 S자,NARROW_S,2,1,1,STRAIGHT,1,5,0,10393,417,1000,3531,31,240,1000,976,1,0,26,0,ATTACK_V7,8,STRAIGHT,직진,1000,1000,1000,620,0.34,0.06,540,False,0,0,2600,3600,2200,3000,260,220
2026-07-10T09:04:06.680,NEXT_SECTION,3,5,NEXT_SECTION,0,OK,40,2,짧은 S자,NARROW_S,3,짧은 직진,STRAIGHT,3,2,3,NARROW_S,2,5,0,14262,570,1000,3355,-145,102,952,1000,1,0,36,0,ATTACK_V7,8,NARROW_S,좁은 S자,1000,990,920,570,0.4,0.09,850,True,0,-120,1800,2900,1400,2300,300,280
2026-07-10T09:04:08.046,NEXT_SECTION,4,5,NEXT_SECTION,0,OK,20,3,짧은 직진,STRAIGHT,4,넓은 S자,WIDE_S,4,3,1,STRAIGHT,3,5,0,15655,624,1000,3435,-65,-300,960,1000,1,0,36,0,ATTACK_V7,8,STRAIGHT,직진,1000,1000,1000,620,0.34,0.06,540,False,0,0,2600,3600,2200,3000,260,220
2026-07-10T09:04:17.176,NEXT_SECTION,5,5,NEXT_SECTION,0,OK,56,4,넓은 S자,WIDE_S,5,좁은 S자,NARROW_S,5,4,2,WIDE_S,4,5,0,24741,993,1000,4596,1096,-189,1000,599,1,0,52,0,ATTACK_V7,8,WIDE_S,넓은 S자,1000,1000,970,610,0.38,0.08,700,True,0,0,2400,3600,1900,2800,280,240
2026-07-10T09:04:27.165,NEXT_SECTION,6,5,NEXT_SECTION,0,OK,18,5,좁은 S자,NARROW_S,6,헤어핀 진입+헤어핀,HAIRPIN_U,6,5,3,NARROW_S,5,5,0,34765,1399,1000,3169,-331,-160,854,1000,1,0,72,0,ATTACK_V7,8,NARROW_S,좁은 S자,1000,990,920,570,0.4,0.09,850,True,0,-120,1800,2900,1400,2300,300,280
2026-07-10T09:04:29.147,NEXT_SECTION,7,5,NEXT_SECTION,0,OK,63,6,헤어핀 진입+헤어핀,HAIRPIN_U,7,중간 직진구간,STRAIGHT,7,6,4,HAIRPIN_U,6,5,0,36718,1481,1000,3502,2,-82,993,1000,1,0,72,0,ATTACK_V7,8,HAIRPIN_U,헤어핀,1000,980,900,560,0.42,0.1,850,True,-60,-180,1900,3100,1400,2300,320,320
2026-07-10T09:04:33.316,NEXT_SECTION,8,5,NEXT_SECTION,0,OK,28,7,중간 직진구간,STRAIGHT,8,완만한 U턴,WIDE_U,8,7,1,STRAIGHT,7,5,0,40896,1646,1000,4073,573,16,1000,805,1,0,75,0,ATTACK_V7,8,STRAIGHT,직진,1000,1000,1000,620,0.34,0.06,540,False,0,0,2600,3600,2200,3000,260,220
2026-07-10T09:04:35.561,NEXT_SECTION,9,5,NEXT_SECTION,0,OK,12,8,완만한 U턴,WIDE_U,9,짧은 직진,STRAIGHT,9,8,5,WIDE_U,8,5,0,43185,1739,1000,3205,-295,-55,871,1000,1,0,77,0,ATTACK_V7,8,WIDE_U,완만한 U턴,1000,980,900,540,0.42,0.1,850,True,0,-120,1700,2700,1300,2100,290,260
2026-07-10T09:04:38.720,NEXT_SECTION,10,5,NEXT_SECTION,0,OK,68,9,짧은 직진,STRAIGHT,10,좁은 S자 절반,NARROW_S,10,9,1,STRAIGHT,9,5,0,46252,1862,1000,3306,-194,-10,934,1000,1,0,80,0,ATTACK_V7,8,STRAIGHT,직진,1000,1000,1000,620,0.34,0.06,540,False,0,0,2600,3600,2200,3000,260,220
