wall_time,event,cmd_seq,cmd_type,cmd_type_name,cmd_status,cmd_status_name,ack_rtt_ms,pc_from_section_id,pc_from_label,pc_from_profile_key,pc_to_section_id,pc_to_label,pc_to_profile_key,pc_section_id_after,pico_actual_section_id,pico_active_profile_id,pico_active_profile_key,pico_last_cmd_seq,pico_last_cmd_type,pico_last_cmd_status,t_ms,seq,base_speed,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,packet_loss_count,bad_packet_count,profile_set,profile_version,profile_source_key,profile_label_ko,profile_base_speed,profile_curve_speed,profile_sharp_curve_speed,profile_min_run_speed,profile_kp,profile_kd,profile_max_correction,profile_reverse_allow,profile_reverse_pwm_mid,profile_reverse_pwm_high,profile_error_curve_threshold,profile_error_sharp_threshold,profile_d_error_curve_threshold,profile_d_error_sharp_threshold,profile_search_pwm,profile_line_loss_max_ms
2026-07-10T09:12:52.803,NEXT_SECTION,1,5,NEXT_SECTION,0,OK,33,0,시작구간,WIDE_S,1,긴 직진 구간,STRAIGHT,1,0,2,WIDE_S,0,0,0,3816,154,1000,472,-3028,-46,240,1000,1,0,24,0,ATTACK_V8_FINAL,9,WIDE_S,넓은 S자,1000,1000,960,610,0.4,0.08,760,True,0,-60,2300,3500,1800,2700,280,240
2026-07-10T09:12:59.059,NEXT_SECTION,2,5,NEXT_SECTION,0,OK,18,1,긴 직진 구간,STRAIGHT,2,짧은 S자,NARROW_S,2,1,1,STRAIGHT,1,5,0,10082,406,1000,3490,-10,10,998,1000,1,0,25,0,ATTACK_V8_FINAL,9,STRAIGHT,직진,1000,1000,1000,620,0.34,0.06,540,False,0,0,2600,3600,2200,3000,260,220
2026-07-10T09:13:03.006,NEXT_SECTION,3,5,NEXT_SECTION,0,OK,46,2,짧은 S자,NARROW_S,3,짧은 직진,STRAIGHT,3,2,3,NARROW_S,2,5,0,13997,562,1000,3503,3,-14,1000,1000,1,0,31,0,ATTACK_V8_FINAL,9,NARROW_S,좁은 S자,1000,990,920,570,0.4,0.09,900,True,0,-140,1750,2850,1350,2250,300,280
2026-07-10T09:13:04.492,NEXT_SECTION,4,5,NEXT_SECTION,0,OK,138,3,짧은 직진,STRAIGHT,4,넓은 S자,WIDE_S,4,3,1,STRAIGHT,3,5,0,15368,617,1000,3476,-24,-289,975,1000,1,0,34,0,ATTACK_V8_FINAL,9,STRAIGHT,직진,1000,1000,1000,620,0.34,0.06,540,False,0,0,2600,3600,2200,3000,260,220
2026-07-10T09:13:13.636,NEXT_SECTION,5,5,NEXT_SECTION,0,OK,59,4,넓은 S자,WIDE_S,5,좁은 S자,NARROW_S,5,4,2,WIDE_S,4,5,0,24621,992,1000,6236,2736,74,1000,240,1,0,47,0,ATTACK_V8_FINAL,9,WIDE_S,넓은 S자,1000,1000,960,610,0.4,0.08,760,True,0,-60,2300,3500,1800,2700,280,240
2026-07-10T09:13:23.339,NEXT_SECTION,6,5,NEXT_SECTION,0,OK,38,5,좁은 S자,NARROW_S,6,헤어핀 진입+헤어핀,HAIRPIN_U,6,5,3,NARROW_S,5,5,0,34356,1385,1000,3400,-100,-2,960,1000,1,0,58,0,ATTACK_V8_FINAL,9,NARROW_S,좁은 S자,1000,990,920,570,0.4,0.09,900,True,0,-140,1750,2850,1350,2250,300,280
2026-07-10T09:13:24.785,NEXT_SECTION,7,5,NEXT_SECTION,0,OK,52,6,헤어핀 진입+헤어핀,HAIRPIN_U,7,중간 직진구간,STRAIGHT,7,6,4,HAIRPIN_U,6,5,0,35798,1444,1000,3332,-168,-74,913,1000,1,0,58,0,ATTACK_V8_FINAL,9,HAIRPIN_U,헤어핀,1000,970,880,560,0.47,0.12,920,True,-80,-220,1750,3000,1300,2200,320,320
2026-07-10T09:13:29.157,NEXT_SECTION,8,5,NEXT_SECTION,0,OK,45,7,중간 직진구간,STRAIGHT,8,완만한 U턴,WIDE_U,8,7,1,STRAIGHT,7,5,0,40159,1617,1000,3500,0,-71,996,1000,1,0,63,0,ATTACK_V8_FINAL,9,STRAIGHT,직진,1000,1000,1000,620,0.34,0.06,540,False,0,0,2600,3600,2200,3000,260,220
2026-07-10T09:13:30.915,NEXT_SECTION,9,5,NEXT_SECTION,0,OK,77,8,완만한 U턴,WIDE_U,9,짧은 직진,STRAIGHT,9,8,5,WIDE_U,8,5,0,41882,1686,1000,3606,106,-300,1000,988,1,0,65,0,ATTACK_V8_FINAL,9,WIDE_U,완만한 U턴,1000,960,860,530,0.46,0.12,920,True,-80,-200,1550,2500,1150,1900,290,260
2026-07-10T09:13:34.327,NEXT_SECTION,10,5,NEXT_SECTION,0,OK,49,9,짧은 직진,STRAIGHT,10,좁은 S자 절반,NARROW_S,10,9,1,STRAIGHT,9,5,0,45333,1823,1000,3334,-166,-40,942,1000,1,0,69,0,ATTACK_V8_FINAL,9,STRAIGHT,직진,1000,1000,1000,620,0.34,0.06,540,False,0,0,2600,3600,2200,3000,260,220
2026-07-10T09:13:36.471,NEXT_SECTION,11,5,NEXT_SECTION,0,OK,55,10,좁은 S자 절반,NARROW_S,11,Finish 전 짧은 직진,STRAIGHT,11,10,3,NARROW_S,10,5,0,47471,1910,1000,3073,-427,-89,822,1000,1,0,72,0,ATTACK_V8_FINAL,9,NARROW_S,좁은 S자,1000,990,920,570,0.4,0.09,900,True,0,-140,1750,2850,1350,2250,300,280
