wall_time,seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,packet_loss_count,bad_packet_count,last_packet_age_ms
2026-07-10T04:17:10.059,2,66,10,20,920,1000,771,852,1000,1000,1000,773,946,3505,5,5,923,917,1,1,0,0,0
2026-07-10T04:17:10.084,3,95,10,20,920,1000,756,890,1000,1000,1000,625,819,3387,-113,12,863,977,1,1,0,0,0
2026-07-10T04:17:10.119,4,116,10,20,920,1000,759,868,1000,1000,1000,605,812,3380,-120,-2,856,984,1,1,0,0,0
2026-07-10T04:17:10.129,5,145,10,20,920,720,492,609,1000,1000,742,389,568,3393,-107,8,866,974,1,0,0,0,0
2026-07-10T04:17:10.197,6,166,10,20,920,31,36,21,902,916,224,64,3,3667,167,218,1000,780,1,0,0,0,0
2026-07-10T04:17:10.197,7,195,10,20,920,139,108,122,742,968,657,78,76,3558,58,-170,910,930,1,0,0,0,0
2026-07-10T04:17:10.197,8,215,10,20,920,118,126,106,819,916,496,78,73,3463,-37,-42,891,949,1,0,0,0,0
2026-07-10T04:17:10.234,9,235,10,20,920,114,81,62,881,958,396,68,40,3599,99,-71,955,885,1,0,0,0,0
2026-07-10T04:17:10.265,10,256,10,20,920,102,45,68,894,888,336,68,36,3564,64,-323,877,963,1,0,0,0,0
2026-07-10T04:17:10.269,11,285,10,20,920,71,45,79,943,916,130,78,16,3591,91,-75,950,890,1,0,0,0,0
2026-07-10T04:17:10.304,12,305,10,20,920,65,60,128,925,961,60,68,40,3413,-87,-35,866,974,1,0,0,0,0
2026-07-10T04:17:10.309,13,326,10,20,920,49,45,60,920,905,54,49,30,3495,-5,211,967,873,1,0,0,0,0
2026-07-10T04:17:10.358,14,355,10,20,920,68,93,128,956,933,115,64,60,3485,-15,285,980,860,1,0,0,0,0
2026-07-10T04:17:10.364,15,375,10,20,920,62,66,117,930,944,100,29,30,3491,-9,9,918,922,1,0,0,0,0
2026-07-10T04:17:10.405,16,395,10,20,920,102,69,210,938,905,100,19,30,3261,-239,-179,751,1000,1,0,0,0,0
2026-07-10T04:17:10.405,17,416,10,20,920,77,33,136,891,888,54,14,16,3392,-108,18,868,972,1,0,0,0,0
2026-07-10T04:17:10.450,18,446,10,20,920,12,27,144,984,902,39,39,76,3373,-127,-35,845,995,1,0,0,0,0
2026-07-10T04:17:10.469,19,475,10,20,920,21,0,13,899,916,0,39,30,3504,4,7,923,917,1,0,0,0,0
2026-07-10T04:17:10.502,20,495,10,20,920,0,6,0,865,885,24,4,33,3505,5,2,923,917,1,0,0,0,0
2026-07-10T04:17:10.502,21,515,10,20,920,9,0,49,907,888,48,49,60,3494,-6,167,956,884,1,0,0,0,0
2026-07-10T04:17:10.547,22,535,10,20,920,0,0,19,858,919,42,24,73,3517,17,15,932,908,1,0,0,0,0
2026-07-10T04:17:10.547,23,555,10,20,920,55,78,87,971,940,121,64,107,3752,252,139,1000,754,1,0,0,0,0
2026-07-10T04:17:10.558,24,575,10,20,920,40,114,54,943,954,121,64,137,3668,168,498,1000,712,1,0,0,0,0
2026-07-10T04:17:10.603,25,596,10,20,920,68,72,60,956,954,106,83,103,3744,244,269,1000,727,1,0,0,0,0
