wall_time,event,cmd_seq,cmd_type,cmd_type_name,cmd_status,cmd_status_name,ack_rtt_ms,pc_from_section_id,pc_from_label,pc_from_profile_key,pc_to_section_id,pc_to_label,pc_to_profile_key,pc_section_id_after,pico_actual_section_id,pico_active_profile_id,pico_active_profile_key,pico_last_cmd_seq,pico_last_cmd_type,pico_last_cmd_status,t_ms,seq,base_speed,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,packet_loss_count,bad_packet_count,profile_set,profile_version,profile_source_key,profile_label_ko,profile_base_speed,profile_curve_speed,profile_sharp_curve_speed,profile_min_run_speed,profile_kp,profile_kd,profile_max_correction,profile_reverse_allow,profile_reverse_pwm_mid,profile_reverse_pwm_high,profile_error_curve_threshold,profile_error_sharp_threshold,profile_d_error_curve_threshold,profile_d_error_sharp_threshold,profile_search_pwm,profile_line_loss_max_ms
2026-07-10T06:10:00.166,NEXT_SECTION,1,5,NEXT_SECTION,0,OK,47,0,시작구간,WIDE_S,1,긴 직진 구간,STRAIGHT,1,0,2,WIDE_S,0,0,0,3817,152,950,1739,-1761,479,87,1000,1,0,2,0,FAST_V4,5,WIDE_S,넓은 S자,1000,950,830,580,0.55,0.22,950,True,-60,-180,1750,3000,1350,2250,280,240
2026-07-10T06:10:06.567,NEXT_SECTION,2,5,NEXT_SECTION,0,OK,62,1,긴 직진 구간,STRAIGHT,2,짧은 S자,NARROW_S,2,1,1,STRAIGHT,1,5,0,10164,404,1000,3496,-4,-1,998,1000,1,0,16,0,FAST_V4,5,STRAIGHT,직진,1000,1000,940,600,0.55,0.2,900,False,0,0,2000,3200,1500,2400,260,220
2026-07-10T06:10:10.287,NEXT_SECTION,3,5,NEXT_SECTION,0,OK,62,2,짧은 S자,NARROW_S,3,짧은 직진,STRAIGHT,3,2,3,NARROW_S,2,5,0,13937,556,1000,2883,-617,229,710,1000,1,0,18,0,FAST_V4,5,NARROW_S,좁은 S자,1000,920,780,560,0.56,0.24,1050,True,-120,-260,1450,2500,1000,1800,300,280
2026-07-10T06:10:11.788,NEXT_SECTION,4,5,NEXT_SECTION,0,OK,43,3,짧은 직진,STRAIGHT,4,넓은 S자,WIDE_S,4,3,1,STRAIGHT,3,5,0,15441,617,1000,3588,88,304,1000,891,1,0,22,0,FAST_V4,5,STRAIGHT,직진,1000,1000,940,600,0.55,0.2,900,False,0,0,2000,3200,1500,2400,260,220
2026-07-10T06:10:20.780,NEXT_SECTION,5,5,NEXT_SECTION,0,OK,45,4,넓은 S자,WIDE_S,5,좁은 S자,NARROW_S,5,4,2,WIDE_S,4,5,0,24448,983,950,6021,2521,85,1000,0,1,0,40,0,FAST_V4,5,WIDE_S,넓은 S자,1000,950,830,580,0.55,0.22,950,True,-60,-180,1750,3000,1350,2250,280,240
2026-07-10T06:10:30.201,NEXT_SECTION,6,5,NEXT_SECTION,0,OK,36,5,좁은 S자,NARROW_S,6,헤어핀 진입+헤어핀,HAIRPIN_U,6,5,3,NARROW_S,5,5,0,33886,1365,1000,3555,55,-134,999,1000,1,0,51,0,FAST_V4,5,NARROW_S,좁은 S자,1000,920,780,560,0.56,0.24,1050,True,-120,-260,1450,2500,1000,1800,300,280
2026-07-10T06:10:31.479,NEXT_SECTION,7,5,NEXT_SECTION,0,OK,51,6,헤어핀 진입+헤어핀,HAIRPIN_U,7,중간 직진구간,STRAIGHT,7,6,4,HAIRPIN_U,6,5,0,35138,1413,1000,4019,519,73,1000,699,1,0,52,0,FAST_V4,5,HAIRPIN_U,헤어핀,1000,930,820,560,0.55,0.22,1000,True,-80,-240,1600,2800,1150,2000,320,320
2026-07-10T06:10:36.122,NEXT_SECTION,8,5,NEXT_SECTION,0,OK,55,7,중간 직진구간,STRAIGHT,8,완만한 U턴,WIDE_U,8,7,1,STRAIGHT,7,5,0,39740,1599,1000,3492,-8,-9,994,1000,1,0,63,0,FAST_V4,5,STRAIGHT,직진,1000,1000,940,600,0.55,0.2,900,False,0,0,2000,3200,1500,2400,260,220
2026-07-10T06:10:37.434,NEXT_SECTION,9,5,NEXT_SECTION,0,OK,53,8,완만한 U턴,WIDE_U,9,짧은 직진,STRAIGHT,9,8,5,WIDE_U,8,5,0,41080,1654,930,3033,-467,80,688,1000,1,0,70,0,FAST_V4,5,WIDE_U,완만한 U턴,930,830,700,530,0.56,0.24,1050,True,-120,-260,1350,2300,950,1700,290,260
2026-07-10T06:10:41.283,NEXT_SECTION,10,5,NEXT_SECTION,0,OK,51,9,짧은 직진,STRAIGHT,10,좁은 S자 절반,NARROW_S,10,9,1,STRAIGHT,9,5,0,44930,1807,1000,3496,-4,-2,998,1000,1,0,78,0,FAST_V4,5,STRAIGHT,직진,1000,1000,940,600,0.55,0.2,900,False,0,0,2000,3200,1500,2400,260,220
2026-07-10T06:10:42.963,NEXT_SECTION,11,5,NEXT_SECTION,0,OK,38,10,좁은 S자 절반,NARROW_S,11,Finish 전 짧은 직진,STRAIGHT,11,10,3,NARROW_S,10,5,0,46636,1877,1000,2957,-543,295,767,1000,1,0,79,0,FAST_V4,5,NARROW_S,좁은 S자,1000,920,780,560,0.56,0.24,1050,True,-120,-260,1450,2500,1000,1800,300,280
