wall_time,seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker,packet_loss_count,bad_packet_count,last_packet_age_ms
2026-07-10T04:08:57.101,2,66,10,20,920,909,646,804,1000,1000,856,547,709,3365,-135,-6,848,992,1,1,0,0,0
2026-07-10T04:08:57.150,4,116,10,20,920,975,698,818,1000,1000,981,562,745,3367,-133,-3,849,991,1,1,1,0,0
2026-07-10T04:08:57.179,5,145,10,20,920,548,384,478,1000,1000,681,318,460,3465,-35,64,917,923,1,0,1,0,0
2026-07-10T04:08:57.195,6,166,10,20,920,60,36,49,755,914,519,34,22,3892,392,356,1000,627,1,0,1,0,0
2026-07-10T04:08:57.246,7,195,10,20,920,114,120,112,648,936,715,94,75,3632,132,-164,950,890,1,0,1,0,0
2026-07-10T04:08:57.270,8,216,10,20,920,132,98,82,773,953,605,104,75,3809,309,254,1000,696,1,0,1,0,0
2026-07-10T04:08:57.270,9,236,10,20,920,228,163,175,973,996,455,189,212,3629,129,52,1000,840,1,0,1,0,0
2026-07-10T04:08:57.279,10,257,10,20,920,153,83,120,968,989,192,79,75,3327,-173,-130,798,1000,1,0,1,0,0
2026-07-10T04:08:57.319,11,286,10,20,920,168,70,107,921,996,103,114,98,3387,-113,-176,818,1000,1,0,1,0,0
2026-07-10T04:08:57.327,12,307,10,20,920,111,98,109,992,918,70,114,65,3364,-136,15,852,988,1,0,1,0,0
2026-07-10T04:08:57.375,13,336,10,20,920,60,33,115,937,925,58,19,26,3409,-91,2,873,967,1,0,1,0,0
2026-07-10T04:08:57.375,14,356,10,20,920,72,58,145,945,890,125,14,22,3472,-28,96,928,912,1,0,1,0,0
2026-07-10T04:08:57.422,15,376,10,20,920,33,55,93,929,932,73,64,98,3500,0,96,943,897,1,0,1,0,0
2026-07-10T04:08:57.422,16,396,10,20,920,24,49,96,916,925,48,59,29,3502,2,-8,920,920,1,0,1,0,0
2026-07-10T04:08:57.458,17,416,10,20,920,63,12,65,914,946,18,59,52,3508,8,-187,880,960,1,0,1,0,0
