seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
72,1533,10,20,740,48,23,48,937,937,88,5,45,3500,0,-6,739,741,1,0
73,1553,10,20,740,45,19,46,946,924,60,17,42,3494,-6,-7,738,742,1,0
74,1573,10,20,740,38,3,35,923,915,55,34,23,3497,-3,-15,737,743,1,0
75,1593,10,20,740,25,15,50,902,946,98,11,37,3511,11,-3,741,739,1,0
76,1613,10,20,740,91,54,104,944,952,164,51,87,3543,43,35,755,725,1,0
77,1633,10,20,740,59,46,62,914,922,171,31,61,3629,129,10,770,710,1,0
78,1653,10,20,740,89,70,88,906,959,207,60,79,3662,162,26,780,700,1,0
79,1673,10,20,740,142,101,123,914,965,204,80,66,3253,-247,-404,617,863,1,0
80,1693,10,20,740,142,101,123,967,971,207,83,76,3252,-248,-322,631,849,1,0
81,1713,10,20,740,133,97,121,960,989,214,57,116,3537,37,118,768,712,1,0
82,1733,10,20,740,96,97,121,921,969,265,68,92,3605,105,-130,741,739,1,0
83,1753,10,20,740,80,42,104,942,961,199,25,50,3568,68,69,766,714,1,0
84,1773,10,20,740,50,54,109,939,959,186,45,84,3557,57,1,752,728,1,0
85,1793,10,20,740,66,19,69,904,941,207,11,66,3660,160,116,794,686,1,0
86,1813,10,20,740,61,23,81,902,933,186,0,39,3645,145,53,780,700,1,0
87,1833,10,20,740,38,23,29,887,909,184,5,15,3644,144,-20,768,712,1,0
88,1854,10,20,740,59,23,52,912,931,181,45,55,3638,138,-17,767,713,1,0
89,1874,10,20,740,18,27,83,912,939,174,45,47,3635,135,-3,769,711,1,0
90,1894,10,20,740,48,66,94,931,941,113,40,68,3587,87,-53,750,730,1,0
91,1914,10,20,740,61,70,88,931,954,85,22,71,3506,6,-83,728,752,1,0
92,1934,10,20,740,89,113,79,925,946,75,34,47,3362,-138,-41,703,777,1,0
93,1954,10,20,740,116,101,96,929,963,98,37,55,3195,-305,-307,621,859,1,0
94,1974,10,20,740,142,89,106,963,961,90,60,58,3197,-303,-117,654,826,1,0
